"lg" "pos1" "pos2" "dn"
1 1394892 1401575 0.087465
1 1394892 1401575 1e-05
1 1410016 1438823 0.031298
1 1508261 1535124 0.07584
1 1545588 1554821 0.048418
1 1560251 1568736 0.016346
1 1594281 1664168 5.7e-05
1 1730484 1731398 4.1e-05
1 1751568 1753282 0.028226
1 1755126 1762297 3.6e-05
1 1762413 1764918 0.042395
1 1811639 1812559 0.022279
1 1835798 1849578 0.024479
1 1855721 1863275 0.073295
1 1875460 1882519 0.002557
1 1885131 1888093 0
1 1890918 1895272 0.063627
1 1899975 1907740 3e-05
1 1899975 1907740 0.023263
1 1912692 1913706 0.022739
1 1919945 1923826 0.046107
1 1919945 1923826 0.037877
1 1924903 1926389 0.068135
1 1946323 1961483 0
1 1964741 1970521 1.4e-05
1 1971192 1973857 7.2e-05
1 1988336 1991038 0.016834
1 2001693 2004602 0.050673
1 2001693 2004602 0.03805
1 2004856 2007949 0.041765
1 2009479 2010527 0.005427
1 2013835 2018817 0.033546
1 2024413 2029617 0.039062
1 2031473 2034226 0.075803
1 2041834 2047281 0.044052
1 2041834 2047281 0.04198
1 2075764 2085083 4.6e-05
1 2096706 2098851 0.016961
1 2110211 2128414 0.004963
1 2139386 2140819 0.054958
1 2149070 2156200 0.07917
1 2149070 2156200 0.00078
1 2149070 2156200 0.078143
1 2156320 2161808 0.045682
1 2161683 2166868 0.094786
1 2161683 2166868 0.102479
1 2167369 2171903 0.050159
1 2172113 2173949 0.034073
1 2175787 2179611 0.142472
1 2175787 2179611 0.114746
1 2175787 2179611 0.105828
1 2180844 2181239 0.152965
1 2189867 2195389 0.038548
1 2189867 2195389 0.038593
1 2197855 2203483 0.016176
1 2206772 2213401 0.005749
1 2218130 2220146 0.022968
1 2218130 2220146 0.138405
1 2225187 2236863 0.046281
1 2225187 2236863 0.048054
1 2237067 2245543 0.025944
1 2237067 2245543 0.026095
1 2247753 2267649 0.033113
1 2271244 2274912 0.059344
1 2277256 2278122 0.178073
1 2281697 2283639 5.6e-05
1 2293356 2295366 0.045712
1 2301708 2308184 0.069245
1 2330169 2365007 0.03207
1 2636733 2646924 0.017552
1 2717130 2718198 0.067144
1 2735505 2755528 0.021094
1 2782049 2790640 0.017721
1 2798666 2813268 0.014851
1 2798666 2813268 0.018071
1 2824077 2830150 0.015753
1 2898939 2945757 3.5e-05
1 2988172 2992797 0.041345
1 2995003 2999589 0.049243
1 3032666 3033857 0.06381
1 3039163 3045850 0.009906
1 3047218 3052489 0.034617
1 3047218 3052489 0.033828
1 3080902 3085572 0.027736
1 3080902 3085572 0.028696
1 3086853 3088913 0.031077
1 3091076 3108409 0.054501
1 3091076 3108409 0.046319
1 3124210 3127693 0.040298
1 3129406 3136785 0.037992
1 3145697 3149203 0.063636
1 3154035 3156749 0.098633
1 3163025 3169107 0.077753
1 3175899 3178064 0.040162
1 3273500 3300395 0.005186
1 3303968 3318945 0.058502
1 3325760 3330237 0.012243
1 3325760 3330237 0.019492
1 3332783 3338589 0.002657
1 3340594 3345546 5e-06
1 3347259 3347414 0.03182
1 3352438 3368132 0.015757
1 3390561 3407147 0.020378
1 3414389 3416002 0.066517
1 3421423 3436453 0.017126
1 3486252 3490154 0.00624
1 3537920 3541210 0.086494
1 3537920 3541210 0.081777
1 3727950 3776112 0.011131
1 3837246 3845416 4.8e-05
1 3848030 3851119 0.047176
1 3935093 3946002 0.020259
1 3984198 4032562 0.025077
1 3984198 4032562 0.027625
1 4043118 4044679 0.001432
1 4046937 4048548 0.080366
1 4046937 4048548 0.08176
1 4056681 4058563 0.003444
1 4062043 4063888 0.017899
1 4066933 4068501 4.1e-05
1 4084568 4091343 0.011195
1 4093568 4112992 0.003699
1 4114283 4117189 0.146289
1 4118509 4121716 0.004902
1 4122097 4123446 0.016469
1 4123737 4126346 4e-06
1 4128096 4137512 0.0387
1 4128096 4137512 0.035693
1 4128096 4137512 0.039248
1 4139700 4159247 7e-06
1 4165526 4175090 0.012311
1 4176012 4177785 0.047658
1 4178468 4194469 0.046742
1 4220184 4222102 0.013508
1 4226568 4230446 0.018477
1 4236565 4248993 0.223813
1 4322322 4397568 0.005378
1 4425525 4435391 0.033513
1 4470998 4481907 0.031017
1 4482490 4485218 0.062609
1 4482490 4485218 0.036327
1 4485819 4491775 0.035015
1 4485819 4491775 0.015465
1 4494513 4498339 0.032171
1 4499549 4509058 0.041716
1 4511274 4515926 0.051603
1 4543685 4582641 0.008742
1 4586161 4587852 1.7e-05
1 4586161 4587852 8e-06
1 4607682 4609548 0.115183
1 4617503 4623965 0.00752
1 4706529 4713986 0.002851
1 4716822 4758126 0.049273
1 4743905 4749468 0.056926
1 4743905 4749468 0.063287
1 4766643 4768983 5.3e-05
1 4772115 4783409 0.06089
1 4792948 4798955 0.00649
1 4807095 4815196 0.073239
1 4818207 4825298 0.0973
1 5065629 5116913 0.057469
1 5065629 5116913 0.0579
1 5065629 5116913 0.04595
1 5136823 5139540 0.021239
1 5186778 5192211 0.102362
1 5186778 5192211 0.09827
1 5335913 5344736 0.067787
1 5335913 5344736 0.116479
1 5357524 5359129 3.7e-05
1 5408524 5408916 0.052799
1 5465852 5488747 0.018425
1 5496803 5535584 0.084514
1 5512892 5515273 0.041422
1 5537599 5542661 0.046489
1 5537599 5542661 0.046012
1 5537599 5542661 0.04715
1 5537599 5542661 0.047259
1 5543009 5544661 0.120248
1 5544654 5547177 0.040526
1 5548344 5562595 0.048398
1 5562826 5565056 0.042005
1 5570060 5575752 0.037424
1 5570060 5575752 0.012456
1 5577318 5597550 0.054711
1 5674998 5692007 0.024088
1 5694625 5711351 0.018749
1 5731414 5748914 5e-06
1 5759769 5763212 0.069627
1 5766408 5786885 0.02346
1 5794328 5802345 0.086903
1 5805079 5806185 0.00503
1 5807949 5810402 0.071974
1 5836452 5839025 7.5e-05
1 5836452 5839025 0.011605
1 5854274 5864978 0.038612
1 5866321 5868151 0.042939
1 5866321 5868151 0.013163
1 5871321 5902430 0.015801
1 5911897 5915684 6e-06
1 5920985 5928413 0.050865
1 5937570 5939340 0.05885
1 5944178 5955498 0.005767
1 5966412 5977419 0.041151
1 5980980 5983171 0.041478
1 5985827 5996095 0.002753
1 6123882 6150613 0.041133
1 6159836 6170264 0.029171
1 6172911 6197405 0.017492
1 6206113 6208424 0.009919
1 6212467 6229609 0.019253
1 6232964 6234580 0.044102
1 6232964 6234580 0.056801
1 6236909 6237643 0.007037
1 6238914 6241202 0.030286
1 6242282 6244025 0.043784
1 6245953 6248843 0.028359
1 6250813 6252158 0.078682
1 6266514 6270948 0.044185
1 6272282 6281123 0.0534
1 6272282 6281123 0.056539
1 6283524 6297921 0.021769
1 6300577 6304779 0.052612
1 6315506 6357731 0.021363
1 6368016 6374543 0.198779
1 6368016 6374543 0.04566
1 6375143 6379717 0.007355
1 6399461 6404685 0.007105
1 6458406 6536357 0.024367
1 6554830 6569989 0.043026
1 6642138 6717755 0.010052
1 6725039 6727697 4.1e-05
1 6729472 6735234 0.049848
1 6748014 6770807 0.015906
1 6774853 6788674 0.483886
1 6774853 6788674 0.105966
1 6789295 6797202 0.069281
1 6802071 6805344 0.038083
1 6817428 6823743 0.013809
1 6839106 6841996 0.039209
1 6839106 6841996 0.043454
1 6847350 6887280 0.014478
1 6892498 6912972 0.058599
1 6930934 6971403 0.023529
1 6983471 6991945 0.08278
1 6983471 6991945 0.083525
1 6992838 6997265 0.036642
1 6992838 6997265 0.026752
1 6992838 6997265 0.037211
1 6992838 6997265 0.042582
1 7025597 7037380 0.043255
1 7044038 7049685 0.054343
1 7056587 7057788 0.046787
1 7056587 7057788 0.04507
1 7058416 7060534 0.026522
1 7067099 7068103 0.052905
1 7086897 7087907 0.052312
1 7212546 7247667 0.018274
1 7408054 7428093 0.011087
1 7429585 7430761 0.064807
1 7433814 7449826 0.042569
1 7453665 7477359 0.001346
1 7480872 7489908 0.0147
1 7509074 7523648 0.038316
1 7509074 7523648 0.026419
1 7509074 7523648 0.028358
1 7524210 7529201 0.045063
1 7530051 7532857 0.052528
1 7530051 7532857 0.048773
1 7534359 7547904 9e-06
1 7534359 7547904 0.001883
1 7534359 7547904 0.001924
1 7548475 7555673 0.048406
1 7557008 7561871 0.050414
1 7562563 7566990 0.017699
1 7562563 7566990 0.088801
1 7568494 7571957 0.036366
1 7573483 7576174 0.03806
1 7590810 7595653 0.107923
1 7596867 7608799 0.015986
1 7609666 7612260 0.028288
1 7609666 7612260 0.026089
1 7614233 7615946 0.023984
1 7617542 7631515 0.07633
1 7633993 7648015 0.011035
1 7633993 7648015 0.015397
1 7652097 7662516 0.05036
1 7666331 7669626 1.5e-05
1 7711424 7718976 0.028176
1 7742778 7772976 0.044534
1 7779850 7794030 0.032423
1 7795716 7798893 0.061715
1 7799466 7801516 0.022056
1 7804379 7814771 0.070652
1 7819170 7825689 0.012714
1 7819170 7825689 3.4e-05
1 7851131 7883099 0.024232
1 7884939 7889802 0.131484
1 7944004 7949594 0.015336
1 7950910 7953127 0.035336
1 7955113 7960310 0.033595
1 7955113 7960310 0.027807
1 7955113 7960310 0.031106
1 7960644 7963349 0.031243
1 7960644 7963349 1.6e-05
1 7960644 7963349 0.062286
1 7960644 7963349 1.8e-05
1 7963629 7966954 0.139681
1 7970667 7978934 0.068758
1 7984427 7992236 0.027356
1 7984427 7992236 0.042721
1 7994935 8024790 0.043174
1 8030647 8032675 0.059991
1 8040906 8042255 0.047106
1 8050570 8076662 0.152332
1 8050570 8076662 0.147296
1 8081930 8106122 0.03572
1 8117262 8202337 0.011196
1 8360502 8362370 0.023624
1 8360502 8362370 0.039279
1 8365243 8376303 0.041057
1 8387386 8393676 0.015343
1 8397728 8403362 0.043633
1 8397728 8403362 0.011453
1 8407809 8413900 0.052433
1 8407809 8413900 0.073648
1 8464004 8471992 0.07475
1 8509579 8522810 0.024143
1 8509579 8522810 0.025926
1 8509579 8522810 0.031998
1 8533757 8538878 0.10328
1 8558661 8571918 0.108821
1 8575330 8575822 0.115028
1 8598220 8599405 0.027219
1 8606768 8609836 0.045541
1 8606768 8609836 0.045143
1 8612249 8646561 0.030906
1 8655427 8664547 5e-06
1 8665489 8666737 0.027049
1 8668669 8674810 0.08124
1 8675614 8790734 2.9e-05
1 8796782 8801850 0.018245
1 8890956 8917439 0
1 8890956 8917439 0.008641
1 8924403 8928404 0.075565
1 8929439 8934034 0.043001
1 8935387 8937511 0.067716
1 8950903 8953636 0.13351
1 8959411 8964674 0.110199
1 8959411 8964674 0.113767
1 8959411 8964674 0.120275
1 8990298 9055383 0.004688
1 9059605 9062045 0.054128
1 9066263 9069851 0.098968
1 9084555 9086444 0.051839
1 9090447 9091400 0.058413
1 9102134 9126171 0.00972
1 9131095 9141734 0.012027
1 9143564 9145147 0.017042
1 9146859 9153860 0.041208
1 9146859 9153860 0.036314
1 9166576 9173856 0.05033
1 9166576 9173856 0.057302
1 9180092 9182871 0.051768
1 9190590 9210348 0.020819
1 9246964 9263588 0.002727
1 9296870 9301292 1e-06
1 9296870 9301292 0.003377
1 9303842 9311720 0.013216
1 9303842 9311720 0.006426
1 9339476 9344007 0.043814
1 9339476 9344007 0.021892
1 9346068 9352714 5e-06
1 9359890 9363928 0.038531
1 9359890 9363928 0.043559
1 9378350 9392221 0.02863
1 9378350 9392221 0.03052
1 9400751 9406312 1.7e-05
1 9423834 9435566 2.3e-05
1 9423834 9435566 3.8e-05
1 9465817 9466215 0.052177
1 9489065 9491339 0.022545
1 9505875 9506291 0.071338
1 9508614 9534420 0.019586
1 9540078 9542455 0.0956
1 9544230 9546832 0.060067
1 9544230 9546832 0.059947
1 9544230 9546832 0.059943
1 9552408 9558069 0.025369
1 9560771 9569667 0.001627
1 9571378 9575322 0.098006
1 9571378 9575322 0.082883
1 9577561 9581956 0.046197
1 9584960 9586865 0.061759
1 9587470 9590691 0.040862
1 9591849 9595660 0.023756
1 9591849 9595660 0.025124
1 9598418 9618056 0.027347
1 9598418 9618056 0.152505
1 9654275 9676217 0.021217
1 9654275 9676217 0.023297
1 9683507 9698264 0.023548
1 9701258 9705705 0.037039
1 9710705 9714331 0.021312
1 9710705 9714331 0.02792
1 9723215 9733089 0.085747
1 9723215 9733089 0.082588
1 9749862 9760409 0.005213
1 9799920 9802037 0.026989
1 9803940 9805636 0.146443
1 9807301 9816488 0.024894
1 9816673 9818637 0.360842
1 9818367 9828009 0.023935
1 9818367 9828009 0.024394
1 9829619 9832706 0.043314
1 9833731 9835425 0.033388
1 9836133 9838597 0.033616
1 9858715 9860186 0.068861
1 9858715 9860186 0.070277
1 9866672 9916497 0.016898
1 9866672 9916497 0.017023
1 9922417 9925373 0.018134
1 9938430 9945439 0.01608
1 9949176 9949685 0.069368
1 9950922 9954458 0.017526
1 9955544 9990054 0.010368
1 9998415 10002459 0.015774
1 9998415 10002459 0.034145
1 10004237 10007803 0.178851
1 10009030 10010560 0.047654
1 10009030 10010560 0.055924
1 10023242 10032346 2.5e-05
1 10034861 10065615 0.008061
1 10068110 10069294 0.046054
1 10068110 10069294 0.04965
1 10069916 10078479 6e-06
1 10082472 10129799 0.038313
1 10082472 10129799 0.029022
1 10085122 10099776 0.029413
1 10141668 10151287 2.7e-05
1 10141668 10151287 2.8e-05
1 10152497 10153833 0.20058
1 10156433 10188462 0.007795
1 10156433 10188462 0.005361
1 10156433 10188462 0.00528
1 10309588 10310505 2.4e-05
1 10314860 10320421 0.035502
1 10325442 10326592 0.095367
1 10334339 10336553 0.035031
1 10334339 10336553 0.035006
1 10334339 10336553 0.034731
1 10346343 10357776 0.072881
1 10371470 10377252 0.040814
1 10382050 10383467 0.07723
1 10418719 10449009 0.014166
1 10467941 10468882 0.01913
1 10482547 10483960 1.1e-05
1 10532235 10547311 0.037075
1 10550729 10557761 0.069713
1 10570526 10590911 0.039063
1 10608295 10610782 0.113183
1 10616415 10619562 0.156508
1 10620166 10625057 0.028065
1 10632108 10642894 0.070418
1 10662034 10664005 0.037202
1 10669725 10679968 0.215085
1 10757791 10764221 0.002632
1 10757791 10764221 0.072579
1 10768786 10772659 0.043017
1 10774820 10795119 0.016558
1 10774820 10795119 0.015518
1 10817514 10820092 0.038146
1 10821596 10839292 0.02347
1 10845514 10849861 0.012573
1 10845514 10849861 0.013022
1 10853645 10858434 3.6e-05
1 10860067 10863090 0.023012
1 10867279 10871441 4e-06
1 10881353 10910999 0.0602
1 10881353 10910999 0.069737
1 10940398 10945182 1.1e-05
1 10950224 10963455 0.013292
1 10966797 10979564 0.080705
1 10966797 10979564 0.070693
1 10981250 10983032 3.9e-05
1 10989308 10993656 0.001714
1 10994032 10995020 0.008805
1 11000782 11031400 0.0339
1 11000782 11031400 0.03373
1 11074344 11082049 0.052938
1 11082786 11086691 0.022631
1 11082786 11086691 0.018902
1 11082786 11086691 0.021116
1 11088226 11089320 0.04564
1 11091174 11094809 0.003979
1 11096788 11105500 0.032833
1 11163129 11180511 0.018384
1 11198442 11224026 0.029003
1 11344900 11377049 0.003166
1 11344900 11377049 0.038501
1 11382603 11397630 0.022566
1 11382603 11397630 0.016213
1 11407005 11410700 0.015083
1 11411194 11412785 3e-06
1 11413542 11421148 0.03234
1 11413542 11421148 0.030716
1 11429258 11431685 0.275769
1 11429258 11431685 0.056872
1 11437194 11441747 0.023071
1 11437194 11441747 0.018462
1 11579509 11582578 0.029726
1 11579509 11582578 0
1 11585569 11592485 0.030141
1 11585569 11592485 0.028901
1 11597447 11601747 0.013572
1 11607936 11614465 0.024158
1 11619039 11627018 0.053141
1 11640870 11642747 0.031458
1 11730923 11773953 0.021585
1 11730923 11773953 0.025023
1 11878414 11880168 0.018113
1 11905446 11926297 0.065006
1 11905446 11926297 0.069858
1 11927310 11930245 0.018169
1 11932289 11952652 0.017184
1 11947087 11952687 0.033991
1 11947087 11952687 0.031778
1 11957907 11963310 0.073539
1 11984518 12024604 0.034153
1 12038391 12056617 0.128391
1 12057660 12059555 0.046235
1 12057660 12059555 0.049994
1 12060329 12102661 0.005265
1 12060329 12102661 0.009028
1 12103464 12105300 0.067408
1 12105804 12108532 0.029255
1 12109430 12123883 0.028697
1 12131921 12135012 0.025857
1 12131921 12135012 0.025855
1 12137798 12140034 0.007224
1 12142333 12144354 1.8e-05
1 12164586 12177430 0.017178
1 12185852 12213917 0.043385
1 12229512 12238657 0.018208
1 12266909 12293259 0.020028
1 12266909 12293259 0.008716
1 12296024 12304235 0.018473
1 12310292 12314107 0.095171
1 12317367 12322274 0.030918
1 12328410 12330059 0.024945
1 12337225 12341398 0.106103
1 12337225 12341398 0.099952
1 12337225 12341398 0.090892
1 12344725 12345833 4.7e-05
1 12349179 12353000 0.001697
1 12361944 12367073 0.033211
1 12361944 12367073 0.037276
1 12372780 12375187 4e-06
1 12379163 12390950 0.071274
1 12392909 12401984 0.046965
1 12392909 12401984 0.04238
1 12392909 12401984 0.041559
1 12403401 12406806 0.167411
1 12409078 12411083 0.028848
1 12463776 12466145 0.053205
1 12470211 12493888 0.044781
1 12470211 12493888 0.03532
1 12515292 12518978 0.39246
1 12515292 12518978 0.104148
1 12522462 12525280 0.045465
1 12527100 12538711 0.014736
1 12542061 12547334 0.0387
1 12734935 12836723 0.005447
1 12863342 12992642 1.4e-05
1 12863342 12992642 0
1 13131167 13136492 0.079823
1 13139185 13152967 0.054943
1 13139185 13152967 0.041683
1 13139185 13152967 0.021549
1 13157633 13159736 0.047002
1 13160216 13163609 0.023676
1 13160216 13163609 0.022749
1 13163992 13165636 6.7e-05
1 13163992 13165636 5.5e-05
1 13163992 13165636 4.9e-05
1 13168649 13169584 0.030878
1 13172044 13172976 0.136264
1 13204979 13206656 0.086822
1 13228998 13231622 0.004738
1 13241318 13249541 0.058185
1 13250718 13294874 0.010752
1 13316994 13352960 0.011099
1 13316994 13352960 0.016183
1 13362884 13366744 0.096958
1 13368759 13370756 0.059533
1 13373946 13379328 0.043243
1 13373946 13379328 2.8e-05
1 13373946 13379328 0.054105
1 13380654 13383857 0.027126
1 13419186 13440418 0.027712
1 13419186 13440418 0.04408
1 13479008 13605192 0.027732
1 13608626 13619086 0.049441
1 13626289 13631703 0.06075
1 13626289 13631703 0.065724
1 13650351 13660833 0.055965
1 13650351 13660833 0.058723
1 13650351 13660833 0.052802
1 13650351 13660833 0.068966
1 13663942 13670074 0.03627
1 13663942 13670074 0.035628
1 13679903 13723606 0.037375
1 13725256 13739469 0.006396
1 13725256 13739469 0.005794
1 13751016 13754770 0.02127
1 13774012 13834603 0.041559
1 13774012 13834603 0.200088
1 13853852 13865874 0.075842
1 13867972 13874416 0.043571
1 13903005 13923358 0.01812
1 13903005 13923358 0.019048
1 13926650 13927339 0.07296
1 13928378 13929303 0.048726
1 13930653 13932718 3.9e-05
1 13930653 13932718 0.060951
1 13933064 13934086 0.109199
1 13943750 13956004 0.010622
1 13943750 13956004 0.010655
1 13962476 13965574 0.078001
1 13966627 13971727 0.068681
1 13971864 13974620 0.065843
1 13985038 14007301 0.017513
1 14115348 14175530 0.003491
1 14115348 14175530 0.039302
1 14115348 14175530 0.03934
1 14181462 14190981 0.057922
1 14181462 14190981 0.050256
1 14207318 14211154 0.036828
1 14213403 14216706 0.033976
1 14219642 14237938 0.023759
1 14261590 14279139 0.023635
1 14261590 14279139 1.8e-05
1 14281680 14316590 0.014119
1 14322123 14326363 0.062011
1 14322123 14326363 0.068397
1 14341623 14343831 0.025836
1 14352147 14358752 0.012505
1 14364430 14399824 0.002127
1 14404812 14405267 0.013824
1 14450640 14453223 0.141195
1 14454279 14459159 0.103188
1 14461065 14463469 0.032258
1 14461065 14463469 0.032269
1 14464975 14465613 0.002269
1 14468095 14471454 1.2e-05
1 14468095 14471454 1.3e-05
1 14468095 14471454 1.5e-05
1 14472720 14482140 0.040978
1 14472720 14482140 0.042827
1 14472720 14482140 0.043951
1 14472720 14482140 0.044238
1 14485714 14486646 0.041383
1 14585614 14684838 0.015414
1 14698655 14704587 0.038855
1 14698655 14704587 0.033235
1 14698655 14704587 0.038848
1 14698655 14704587 0.041855
1 14705632 14731422 0.013516
1 14736944 14767457 0.090392
1 14774869 14796093 0.031721
1 14774869 14796093 0.020204
1 14805098 14807616 0.335584
1 14810368 14815632 0.039021
1 14810368 14815632 0.040452
1 14817967 14822383 0.022926
1 14826603 14868822 0.008431
1 14826603 14868822 0.003428
1 14891787 14942346 0.02748
1 15017031 15021116 0.099887
1 15021862 15023385 0.025177
1 15122826 15142825 0.014396
1 15122826 15142825 0.013485
1 15361610 15367788 0.093206
1 15372490 15379424 0.018727
1 15382050 15384483 0.123471
1 15385521 15392799 1.3e-05
1 15424209 15453953 0.035162
1 15505384 15514157 0.020461
1 15646519 15668010 0.020356
1 15672536 15680581 1.4e-05
1 15672536 15680581 0.051227
1 15681236 15690867 3e-06
1 15706210 15715084 0.010629
1 15719846 15727802 0.045593
1 15743759 15755499 0.033742
1 15767604 15774311 0.359984
1 15780868 15792802 0.023495
1 15780868 15792802 0.031441
1 15798118 15806559 0.045341
1 15826511 15827395 0.020768
1 15831154 15878109 0.059139
1 15831154 15878109 0.048953
1 15879237 15887904 0.014581
1 15879237 15887904 1.2e-05
1 15889642 15897725 0.021128
1 15913134 15919082 0.027226
1 15921096 15952634 0.020437
1 15921096 15952634 0.020721
1 15921096 15952634 0.020931
1 15969470 15972202 0.000142
1 15973538 15990322 0.015974
1 15990433 15991667 0.076453
1 15998209 16046758 0.018132
1 16058124 16061240 0.044392
1 16058124 16061240 0.047911
1 16058124 16061240 3.5e-05
1 16062777 16064381 0.101953
1 16067036 16075005 0.054712
1 16067036 16075005 0.055136
1 16078942 16083394 2.9e-05
1 16094778 16096616 0.165552
1 16097383 16106309 0.070653
1 16107718 16110806 0.078146
1 16133913 16139631 0.04162
1 16176222 16179190 0.022071
1 16186114 16187583 0.045196
1 16188037 16190181 1.5e-05
1 16234489 16289718 0.020998
1 16310314 16315449 0.007967
1 16354945 16372843 0.030438
1 16354945 16372843 0.031215
1 16375170 16378490 0.059477
1 16395986 16427776 2.7e-05
1 16449768 16492104 0.036683
1 16493304 16495346 0.028829
1 16496808 16497485 0.061434
1 16498882 16499517 0.053599
1 16501605 16502264 0.072312
1 16509198 16509953 0.093867
1 16513411 16514115 0.037867
1 16515331 16515954 0.061686
1 16522193 16522861 0.019849
1 16525457 16526280 0.038754
1 16528308 16530918 0.016649
1 16536321 16540745 5.8e-05
1 16542876 16548242 0.018676
1 16562955 16573908 0.067355
1 16562955 16573908 0.068093
1 16562955 16573908 0.067109
1 16576953 16584352 0.014996
1 16576953 16584352 0.015452
1 16588424 16592719 0.020744
1 16588424 16592719 0.01311
1 16595513 16598781 0.029424
1 16606546 16623739 0.028345
1 16625851 16630830 0.04954
1 16625851 16630830 0.049152
1 16625851 16630830 0.051553
1 16633944 16692160 0.017082
1 16700644 16706717 0.029971
1 16701544 16718918 5.1e-05
1 16701544 16718918 0.00527
1 16727855 16729262 0.023802
1 16735802 16742699 0.021494
1 16764389 16767536 0.011464
1 16769630 16772481 0.035431
1 16773334 16777671 0.007757
1 16785915 16789550 0.015727
1 16793962 16802662 0.03288
1 16804582 16810061 0.016115
1 16812810 16814978 0.034844
1 16814780 16818616 0.011685
1 16814780 16818616 0.012133
1 16824225 16826612 0.011939
1 16829510 16836108 0.041825
1 16829510 16836108 3.4e-05
1 16837280 16849253 0.092356
1 16837280 16849253 0.074142
1 16852894 16897265 2e-05
1 16852894 16897265 0.005563
1 16949343 16985285 0.003224
1 16989648 17008533 0.074535
1 17010466 17013973 0.009328
1 17010466 17013973 0.006419
1 17017604 17044023 0.05348
1 17045793 17052316 0.008806
1 17056363 17069500 0.075567
1 17074932 17080594 0.038796
1 17095491 17096499 0.039683
1 17097009 17103753 0.017021
1 17097009 17103753 0.039913
1 17103971 17106051 0.044179
1 17134277 17138229 0.063172
1 17158618 17164412 0.040983
1 17190572 17203200 0.004451
1 17220794 17235906 0.039546
1 17244095 17279920 0.015162
1 17297365 17319204 0.022119
1 17304763 17306616 0.028859
1 17328898 17335627 0.047584
1 17339977 17353767 0.015058
1 17354759 17360193 0.029083
1 17354759 17360193 0.040581
1 17361220 17368296 0.016936
1 17361220 17368296 0.019932
1 17361220 17368296 0.016236
1 17372058 17374448 0.042769
1 17391752 17392549 7.3e-05
1 17421594 17432568 0.013332
1 17441564 17442599 0.080518
1 17445282 17450622 0.004742
1 17460083 17461114 0.044966
1 17486314 17489413 0.021091
1 17486314 17489413 0.024612
1 17961864 17997082 0.01371
1 18030988 18035561 0.064874
1 18038142 18045304 0.019657
1 18046339 18053773 0.068124
1 18057351 18069855 0.088486
1 18202269 18211098 0.053884
1 18202269 18211098 0.027579
1 18222614 18246262 0.014922
1 18222614 18246262 0.014552
1 18256028 18272665 0.164239
1 18319233 18344607 1.6e-05
1 18319233 18344607 0.01429
1 18354700 18360611 0.090169
1 18366942 18373977 0.029349
1 18366942 18373977 0.029261
1 18381599 18387921 0.033868
