"lg" "pos1" "pos2" "pi"
3 930000 939999 0.00383047630229737
3 940000 949999 0.0049357472802908
3 950000 959999 0.00353100402464651
3 960000 969999 0.0031336096782486
3 970000 979999 0.00507004377736085
3 980000 989999 0.00257453783662765
3 990000 999999 0.00254260315981522
3 1000000 1009999 0.00286960190203754
3 1010000 1019999 0.00302805625174046
3 1020000 1029999 0.00184743806409738
3 1030000 1039999 0.00276340734259361
3 1040000 1049999 0.00278030794887463
3 1050000 1059999 0.00364484326661448
3 1060000 1069999 0.00260851945821961
3 1070000 1079999 0.00403004898916718
3 1080000 1089999 0.0050996154687482
3 1090000 1099999 0.00529949726624039
3 1100000 1109999 0.00613628828380786
3 1110000 1119999 0.00629089970553385
3 1120000 1129999 0.00447139590811624
3 1130000 1139999 0.00565013003456182
3 1140000 1149999 0.00678458399012671
3 1150000 1159999 0.00527905400647796
3 1160000 1169999 0.00416957885304659
3 1170000 1179999 0.00415509130300217
3 1180000 1189999 0.00511892186894828
3 1190000 1199999 0.00398005665288624
3 1200000 1209999 0.00541632031033527
3 1210000 1219999 0.00364234734573854
3 1220000 1229999 0.00378033239062882
3 1230000 1239999 0.00284968134483084
3 1240000 1249999 0.00298582801992962
3 1250000 1259999 0.00320010329392861
3 1260000 1269999 0.0048689447145687
3 1270000 1279999 0.00428203717079994
3 1280000 1289999 0.00513416681657372
3 1290000 1299999 0.00604106303015033
3 1300000 1309999 0.00579668927295267
3 1310000 1319999 0.00547953432234175
3 1320000 1329999 0.00693064551701723
3 1330000 1339999 0.0053479291994447
3 1340000 1349999 0.00386140695067265
3 1350000 1359999 0.00448728990500052
3 1360000 1369999 0.00535223663567137
3 1370000 1379999 0.00532748767368893
3 1380000 1389999 0.00362070166109592
3 1390000 1399999 0.00371849816849817
3 1400000 1409999 0.00445028157428499
3 1410000 1419999 0.00419067472726009
3 1420000 1429999 0.00368855285972839
3 1430000 1439999 0.00400071998033224
3 1440000 1449999 0.00674216087252897
3 1450000 1459999 0.00728399547803617
3 1460000 1469999 0.00543323345324668
3 1470000 1479999 0.00559284918763103
3 1480000 1489999 0.00497381976678365
3 1490000 1499999 0.00467328851220065
3 1500000 1509999 0.0047360746573345
3 1510000 1519999 0.00625699274962276
3 1520000 1529999 0.00536456361905417
3 1530000 1539999 0.00619257394587791
3 1540000 1549999 0.00702757332441173
3 1550000 1559999 0.00608134117344643
3 1560000 1569999 0.00536728981833545
3 1570000 1579999 0.00376648065340943
3 1580000 1589999 0.00448440637666162
3 1590000 1599999 0.00380936328145066
3 1600000 1609999 0.00574329016516517
3 1610000 1619999 0.00540110884815569
3 1620000 1629999 0.00363160035035035
3 1630000 1639999 0.00334425490927169
3 1640000 1649999 0.00447114556416882
3 1650000 1659999 0.0060800917196266
3 1660000 1669999 0.00587811180262281
3 1670000 1679999 0.00454704291835659
3 1680000 1689999 0.0046960421960422
3 1690000 1699999 0.00661165688271235
3 1700000 1709999 0.00594906915207787
3 1710000 1719999 0.00375471703800154
3 1720000 1729999 0.00548390360559235
3 1730000 1739999 0.00860601240300157
3 1740000 1749999 0.00505924968652329
3 1750000 1759999 0.00455014458464774
3 1760000 1769999 0.00354670282570409
3 1770000 1779999 0.00346870746022182
3 1780000 1789999 0.00531401942468444
3 1790000 1799999 0.0055282350858559
3 1800000 1809999 0.00425262254078471
3 1810000 1819999 0.00632832748664907
3 1820000 1829999 0.00442461411245865
3 1830000 1839999 0.00503094431903687
3 1840000 1849999 0.00565138829254329
3 1850000 1859999 0.00536735008113326
3 1860000 1869999 0.00535106962342892
3 1870000 1879999 0.00584289478900666
3 1880000 1889999 0.00452129123241496
3 1890000 1899999 0.00531957396233315
3 1900000 1909999 0.00651608886232317
3 1910000 1919999 0.00528652644905467
3 1920000 1929999 0.00593603632593228
3 1930000 1939999 0.00697528933375039
3 1940000 1949999 0.00560578032926311
3 1950000 1959999 0.00502265694076039
3 1960000 1969999 0.00733625755857898
3 1970000 1979999 0.0056067606575844
3 1980000 1989999 0.0060731777186368
3 1990000 1999999 0.00623906221983145
3 2000000 2009999 0.00514716003081158
3 2010000 2019999 0.00539061328535013
3 2020000 2029999 0.00415839369940823
3 2030000 2039999 0.00484346763048793
3 2040000 2049999 0.00335747221138141
3 2050000 2059999 0.00534185470517246
3 2060000 2069999 0.00338130238086575
3 2070000 2079999 0.00295006459948321
3 2080000 2089999 0.00328174659277977
3 2090000 2099999 0.00526244844735565
3 2100000 2109999 0.00397123486045287
3 2110000 2119999 0.0049907105055737
3 2120000 2129999 0.00366729579058903
3 2130000 2139999 0.0041880849603316
3 2140000 2149999 0.00455326964308236
3 2150000 2159999 0.00358691168029846
3 2160000 2169999 0.00326091214325686
3 2170000 2179999 0.00335860586171778
3 2180000 2189999 0.00363718406076711
3 2190000 2199999 0.00537919008055527
3 2200000 2209999 0.00423961840628507
3 2210000 2219999 0.00374220779994756
3 2220000 2229999 0.00327255618590443
3 2230000 2239999 0.00234720715835141
3 2240000 2249999 0.00297455287691102
3 2250000 2259999 0.003893923547178
3 2260000 2269999 0.00223977767412935
3 2270000 2279999 0.00274131052139858
3 2280000 2289999 0.00155519349018742
3 2290000 2299999 0.00330921480614104
3 2300000 2309999 0.00258922269661101
3 2310000 2319999 0.00312247355434811
3 2320000 2329999 0.0023260599373486
3 2330000 2339999 0.00316203264320949
3 2340000 2349999 0.00324409113060429
3 2350000 2359999 0.00250957348087066
3 2360000 2369999 0.00354800909325271
3 2370000 2379999 0.00348118471671371
3 2380000 2389999 0.00346762610594048
3 2390000 2399999 0.00325452585405747
3 2400000 2409999 0.00393556358936743
3 2410000 2419999 0.00330589097843717
3 2420000 2429999 0.00338196036752693
3 2430000 2439999 0.00279569743362177
3 2440000 2449999 0.00448288593519243
3 2450000 2459999 0.00220016762164256
3 2460000 2469999 0.0043693120821744
3 2470000 2479999 0.00426157754902662
3 2480000 2489999 0.00343788705681994
3 2490000 2499999 0.00397572223492644
3 2500000 2509999 0.00362206823027719
3 2510000 2519999 0.00320473141546356
3 2520000 2529999 0.00315109919007047
3 2530000 2539999 0.00370106229189625
3 2540000 2549999 0.00245139111253424
3 2550000 2559999 0.00372009521178001
3 2560000 2569999 0.00387455074797545
3 2570000 2579999 0.002472570714991
3 2580000 2589999 0.00282940102128294
3 2590000 2599999 0.00362850500996747
3 2600000 2609999 0.00246192011123752
3 2610000 2619999 0.00336936205149705
3 2620000 2629999 0.00398149616007891
3 2630000 2639999 0.00282348976655907
3 2640000 2649999 0.00237469813255234
3 2650000 2659999 0.00192435485341723
3 2660000 2669999 0.00207616929882924
3 2670000 2679999 0.0020173435872787
3 2680000 2689999 0.00290271636133923
3 2690000 2699999 0.00626022163442422
3 2700000 2709999 0.00221436393772569
3 2710000 2719999 0.00176445825459127
3 2720000 2729999 0.00189019305156322
3 2730000 2739999 0.00331726724863128
3 2740000 2749999 0.00241028128031038
3 2750000 2759999 0.00165457884679939
3 2760000 2769999 0.00178113360039356
3 2770000 2779999 0.00214865438630871
3 2780000 2789999 0.00366034571723426
3 2790000 2799999 0.00374153936910084
3 2800000 2809999 0.00187683496099748
3 2810000 2819999 0.00219094628246176
3 2820000 2829999 0.00164902218987883
3 2830000 2839999 0.00134080533130937
3 2840000 2849999 0.00154819724413283
3 2850000 2859999 0.0008860609085184
3 2860000 2869999 0.00170460216326625
3 2870000 2879999 0.000901095732410611
3 2880000 2889999 0.0026622223392552
3 2890000 2899999 0.00131012727223176
3 2900000 2909999 0.00476734932488497
3 2910000 2919999 0.00217791898837239
3 2920000 2929999 0.00256964352073048
3 2930000 2939999 0.00133292009024988
3 2940000 2949999 0.00219393467437264
3 2950000 2959999 0.00136583349233607
3 2960000 2969999 0.00139223783013187
3 2970000 2979999 0.00306250315083686
3 2980000 2989999 0.00144358650425513
3 2990000 2999999 0.0010698418982267
3 3000000 3009999 0.00112998719863452
3 3010000 3019999 0.00135184491756119
3 3020000 3029999 0.000674341710472624
3 3030000 3039999 0.000997338619045855
3 3040000 3049999 0.00210622362869198
3 3050000 3059999 0.00133628361738961
3 3060000 3069999 0.00218225266362253
3 3070000 3079999 0.00227596715375003
3 3080000 3089999 0.00200535223994717
3 3090000 3099999 0.00163496189148805
3 3100000 3109999 0.000944059202922865
3 3110000 3119999 0.000899988813066339
3 3120000 3129999 0.000808058029841771
3 3130000 3139999 0.000917667187648006
3 3140000 3149999 0.00115990515996268
3 3150000 3159999 0.00138415296405749
3 3160000 3169999 0.000905071738405072
3 3170000 3179999 0.00145127658799534
3 3180000 3189999 0.00171218569041234
3 3190000 3199999 0.000848069467521165
3 3200000 3209999 0.00160370717972783
3 3210000 3219999 0.00214555685187886
3 3220000 3229999 0.0012577493800496
3 3230000 3239999 0.00196863586103859
3 3240000 3249999 0.000961483060613044
3 3250000 3259999 0.000740210967483695
3 3260000 3269999 0.0011431757204206
3 3270000 3279999 0.00425810722648312
3 3280000 3289999 0.00256433362723234
3 3290000 3299999 0.00198659169550173
3 3300000 3309999 0.00237945243696465
3 3310000 3319999 0.00227509859717438
3 3320000 3329999 0.00121450324796294
3 3330000 3339999 0.00335520257826888
3 3340000 3349999 0.00172230144326333
3 3350000 3359999 0.00156603491697614
3 3360000 3369999 0.00183668582375479
3 3370000 3379999 0.00185579293344289
3 3380000 3389999 0.00229583721291124
3 3390000 3399999 0.000862795224710026
3 3400000 3409999 0.00257944279368509
3 3410000 3419999 0.00229198008453328
3 3420000 3429999 0.00163381945257897
3 3430000 3439999 0.00182746787965845
3 3440000 3449999 0.00179427405721284
3 3450000 3459999 0.00211238806452656
3 3460000 3469999 0.00165869830080717
3 3470000 3479999 0.00160688774007305
3 3480000 3489999 0.00143086985153257
3 3490000 3499999 0.00169805133970395
3 3500000 3509999 0.00126693454326399
3 3510000 3519999 0.00117594942387306
3 3520000 3529999 0.00130807677218739
3 3530000 3539999 0.00195816078698607
3 3540000 3549999 0.000860821598846879
3 3550000 3559999 0.00171203091025701
3 3560000 3569999 0.00110616731095546
3 3570000 3579999 0.00192111471763893
3 3580000 3589999 0.000996963120938876
3 3590000 3599999 0.0018874402866242
3 3600000 3609999 0.00150228605404519
3 3610000 3619999 0.00158408762954218
3 3620000 3629999 0.000967666716082327
3 3630000 3639999 0.00171755594040354
3 3640000 3649999 0.00141960382013141
3 3650000 3659999 0.00109961708279608
3 3660000 3669999 0.00104334240362812
3 3670000 3679999 0.000819222821719665
3 3680000 3689999 0.00113440677060372
3 3690000 3699999 0.00105978394379345
3 3700000 3709999 0.000985382617509185
3 3710000 3719999 0.00152901996971418
3 3720000 3729999 0.00303671433648273
3 3730000 3739999 0.00598529548565429
3 3740000 3749999 0.00292212495919034
3 3750000 3759999 0.00161586589704193
3 3760000 3769999 0.00183410523885787
3 3770000 3779999 0.00250239077162154
3 3780000 3789999 0.00147062980551787
3 3790000 3799999 0.00210580314746981
3 3800000 3809999 0.00191845928420003
3 3810000 3819999 0.0011045723404
3 3820000 3829999 0.00123389528508772
3 3830000 3839999 0.00201583564173592
3 3840000 3849999 0.00201393826867873
3 3850000 3859999 0.00099088485662595
3 3860000 3869999 0.0013320807211018
3 3870000 3879999 0.000773747162563297
3 3880000 3889999 0.00155350978135788
3 3890000 3899999 0.000940425629081609
3 3900000 3909999 0.00126900053806833
3 3910000 3919999 0.00208463232602355
3 3920000 3929999 0.00181952750486497
3 3930000 3939999 0.00172858378111296
3 3940000 3949999 0.00264186520899575
3 3950000 3959999 0.00352793012390819
3 3960000 3969999 0.00292254564482776
3 3970000 3979999 0.00282045304031681
3 3980000 3989999 0.00278007671895116
3 3990000 3999999 0.00166787396470059
3 4000000 4009999 0.00107321729196729
3 4010000 4019999 0.00164471650281333
3 4020000 4029999 0.00246299376423317
3 4030000 4039999 0.00263252744642009
3 4040000 4049999 0.00259127027387139
3 4050000 4059999 0.0033357523760375
3 4060000 4069999 0.00381347424199221
3 4070000 4079999 0.0029052695343725
3 4080000 4089999 0.00295654692931634
3 4090000 4099999 0.0025526317726269
3 4100000 4109999 0.00211905116094562
3 4110000 4119999 0.00358994476933073
3 4120000 4129999 0.00278598455648063
3 4130000 4139999 0.00190190131809168
3 4140000 4149999 0.002973411593306
3 4150000 4159999 0.00385178651433692
3 4160000 4169999 0.00293163672654691
3 4170000 4179999 0.00559805452143629
3 4180000 4189999 0.00478077183285112
3 4190000 4199999 0.00365754619974511
3 4200000 4209999 0.00478565804740593
3 4210000 4219999 0.00258160891883221
3 4220000 4229999 0.00275847117245408
3 4230000 4239999 0.00466381079875056
3 4240000 4249999 0.0033989071632656
3 4250000 4259999 0.00400914786967418
3 4260000 4269999 0.00409598957532913
3 4270000 4279999 0.00254142881229376
3 4280000 4289999 0.00311316586330491
3 4290000 4299999 0.00303139623158104
3 4300000 4309999 0.00440359477124183
3 4310000 4319999 0.00501718106995885
3 4320000 4329999 0.00519014975313176
3 4330000 4339999 0.00726131029194486
3 4340000 4349999 0.00517379519762125
3 4350000 4359999 0.00988688118811881
3 4360000 4369999 0.00481564478279852
3 4370000 4379999 0.00540167169723706
3 4380000 4389999 0.00570643780477424
3 4390000 4399999 0.00485766977269519
3 4400000 4409999 0.00381489254834428
3 4410000 4419999 0.00415108529142885
3 4420000 4429999 0.00363731426764913
3 4430000 4439999 0.00411095887501062
3 4440000 4449999 0.00345814218044832
3 4450000 4459999 0.00311329426634494
3 4460000 4469999 0.00314283586535597
3 4470000 4479999 0.00550002564891762
3 4480000 4489999 0.00374379113373898
3 4490000 4499999 0.00527152569374977
3 4500000 4509999 0.00445792793565071
3 4510000 4519999 0.00674210577585949
3 4520000 4529999 0.0054579768581058
3 4530000 4539999 0.00417120351090289
3 4540000 4549999 0.00720593891474041
3 4550000 4559999 0.00494339732425153
3 4560000 4569999 0.00519156117193014
3 4570000 4579999 0.00336508201588362
3 4580000 4589999 0.00366403856864383
3 4590000 4599999 0.00309983872894517
3 4600000 4609999 0.00330191949391221
3 4610000 4619999 0.00244007392601053
3 4620000 4629999 0.00309882017845813
3 4630000 4639999 0.0022212363206152
3 4640000 4649999 0.00294850933303408
3 4650000 4659999 0.00211084682381899
3 4660000 4669999 0.00315966565821116
3 4670000 4679999 0.00263797655097446
3 4680000 4689999 0.00421037116176005
3 4690000 4699999 0.00332653959505492
3 4700000 4709999 0.0028476963828775
3 4710000 4719999 0.00345185697518444
3 4720000 4729999 0.00357007748059195
3 4730000 4739999 0.00389170306745464
3 4740000 4749999 0.00464751924082792
3 4750000 4759999 0.00481424529688419
3 4760000 4769999 0.00404947305028606
3 4770000 4779999 0.00356355951256801
3 4780000 4789999 0.00332715633423181
3 4790000 4799999 0.00304791632099994
3 4800000 4809999 0.00406316157379668
3 4810000 4819999 0.00515604596500392
3 4820000 4829999 0.00417907283095135
3 4830000 4839999 0.0027622549925466
3 4840000 4849999 0.00241859538556268
3 4850000 4859999 0.00388261617454959
3 4860000 4869999 0.00385755197419388
3 4870000 4879999 0.00524799531921424
3 4880000 4889999 0.00384801336146273
3 4890000 4899999 0.00368543825175658
3 4900000 4909999 0.00565287927602284
3 4910000 4919999 0.00487029133532745
3 4920000 4929999 0.00542775567819875
3 4930000 4939999 0.00495424840828242
3 4940000 4949999 0.00325410180900294
3 4950000 4959999 0.00415678400760589
3 4960000 4969999 0.00417375200344005
3 4970000 4979999 0.00283089283169446
3 4980000 4989999 0.00424855775735882
3 4990000 4999999 0.00132591076062414
3 5000000 5009999 0.00252457659810107
3 5010000 5019999 0.00438900182103079
3 5020000 5029999 0.00396397240635522
3 5030000 5039999 0.00458583051209321
3 5040000 5049999 0.00519710529113184
3 5050000 5059999 0.00520107274199759
3 5060000 5069999 0.00306321514604035
3 5070000 5079999 0.00187879141390574
3 5080000 5089999 0.00224128509337174
3 5090000 5099999 0.00460833493805764
3 5100000 5109999 0.00691845644242952
3 5110000 5119999 0.00507674762667982
3 5120000 5129999 0.00658053279724877
3 5130000 5139999 0.00506062842034065
3 5140000 5149999 0.00420386931484874
3 5150000 5159999 0.00631363361361139
3 5160000 5169999 0.00396867154039285
3 5170000 5179999 0.00369348087363753
3 5180000 5189999 0.00452271367276524
3 5190000 5199999 0.00421425390186283
3 5200000 5209999 0.00469948164118125
3 5210000 5219999 0.00537435920362422
3 5220000 5229999 0.00311711766866659
3 5230000 5239999 0.00343764889772107
3 5240000 5249999 0.00437097167655291
3 5250000 5259999 0.00376480695004053
3 5260000 5269999 0.00563563108189194
3 5270000 5279999 0.00263668430335097
3 5280000 5289999 0.00140923217786031
3 5290000 5299999 0.00375162310463265
3 5300000 5309999 0.00364733133004221
3 5310000 5319999 0.00556296669183656
3 5320000 5329999 0.00446819265313072
3 5330000 5339999 0.004990020147414
3 5340000 5349999 0.00649185823754789
3 5350000 5359999 0.00414205344585091
3 5360000 5369999 0.00332485115825772
3 5370000 5379999 0.00378750267995927
3 5380000 5389999 0.00379762277319099
3 5390000 5399999 0.00518759939346869
3 5400000 5409999 0.00358460949911223
3 5410000 5419999 0.0059333255766336
3 5420000 5429999 0.0053095663835494
3 5430000 5439999 0.00296357680080639
3 5440000 5449999 0.00418367529055656
3 5450000 5459999 0.00510647567266137
3 5460000 5469999 0.00413197007726758
3 5470000 5479999 0.00561856995884774
3 5480000 5489999 0.00265026527587306
3 5490000 5499999 0.00310939168295964
3 5500000 5509999 0.00352435827558463
3 5510000 5519999 0.00498116048808231
3 5520000 5529999 0.00528585636308367
3 5530000 5539999 0.00441596419396275
3 5540000 5549999 0.00342174494328719
3 5550000 5559999 0.00409723181532133
3 5560000 5569999 0.00302129517667607
3 5570000 5579999 0.00404868882106929
3 5580000 5589999 0.00410281496110989
3 5590000 5599999 0.00373139867260437
3 5600000 5609999 0.004727212971078
3 5610000 5619999 0.00379547432550043
3 5620000 5629999 0.00530450733752621
3 5630000 5639999 0.00450589494212699
3 5640000 5649999 0.00587725649193938
3 5650000 5659999 0.00435543073538123
3 5660000 5669999 0.00482746143985444
3 5670000 5679999 0.00371655488629729
3 5680000 5689999 0.00423440272382871
3 5690000 5699999 0.00241923641703377
3 5700000 5709999 0.00165677888153054
3 5710000 5719999 0.00396179855510753
3 5720000 5729999 0.0017987456870833
3 5730000 5739999 0.00190959830279959
3 5740000 5749999 0.0017525472192018
3 5750000 5759999 0.00178625513925943
3 5760000 5769999 0.00261263493131902
3 5770000 5779999 0.0036494484061681
3 5780000 5789999 0.00357910822373214
3 5790000 5799999 0.00294803503787879
3 5800000 5809999 0.00243048473402581
3 5810000 5819999 0.00239685230653312
3 5820000 5829999 0.00236192736588306
3 5830000 5839999 0.00130198550305833
3 5840000 5849999 0.00266545568345715
3 5850000 5859999 0.00370823926248455
3 5860000 5869999 0.0038874353052935
3 5870000 5879999 0.00169230769230769
3 5880000 5889999 0.00293777046382642
3 5890000 5899999 0.00538414650483616
3 5900000 5909999 0.00565594527867387
3 5910000 5919999 0.00486625268688799
3 5920000 5929999 0.0041079029909264
3 5930000 5939999 0.00458354799931307
3 5940000 5949999 0.00386062196134235
3 5950000 5959999 0.00377322101744977
3 5960000 5969999 0.00392189852979989
3 5970000 5979999 0.00311336847640668
3 5980000 5989999 0.00467675438596491
3 5990000 5999999 0.00500905881985443
3 6000000 6009999 0.00580745147931946
3 6010000 6019999 0.00356589341921759
3 6020000 6029999 0.00319473549408587
3 6030000 6039999 0.00299593480889284
3 6040000 6049999 0.00440275032162917
3 6050000 6059999 0.0043573504853028
3 6060000 6069999 0.00379277238590577
3 6070000 6079999 0.0031615154254718
3 6080000 6089999 0.00384208665252258
3 6090000 6099999 0.00180421082689192
3 6100000 6109999 0.00121218601628604
3 6110000 6119999 0.00235213228095937
3 6120000 6129999 0.00191420350787786
3 6130000 6139999 0.00120326398311473
3 6140000 6149999 0.00156591380209327
3 6150000 6159999 0.00248644708669309
3 6160000 6169999 0.00221000500280645
3 6170000 6179999 0.00319223484848485
3 6180000 6189999 0.00435785391827758
3 6190000 6199999 0.00432276143579111
3 6200000 6209999 0.00355196876533587
3 6210000 6219999 0.0058200371202196
3 6220000 6229999 0.00586371764161164
3 6230000 6239999 0.00448275305629785
3 6240000 6249999 0.00333795112247798
3 6250000 6259999 0.00375252338705807
3 6260000 6269999 0.00272367765380782
3 6270000 6279999 0.00348639420119667
3 6280000 6289999 0.00292463502931571
3 6290000 6299999 0.00512454851545761
3 6300000 6309999 0.00354048427924327
3 6310000 6319999 0.00283599257101853
3 6320000 6329999 0.00431681348236978
3 6330000 6339999 0.00324020730561428
3 6340000 6349999 0.00171700688695488
3 6350000 6359999 0.00241763825877685
3 6360000 6369999 0.00408499860396474
3 6370000 6379999 0.00301109736269517
3 6380000 6389999 0.00282985898638818
3 6390000 6399999 0.00309067791733207
3 6400000 6409999 0.00219847907883404
3 6410000 6419999 0.00392586787785739
3 6420000 6429999 0.00372335881978022
3 6430000 6439999 0.00355817403018057
3 6440000 6449999 0.00258917793336552
3 6450000 6459999 0.00322177016259446
3 6460000 6469999 0.000999074074074074
3 6470000 6479999 NA
3 6480000 6489999 NA
3 6490000 6499999 0.00715701115780261
3 6500000 6509999 0.00458119949644745
3 6510000 6519999 0.00405026744468758
3 6520000 6529999 NA
3 6530000 6539999 NA
3 6540000 6549999 NA
3 6550000 6559999 0
3 6560000 6569999 NA
3 6570000 6579999 0.00110264090177134
3 6580000 6589999 0.000986629075480125
3 6590000 6599999 0.00200734858581371
3 6600000 6609999 0.00143627587245329
3 6610000 6619999 0.00129423630948021
3 6620000 6629999 0.00194326312947212
3 6630000 6639999 0.00196612622707801
3 6640000 6649999 0.00106260106260106
3 6650000 6659999 0.00389557723393858
3 6660000 6669999 0.00440672040070392
3 6670000 6679999 0.00489233156958047
3 6680000 6689999 0.0048112331198181
3 6690000 6699999 0.00550522459509804
3 6700000 6709999 0.0035536497045931
3 6710000 6719999 0.00481617148283815
3 6720000 6729999 0.00747085618091071
3 6730000 6739999 0.00178990309509861
3 6740000 6749999 0.00285333849595595
3 6750000 6759999 0.00330188434385382
3 6760000 6769999 0.00270764591094554
3 6770000 6779999 0.00398289373088685
3 6780000 6789999 0.00370404687032046
3 6790000 6799999 0.00167479556429109
3 6800000 6809999 0.00280872388154624
3 6810000 6819999 0.00322962561694956
3 6820000 6829999 0.00257745981275393
3 6830000 6839999 0.00159863795875732
3 6840000 6849999 0.00352991719142851
3 6850000 6859999 0.00258263388213351
3 6860000 6869999 0.00137054119373901
3 6870000 6879999 0.00226547541246747
3 6880000 6889999 0.00262903543193157
3 6890000 6899999 0.00317159936920087
3 6900000 6909999 0.00417261565667355
3 6910000 6919999 0.00344666240909509
3 6920000 6929999 0.00283289527022609
3 6930000 6939999 0.00283029538231445
3 6940000 6949999 0.00584978669875301
3 6950000 6959999 0.00276039266427972
3 6960000 6969999 0.00222472033016414
3 6970000 6979999 0.00353710368134561
3 6980000 6989999 0.00324911414831688
3 6990000 6999999 0.0055846794806257
3 7000000 7009999 0.00479079795696224
3 7010000 7019999 0.00514856776400171
3 7020000 7029999 0.00510935414313585
3 7030000 7039999 0.00264965755059183
3 7040000 7049999 0.00290809644516869
3 7050000 7059999 0.00405909936998854
3 7060000 7069999 0.00346862856168305
3 7070000 7079999 0.00363095668631635
3 7080000 7089999 0.00477873494044958
3 7090000 7099999 0.00370803555673196
3 7100000 7109999 0.00387484769364665
3 7110000 7119999 0.00292667254167585
3 7120000 7129999 0.0039029818318477
3 7130000 7139999 0.00416219230177351
3 7140000 7149999 0.00285115275014125
3 7150000 7159999 0.00385042001893043
3 7160000 7169999 0.00219871794871795
3 7170000 7179999 0.00342665642521134
3 7180000 7189999 0.00247263695048505
3 7190000 7199999 0.00286453602785347
3 7200000 7209999 0.00268421067791143
3 7210000 7219999 0.00205880559040848
3 7220000 7229999 0.00353103471238483
3 7230000 7239999 0.00266985885898734
3 7240000 7249999 0.00240860537904429
3 7250000 7259999 0.00229544122747223
3 7260000 7269999 0.00227127590057979
3 7270000 7279999 0.00455017668049889
3 7280000 7289999 0.00150594550103324
3 7290000 7299999 0.00243498122802015
3 7300000 7309999 0.0043281633587151
3 7310000 7319999 0.00132947664359862
3 7320000 7329999 0.00283515596884106
3 7330000 7339999 0.00371162111053808
3 7340000 7349999 0.00332351979064442
3 7350000 7359999 0.00298279889912954
3 7360000 7369999 0.00318212461817488
3 7370000 7379999 0.0037018389186653
3 7380000 7389999 0.00269154206977426
3 7390000 7399999 0.00292714995818462
3 7400000 7409999 0.00426129856665823
3 7410000 7419999 0.00231713954318344
3 7420000 7429999 0.00117053808146541
3 7430000 7439999 0.00163467941400304
3 7440000 7449999 0.00152681962300965
3 7450000 7459999 0.00296884091529811
3 7460000 7469999 0.00106503437043424
3 7470000 7479999 0.00174349850947095
