"lg" "pos1" "pos2" "utr5"
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "1534875" "1535023" TRUE
19 "NA" "NA" TRUE
16 "3643996" "3644193" TRUE
19 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "2702225" "2702381" TRUE
19 "NA" "NA" TRUE
5 "58475" "58509" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "2702979" "2703069" TRUE
19 "NA" "NA" TRUE
5 "120615" "120665" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "2708969" "2709159" TRUE
16 "NA" "NA" TRUE
19 "543789" "543789" TRUE
19 "547348" "547363" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
5 "126449" "126643" TRUE
21 "NA" "NA" TRUE
10 "1548488" "1548497" TRUE
19 "574395" "574597" TRUE
19 "580616" "580780" TRUE
16 "3726851" "3726877" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "2881160" "2881355" TRUE
19 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "1561749" "1561810" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "642422" "642575" TRUE
21 "2957339" "2957528" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
6 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "3047550" "3047746" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
6 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
6 "69945" "70124" TRUE
10 "1567356" "1567375" TRUE
6 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "3062769" "3062985" TRUE
21 "NA" "NA" TRUE
6 "NA" "NA" TRUE
10 "1570980" "1571004" TRUE
21 "3074470" "3074657" TRUE
19 "677544" "677591" TRUE
16 "NA" "NA" TRUE
5 "296447" "296540" TRUE
16 "NA" "NA" TRUE
6 "111203" "111319" TRUE
21 "NA" "NA" TRUE
16 "4133398" "4133719" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
19 "684201" "684276" TRUE
5 "NA" "NA" TRUE
16 "4206097" "4206299" TRUE
5 "308048" "308213" TRUE
21 "3093922" "3094061" TRUE
16 "4218647" "4218833" TRUE
6 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "314453" "314569" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "688355" "688420" TRUE
16 "4487126" "4487249" TRUE
10 "1567746" "1567909" TRUE
10 "1585455" "1585501" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
10 "1595743" "1595794" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "3205524" "3205745" TRUE
16 "4681207" "4681582" TRUE
21 "3448710" "3448792" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "3766906" "3766951" TRUE
6 "201524" "201613" TRUE
10 "NA" "NA" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "709971" "709986" TRUE
10 "NA" "NA" TRUE
19 "712060" "712080" TRUE
16 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
6 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
10 "NA" "NA" TRUE
5 "524510" "524527" TRUE
21 "3776500" "3776625" TRUE
21 "NA" "NA" TRUE
6 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "3792150" "3792345" TRUE
5 "526751" "526960" TRUE
10 "1638940" "1639054" TRUE
21 "3802461" "3802598" TRUE
16 "NA" "NA" TRUE
10 "1641985" "1642292" TRUE
19 "785318" "785572" TRUE
5 "NA" "NA" TRUE
10 "1643094" "1643238" TRUE
19 "842728" "842822" TRUE
6 "353970" "354099" TRUE
16 "5072677" "5072887" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
19 "901292" "901352" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "5115502" "5115563" TRUE
21 "3869964" "3870008" TRUE
16 "5134270" "5134276" TRUE
10 "NA" "NA" TRUE
6 "432953" "433028" TRUE
16 "NA" "NA" TRUE
10 "1659822" "1659870" TRUE
6 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "3884555" "3884823" TRUE
5 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
6 "NA" "NA" TRUE
21 "3952566" "3952816" TRUE
10 "1712563" "1712672" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "4273825" "4273924" TRUE
10 "NA" "NA" TRUE
6 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "1730996" "1731005" TRUE
6 "485827" "485830" TRUE
5 "782744" "783029" TRUE
10 "NA" "NA" TRUE
16 "5562960" "5563128" TRUE
21 "4288809" "4288965" TRUE
16 "5567528" "5567635" TRUE
10 "NA" "NA" TRUE
16 "5570380" "5570483" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
19 "901300" "901363" TRUE
10 "NA" "NA" TRUE
6 "506950" "506986" TRUE
21 "NA" "NA" TRUE
19 "906678" "906722" TRUE
10 "1995486" "1995523" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "2003674" "2003749" TRUE
5 "786575" "786601" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "933199" "933473" TRUE
21 "4331408" "4331724" TRUE
5 "NA" "NA" TRUE
5 "830344" "830512" TRUE
10 "NA" "NA" TRUE
21 "4341451" "4341473" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "945898" "946363" TRUE
5 "834469" "834590" TRUE
16 "NA" "NA" TRUE
19 "959942" "960004" TRUE
10 "2029953" "2030015" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "840486" "840640" TRUE
16 "NA" "NA" TRUE
21 "4371922" "4372129" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "2045657" "2045837" TRUE
16 "NA" "NA" TRUE
21 "4578617" "4578779" TRUE
21 "NA" "NA" TRUE
6 "NA" "NA" TRUE
5 "842100" "842169" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "5748920" "5749079" TRUE
21 "NA" "NA" TRUE
21 "4655932" "4655956" TRUE
21 "4659823" "4659904" TRUE
21 "4686168" "4686452" TRUE
6 "NA" "NA" TRUE
6 "585228" "585252" TRUE
16 "NA" "NA" TRUE
19 "1026970" "1027090" TRUE
21 "NA" "NA" TRUE
6 "591534" "591657" TRUE
10 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "2059295" "2059310" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
6 "602643" "602689" TRUE
6 "610346" "610446" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "2065401" "2065446" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "1176437" "1176493" TRUE
5 "NA" "NA" TRUE
6 "631123" "631220" TRUE
5 "1014380" "1014410" TRUE
10 "2080552" "2080731" TRUE
21 "5176351" "5176479" TRUE
21 "NA" "NA" TRUE
19 "1205948" "1206038" TRUE
10 "2085482" "2085687" TRUE
6 "NA" "NA" TRUE
21 "5186922" "5187066" TRUE
10 "2103840" "2103856" TRUE
19 "NA" "NA" TRUE
6 "674834" "674835" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "1266982" "1267022" TRUE
6 "NA" "NA" TRUE
21 "5243525" "5243575" TRUE
21 "5283848" "5283883" TRUE
5 "NA" "NA" TRUE
5 "1033945" "1033963" TRUE
5 "1038926" "1039034" TRUE
5 "1041884" "1041953" TRUE
21 "5380830" "5380854" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "5442992" "5443026" TRUE
6 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "5565363" "5565402" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
6 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
5 "1052048" "1052134" TRUE
6 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "1086336" "1086338" TRUE
19 "1296489" "1296906" TRUE
10 "2149890" "2150527" TRUE
6 "792678" "792745" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "1357767" "1357814" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
5 "1099498" "1100111" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "2157237" "2157570" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "5906187" "5906188" TRUE
6 "NA" "NA" TRUE
16 "5930547" "5930904" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "1465906" "1465938" TRUE
16 "NA" "NA" TRUE
19 "1489784" "1489794" TRUE
10 "2157855" "2158211" TRUE
6 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "1492048" "1492228" TRUE
5 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "2168999" "2169060" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "1546573" "1546624" TRUE
19 "NA" "NA" TRUE
6 "835006" "835127" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "1173226" "1173853" TRUE
21 "NA" "NA" TRUE
19 "1556266" "1556405" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
5 "1206921" "1207003" TRUE
16 "6263263" "6263610" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
5 "1240605" "1240713" TRUE
6 "NA" "NA" TRUE
10 "NA" "NA" TRUE
21 "5797544" "5797942" TRUE
6 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "2311713" "2311785" TRUE
16 "6263725" "6263865" TRUE
12 "83486" "83612" TRUE
21 "5902761" "5902858" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "158870" "158903" TRUE
16 "NA" "NA" TRUE
6 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "2511042" "2511087" TRUE
12 "NA" "NA" TRUE
6 "865579" "865818" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
6 "NA" "NA" TRUE
6 "NA" "NA" TRUE
19 "NA" "NA" TRUE
6 "NA" "NA" TRUE
6 "933407" "933595" TRUE
6 "937078" "937136" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "1272901" "1273085" TRUE
21 "NA" "NA" TRUE
6 "938533" "938588" TRUE
5 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
19 "1754888" "1754942" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
12 "NA" "NA" TRUE
6 "996786" "996867" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
5 "1389604" "1389630" TRUE
16 "6312131" "6312225" TRUE
12 "226979" "227116" TRUE
6 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "1390554" "1390692" TRUE
10 "NA" "NA" TRUE
6 "NA" "NA" TRUE
6 "1022503" "1022841" TRUE
6 "1041607" "1041670" TRUE
10 "2597818" "2597832" TRUE
21 "5988735" "5988791" TRUE
5 "1398310" "1398373" TRUE
19 "1782155" "1782269" TRUE
12 "317440" "317520" TRUE
21 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "2613646" "2613934" TRUE
16 "NA" "NA" TRUE
21 "NA" "NA" TRUE
6 "1052768" "1053009" TRUE
19 "NA" "NA" TRUE
16 "6365112" "6365131" TRUE
12 "321320" "321374" TRUE
21 "6010384" "6010438" TRUE
5 "1471660" "1471691" TRUE
19 "2101174" "2101315" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "2613496" "2614059" TRUE
16 "6366318" "6366418" TRUE
21 "6017573" "6017677" TRUE
19 "2132777" "2132797" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
16 "6373668" "6373886" TRUE
6 "NA" "NA" TRUE
12 "NA" "NA" TRUE
19 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "2624113" "2624121" TRUE
16 "NA" "NA" TRUE
12 "NA" "NA" TRUE
6 "NA" "NA" TRUE
16 "6381952" "6382049" TRUE
5 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "1626313" "1626390" TRUE
12 "468306" "468381" TRUE
6 "1139738" "1139983" TRUE
6 "NA" "NA" TRUE
19 "2231313" "2231368" TRUE
5 "1673683" "1673718" TRUE
10 "NA" "NA" TRUE
21 "NA" "NA" TRUE
12 "NA" "NA" TRUE
10 "2650823" "2650999" TRUE
16 "6416281" "6416373" TRUE
10 "2672987" "2673089" TRUE
10 "NA" "NA" TRUE
21 "6182853" "6182961" TRUE
10 "2687998" "2688103" TRUE
10 "2696704" "2696770" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
21 "NA" "NA" TRUE
10 "NA" "NA" TRUE
16 "6428710" "6428786" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
10 "NA" "NA" TRUE
10 "2733952" "2734052" TRUE
19 "NA" "NA" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "6289750" "6289762" TRUE
10 "NA" "NA" TRUE
12 "551096" "551121" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
12 "551681" "551715" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
12 "NA" "NA" TRUE
21 "6434107" "6434156" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "1731078" "1731292" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "NA" "NA" TRUE
10 "NA" "NA" TRUE
12 "592920" "592952" TRUE
6 "1326936" "1327021" TRUE
10 "NA" "NA" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "NA" "NA" TRUE
16 "6461647" "6461774" TRUE
19 "NA" "NA" TRUE
10 "3092584" "3092629" TRUE
21 "6533515" "6533659" TRUE
5 "NA" "NA" TRUE
19 "NA" "NA" TRUE
6 "1338523" "1338583" TRUE
19 "NA" "NA" TRUE
6 "1362057" "1362135" TRUE
16 "NA" "NA" TRUE
19 "NA" "NA" TRUE
16 "NA" "NA" TRUE
6 "1366027" "1366131" TRUE
5 "NA" "NA" TRUE
10 "3107962" "3107972" TRUE
19 "NA" "NA" TRUE
10 "NA" "NA" TRUE
10 "NA" "NA" TRUE
19 "NA" "NA" TRUE
6 "NA" "NA" TRUE
21 "6534938" "6535064" TRUE
5 "1829010" "1829077" TRUE
19 "NA" "NA" TRUE
19 "NA" "NA" TRUE
21 "6564963" "6565032" TRUE
19 "2315209" "2315324" TRUE
12 "604419" "604535" TRUE
16 "NA" "NA" TRUE
21 "6568444" "6568456" TRUE
12 "608772" "608854" TRUE
10 "3180044" "3180057" TRUE
16 "6491791" "6491811" TRUE
12 "612352" "612504" TRUE
21 "6579026" "6579048" TRUE
16 "6516785" "6516828" TRUE
12 "616460" "616486" TRUE
12 "621365" "621563" TRUE
16 "6524203" "6524223" TRUE
12 "624758" "624811" TRUE
16 "NA" "NA" TRUE
16 "6567566" "6567627" TRUE
21 "6656556" "6656819" TRUE
16 "6578389" "6578571" TRUE
21 "6658948" "6658962" TRUE
10 "NA" "NA" TRUE
10 "3193538" "3193758" TRUE
5 "1833058" "1833159" TRUE
16 "NA" "NA" TRUE
5 "1838667" "1838742" TRUE
5 "1840057" "1840167" TRUE
16 "6595304" "6595311" TRUE
16 "6619211" "6619347" TRUE
5 "NA" "NA" TRUE
12 "NA" "NA" TRUE
5 "NA" "NA" TRUE
6 "NA" "NA" TRUE
16 "6652685" "6652798" TRUE
12 "636476" "636561" TRUE
5 "1856846" "1856945" TRUE
12 "643966" "643997" TRUE
16 "6654776" "6654827" TRUE
21 "6662481" "6662625" TRUE
16 "NA" "NA" TRUE
6 "1438586" "1438648" TRUE
21 "6671169" "6671377" TRUE
16 "6681332" "6681446" TRUE
21 "6677219" "6677342" TRUE
6 "1448240" "1448433" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
12 "663328" "663452" TRUE
16 "6721327" "6721328" TRUE
5 "NA" "NA" TRUE
16 "NA" "NA" TRUE
5 "1912818" "1912888" TRUE
21 "NA" "NA" TRUE
21 "NA" "NA" TRUE
6 "NA" "NA" TRUE
12 "NA" "NA" TRUE
12 "674040" "674050" TRUE
6 "1513413" "1513717" TRUE
21 "NA" "NA" TRUE
5 "1938222" "1938508" TRUE
6 "1516316" "1516358" TRUE
10 "3202822" "3203094" TRUE
19 "NA" "NA" TRUE
5 "1948087" "1948199" TRUE
16 "6914450" "6914676" TRUE
12 "NA" "NA" TRUE
6 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "6903787" "6903930" TRUE
19 "NA" "NA" TRUE
6 "NA" "NA" TRUE
16 "NA" "NA" TRUE
21 "6911713" "6911759" TRUE
19 "NA" "NA" TRUE
6 "NA" "NA" TRUE
16 "6989042" "6989553" TRUE
16 "6990507" "6990531" TRUE
19 "NA" "NA" TRUE
6 "1692647" "1692942" TRUE
21 "NA" "NA" TRUE
12 "NA" "NA" TRUE
21 "NA" "NA" TRUE
