"lg" "pos1" "pos2" "phastcons"
1 7350000 7424999 0.221394748770878
1 7425000 7499999 0.27633149375255
1 7500000 7574999 0.315161129537327
1 7575000 7649999 0.25565750132908
1 7650000 7724999 0.21246730062295
1 7725000 7799999 0.246873353428429
1 7800000 7874999 0.217370557997467
1 7875000 7949999 0.196453080680744
1 7950000 8024999 0.315214413049994
1 8025000 8099999 0.235653418093656
1 8100000 8174999 0.232336091522389
1 8175000 8249999 0.197769319227231
1 8250000 8324999 0.19880284546956
1 8325000 8399999 0.261934253191921
1 8400000 8474999 0.228636638125939
1 8475000 8549999 0.19141652206383
1 8550000 8624999 0.192274584704592
1 8625000 8699999 0.250511589063036
1 8700000 8774999 0.345893688537185
1 8775000 8849999 0.37652759136774
1 8850000 8924999 0.289711429482185
1 8925000 8999999 0.228426763538366
1 9e+06 9074999 0.283981190798376
1 9075000 9149999 0.239743551723507
1 9150000 9224999 0.32173655723984
1 9225000 9299999 0.308824634297095
1 9300000 9374999 0.229172418259534
1 9375000 9449999 0.183886632336714
1 9450000 9524999 0.228315069496585
1 9525000 9599999 0.295085877902049
1 9600000 9674999 0.245296748618563
1 9675000 9749999 0.263790552868118
1 9750000 9824999 0.263400152500201
1 9825000 9899999 0.33234799128181
1 9900000 9974999 0.338716075496258
1 9975000 10049999 0.222325961795097
1 10050000 10124999 0.271873075871387
1 10125000 10199999 0.258109545721757
1 10200000 10274999 0.19211994851541
1 10275000 10349999 0.214445097125727
1 10350000 10424999 0.196402472705304
1 10425000 10499999 0.242057212635625
1 10500000 10574999 0.229402283122874
1 10575000 10649999 0.166607207727172
1 10650000 10724999 0.162478964209528
1 10725000 10799999 0.20503907363766
1 10800000 10874999 0.34336855729596
1 10875000 10949999 0.237038327209226
1 10950000 11024999 0.274420906419731
1 11025000 11099999 0.247563793949859
1 11100000 11174999 0.306963231606158
1 11175000 11249999 0.311414995041111
1 11250000 11324999 0.241767168986541
1 11325000 11399999 0.304732612844106
1 11400000 11474999 0.237198153277932
1 11475000 11549999 0.195972207807184
1 11550000 11624999 0.292325751853886
1 11625000 11699999 0.298109250668743
1 11700000 11774999 0.213979011131045
1 11775000 11849999 0.20218494115989
1 11850000 11924999 0.224895725780196
1 11925000 11999999 0.246904663936128
1 1.2e+07 12074999 0.193510019037152
1 12075000 12149999 0.299681029871094
1 12150000 12224999 0.304012314883922
1 12225000 12299999 0.244857413395744
1 12300000 12374999 0.265843198417529
1 12375000 12449999 0.192379157939579
1 12450000 12524999 0.226711619839122
1 12525000 12599999 0.250171243665251
1 12600000 12674999 0.240455168705471
1 12675000 12749999 0.232378553875406
1 12750000 12824999 0.26499396078889
1 12825000 12899999 0.340698615811413
1 12900000 12974999 0.286621016310165
1 12975000 13049999 0.264607436737221
1 13050000 13124999 0.268210778048077
1 13125000 13199999 0.181655606083321
1 13200000 13274999 0.167628865979381
1 13275000 13349999 0.257670408198238
1 13350000 13424999 0.230494424185568
1 13425000 13499999 0.247828659482407
1 13500000 13574999 0.326740036271951
1 13575000 13649999 0.265434234440751
1 13650000 13724999 0.273660393859416
1 13725000 13799999 0.284314710077214
1 13800000 13874999 0.247476601297713
1 13875000 13949999 0.247243536701799
1 13950000 14024999 0.240034202152632
1 14025000 14099999 0.207044142932534
1 14100000 14174999 0.246016608003281
1 14175000 14249999 0.282229973448717
1 14250000 14324999 0.247246390296586
1 14325000 14399999 0.249528506802663
1 14400000 14474999 0.25389404021584
1 14475000 14549999 0.259295456139941
1 14550000 14624999 0.251184959911529
1 14625000 14699999 0.296306077280133
1 14700000 14774999 0.282202129653931
1 14775000 14849999 0.256215614332914
1 14850000 14924999 0.236208316460283
1 14925000 14999999 0.208419342842723
1 1.5e+07 15074999 0.231353173772961
1 15075000 15149999 0.254571002728283
1 15150000 15224999 0.243562651933702
1 15225000 15299999 0.198277862433862
1 15300000 15374999 0.197148764996471
1 15375000 15449999 0.30980186611434
1 15450000 15524999 0.286247858006994
1 15525000 15599999 0.200699717266257
1 15600000 15674999 0.204049583648751
1 15675000 15749999 0.260070206819452
1 15750000 15824999 0.237499079440846
1 15825000 15899999 0.27940003850844
1 15900000 15974999 0.212032015880191
1 15975000 16049999 0.268752876659611
1 16050000 16124999 0.200893323181693
1 16125000 16199999 0.272455745469039
1 16200000 16274999 0.296255412640515
1 16275000 16349999 0.265835597449404
1 16350000 16424999 0.250874497963369
1 16425000 16499999 0.209803149397909
1 16500000 16574999 0.244854445786491
1 16575000 16649999 0.282172844853043
1 16650000 16724999 0.328920931868132
1 16725000 16799999 0.284303556975506
1 16800000 16874999 0.318390130637352
1 16875000 16949999 0.210775633755837
1 16950000 17024999 0.244002838576489
1 17025000 17099999 0.252856472703817
1 17100000 17174999 0.250521450325562
1 17175000 17249999 0.231608749970535
1 17250000 17324999 0.237317763248316
1 17325000 17399999 0.244603196600148
1 17400000 17474999 0.264644450903237
1 17475000 17549999 0.178941512422878
1 17550000 17624999 0.174820319398057
1 17625000 17699999 0.175459069106413
1 17700000 17774999 0.201430974752636
1 17775000 17849999 0.161812703467799
1 17850000 17924999 0.179370884773663
1 17925000 17999999 0.205921889106815
1 1.8e+07 18074999 0.201108974661445
1 18075000 18149999 0.216645663092168
1 18150000 18224999 0.216538783558319
1 18225000 18299999 0.182382266432452
1 18300000 18374999 0.195378304846743
1 18375000 18449999 0.268657223590784
1 18450000 18524999 0.284031544304845
1 18525000 18599999 0.271920410578542
1 18600000 18674999 0.28482992928609
1 18675000 18749999 0.312089401673785
1 18750000 18824999 0.332563815469737
1 18825000 18899999 0.301453712086917
1 18900000 18974999 0.281025965013042
1 18975000 19049999 0.20919671127026
1 19050000 19124999 0.256629000168606
1 19125000 19199999 0.239418608114369
1 19200000 19274999 0.226173612367569
1 19275000 19349999 0.181240396484699
1 19350000 19424999 0.211103011183316
1 19425000 19499999 0.219596556648683
1 19500000 19574999 0.213529134064781
1 19575000 19649999 0.259789073242277
1 19650000 19724999 0.243959924005364
1 19725000 19799999 0.169504615509739
1 19800000 19874999 0.148180933687541
1 19875000 19949999 0.26127707426019
1 19950000 20024999 0.229224354394202
1 20025000 20099999 0.272965645506545
1 20100000 20174999 0.269838799720865
1 20175000 20249999 0.269902618904275
1 20250000 20324999 0.306794995755117
1 20325000 20399999 0.412466357829432
1 20400000 20474999 0.290375793687739
1 20475000 20549999 0.284108072963699
1 20550000 20624999 0.272864201927571
1 20625000 20699999 0.269489246265914
1 20700000 20774999 0.259643046103516
1 20775000 20849999 0.315825628226218
1 20850000 20924999 0.231201251121523
1 20925000 20999999 0.287185123812636
1 2.1e+07 21074999 0.244873131702258
1 21075000 21149999 0.288001967927658
1 21150000 21224999 0.254798090795422
1 21225000 21299999 0.225119683408536
1 21300000 21374999 0.21189505842259
1 21375000 21449999 0.22509965072075
1 21450000 21524999 0.27138852983623
1 21525000 21599999 0.26151189306764
1 21600000 21674999 0.254632257737361
1 21675000 21749999 0.291805213659029
1 21750000 21824999 0.317342914037994
1 21825000 21899999 0.265076527566485
1 21900000 21974999 0.271528793592003
1 21975000 22049999 0.236602468895328
1 22050000 22124999 0.305343782654127
1 22125000 22199999 0.266136196852448
1 22200000 22274999 0.286626339618316
1 22275000 22349999 0.188566505693674
1 22350000 22424999 0.203546894570102
1 22425000 22499999 0.329893957249307
1 22500000 22574999 0.323596378755914
1 22575000 22649999 0.27443319485049
1 22650000 22724999 0.273689934286012
1 22725000 22799999 0.355175088276836
1 22800000 22874999 0.308715354044699
1 22875000 22949999 0.27677403469277
1 22950000 23024999 0.292642163906325
1 23025000 23099999 0.277871300897806
1 23100000 23174999 0.271740711490198
1 23175000 23249999 0.244312418383251
1 23250000 23324999 0.314756875100123
1 23325000 23399999 0.310582403039553
1 23400000 23474999 0.261249733014178
1 23475000 23549999 0.304159339516699
1 23550000 23624999 0.21469179479306
1 23625000 23699999 0.217269223463263
1 23700000 23774999 0.271019795758052
1 23775000 23849999 0.201552398086437
1 23850000 23924999 0.243375226359719
1 23925000 23999999 0.223509289881961
1 2.4e+07 24074999 0.186269303751277
1 24075000 24149999 0.206330348558825
1 24150000 24224999 0.227841487613886
1 24225000 24299999 0.264637777916433
1 24300000 24374999 0.218713012477718
1 24375000 24449999 0.209712764570386
1 24450000 24524999 0.220431899995069
1 24525000 24599999 0.233643405889885
1 24600000 24674999 0.248461824151021
1 24675000 24749999 0.237523215101233
1 24750000 24824999 0.243128719611602
1 24825000 24899999 0.236903813328832
1 24900000 24974999 0.296874198600814
1 24975000 25049999 0.311095876368419
1 25050000 25124999 0.204498023903624
1 25125000 25199999 0.273116293977903
1 25200000 25274999 0.296949307177959
1 25275000 25349999 0.263468426395939
1 25350000 25424999 0.288803821922762
1 25425000 25499999 0.308200969844388
1 25500000 25574999 0.258847979201135
1 25575000 25649999 0.235323297449773
1 25650000 25724999 0.200137162569129
1 25725000 25799999 0.244788633903442
1 25800000 25874999 0.265578706727629
1 25875000 25949999 0.260792441449312
1 25950000 26024999 0.226262128475551
1 26025000 26099999 0.161135853199498
1 26100000 26174999 0.206978051792909
1 26175000 26249999 0.181554882778831
1 26250000 26324999 0.165476916994627
1 26325000 26399999 0.179093476891044
1 26400000 26474999 0.215218766635847
1 26475000 26549999 0.200510557538585
1 26550000 26624999 0.242011868186323
1 26625000 26699999 0.200183086419753
1 26700000 26774999 0.250743790849673
1 26775000 26849999 0.229970644215052
1 26850000 26924999 0.241263325932586
1 26925000 26999999 0.284458894915878
1 2.7e+07 27074999 0.218929732181596
1 27075000 27149999 0.208370143711751
1 27150000 27224999 0.160666688357111
1 27225000 27299999 0.18279593935169
1 27300000 27374999 0.253995019466171
1 27375000 27449999 0.209818271945154
1 27450000 27524999 0.26101853137605
1 27525000 27599999 0.248387054328298
1 27600000 27674999 0.275475398803589
1 27675000 27749999 0.277495587016823
1 27750000 27824999 0.270799867733917
1 27825000 27899999 0.319965572087217
1 27900000 27974999 0.303110189920472
1 27975000 28049999 0.292875417577173
1 28050000 28124999 0.351619306546148
1 28125000 28199999 0.443465206331261
2 1 74999 0.192061069873602
2 75000 149999 0.163198679266765
2 150000 224999 0.235488914268689
2 225000 299999 0.201278272443547
2 3e+05 374999 0.300293620131565
2 375000 449999 0.181665884412658
2 450000 524999 0.183118074175555
2 525000 599999 0.21305437994384
2 6e+05 674999 0.164883032452181
2 675000 749999 0.147115995507781
2 750000 824999 0.177448872500355
2 825000 899999 0.256851157232398
2 9e+05 974999 0.249990925175504
2 975000 1049999 0.232524780303839
2 1050000 1124999 0.228923032525294
2 1125000 1199999 0.279482739865726
2 1200000 1274999 0.317828113714233
2 1275000 1349999 0.399341724023632
2 1350000 1424999 0.392436690274659
2 1425000 1499999 0.234579465463123
2 1500000 1574999 0.211933155442118
2 1575000 1649999 0.285752622292882
2 1650000 1724999 0.260839679927359
2 1725000 1799999 0.260225363299937
2 1800000 1874999 0.277114121263956
2 1875000 1949999 0.261859532773193
2 1950000 2024999 0.211085430812456
2 2025000 2099999 0.217262506059137
2 2100000 2174999 0.241920290791599
2 2175000 2249999 0.192143799679538
2 2250000 2324999 0.264598222774812
2 2325000 2399999 0.199392446702199
2 2400000 2474999 0.18794057770097
2 2475000 2549999 0.228680153446914
2 2550000 2624999 0.273411729115346
2 2625000 2699999 0.291883773772245
2 2700000 2774999 0.280842724694128
2 2775000 2849999 0.242835962205569
2 2850000 2924999 0.224645828485742
2 2925000 2999999 0.23373691902252
2 3e+06 3074999 0.239282820512821
2 3075000 3149999 0.251428936616029
2 3150000 3224999 0.255073812767614
2 3225000 3299999 0.25401934280166
2 3300000 3374999 0.224740393764181
2 3375000 3449999 0.183094847750937
2 3450000 3524999 0.198982332432327
2 3525000 3599999 0.198309668748518
2 3600000 3674999 0.191596379738013
2 3675000 3749999 0.279454530158997
2 3750000 3824999 0.30518843537415
2 3825000 3899999 0.270672174536819
2 3900000 3974999 0.34522709672497
2 3975000 4049999 0.222499877935648
2 4050000 4124999 0.241382407934314
2 4125000 4199999 0.243049916805324
2 4200000 4274999 0.26347138273425
2 4275000 4349999 0.249162828818984
2 4350000 4424999 0.201556679582867
2 4425000 4499999 0.256778436325305
2 4500000 4574999 0.265155157757888
2 4575000 4649999 0.252541684240124
2 4650000 4724999 0.236475620778232
2 4725000 4799999 0.235208325239351
2 4800000 4874999 0.250666426497701
2 4875000 4949999 0.229542184307879
2 4950000 5024999 0.259451099661276
2 5025000 5099999 0.284360008013534
2 5100000 5174999 0.293049135876043
2 5175000 5249999 0.244797868978283
2 5250000 5324999 0.207345587176657
2 5325000 5399999 0.23681508342705
2 5400000 5474999 0.242532600267851
2 5475000 5549999 0.22513636579122
2 5550000 5624999 0.282813067441169
2 5625000 5699999 0.266534936445402
2 5700000 5774999 0.272678726189818
2 5775000 5849999 0.280800570073076
2 5850000 5924999 0.271131237749285
2 5925000 5999999 0.273210944808232
2 6e+06 6074999 0.278654456147633
2 6075000 6149999 0.222631468919323
2 6150000 6224999 0.237439916700946
2 6225000 6299999 0.285416696294039
2 6300000 6374999 0.26421270106325
2 6375000 6449999 0.378735566811813
2 6450000 6524999 0.288442269545402
2 6525000 6599999 0.357222716588314
2 6600000 6674999 0.303964404964405
2 6675000 6749999 0.228331411079293
2 6750000 6824999 0.280640769610685
2 6825000 6899999 0.208667149113041
2 6900000 6974999 0.235840105938757
2 6975000 7049999 0.227436294491381
2 7050000 7124999 0.252654096121207
2 7125000 7199999 0.230220241814971
2 7200000 7274999 0.223299718514096
2 7275000 7349999 0.209270025343676
2 7350000 7424999 0.297535157520064
2 7425000 7499999 0.216155022805651
2 7500000 7574999 0.210609531523083
2 7575000 7649999 0.24603667087365
2 7650000 7724999 0.283050283589028
2 7725000 7799999 0.27119634720251
2 7800000 7874999 0.246370091623037
2 7875000 7949999 0.216878610759663
2 7950000 8024999 0.225304925622669
2 8025000 8099999 0.211000390224867
2 8100000 8174999 0.258285861255119
2 8175000 8249999 0.241241026608794
2 8250000 8324999 0.242469314800029
2 8325000 8399999 0.359894920236483
2 8400000 8474999 0.298626008347218
2 8475000 8549999 0.269268489825431
2 8550000 8624999 0.294122525991529
2 8625000 8699999 0.302627468419059
2 8700000 8774999 0.252632197802198
2 8775000 8849999 0.257861874893407
2 8850000 8924999 0.258672374429224
2 8925000 8999999 0.212578509148085
2 9e+06 9074999 0.265133373076089
2 9075000 9149999 0.2759595040337
2 9150000 9224999 0.240543209876543
2 9225000 9299999 0.208289247404596
2 9300000 9374999 0.237884257549377
2 9375000 9449999 0.27180646942946
2 9450000 9524999 0.259926690784031
2 9525000 9599999 0.380208654449167
2 9600000 9674999 0.356408423053552
2 9675000 9749999 0.292531028292279
2 9750000 9824999 0.290235974657974
2 9825000 9899999 0.401971631205674
2 9900000 9974999 0.402746757633072
2 9975000 10049999 0.263637857918306
2 10050000 10124999 0.323907391405497
2 10125000 10199999 0.264099298742891
2 10200000 10274999 0.289057058950706
2 10275000 10349999 0.20881500984252
2 10350000 10424999 0.265144641631533
2 10425000 10499999 0.279199899706549
2 10500000 10574999 0.282694891153469
2 10575000 10649999 0.236958993049669
2 10650000 10724999 0.319246474391871
2 10725000 10799999 0.394669955004669
2 10800000 10874999 0.379071901879124
2 10875000 10949999 0.324028251862954
2 10950000 11024999 0.314020625497276
2 11025000 11099999 0.29021002999625
2 11100000 11174999 0.28099849593345
2 11175000 11249999 0.282010845720503
2 11250000 11324999 0.281284047232238
2 11325000 11399999 0.271809185432886
2 11400000 11474999 0.262574334223908
2 11475000 11549999 0.247296025749749
2 11550000 11624999 0.262364523647664
2 11625000 11699999 0.260755147318352
2 11700000 11774999 0.240010107321376
2 11775000 11849999 0.211867416351346
2 11850000 11924999 0.269231527556098
2 11925000 11999999 0.232741272181068
2 1.2e+07 12074999 0.307736040158933
2 12075000 12149999 0.28192666302286
2 12150000 12224999 0.278106617342114
2 12225000 12299999 0.241449024783433
2 12300000 12374999 0.277925504657456
2 12375000 12449999 0.288380590434537
2 12450000 12524999 0.262049288330944
2 12525000 12599999 0.269227994011976
2 12600000 12674999 0.248941190571314
2 12675000 12749999 0.253476454031999
2 12750000 12824999 0.306598655202822
2 12825000 12899999 0.377797343173432
2 12900000 12974999 0.349099928317859
2 12975000 13049999 0.22948656481517
2 13050000 13124999 0.222290987246439
2 13125000 13199999 0.198058951339478
2 13200000 13274999 0.193111264447128
2 13275000 13349999 0.228025410696414
2 13350000 13424999 0.24483735954028
2 13425000 13499999 0.248034818218522
2 13500000 13574999 0.296040302315692
2 13575000 13649999 0.272680341941484
2 13650000 13724999 0.23485203892302
2 13725000 13799999 0.241741877766268
2 13800000 13874999 0.214083749069248
2 13875000 13949999 0.23280339572041
2 13950000 14024999 0.25016809539773
2 14025000 14099999 0.268629503858172
2 14100000 14174999 0.285860471846109
2 14175000 14249999 0.305741028903243
2 14250000 14324999 0.293254053145485
2 14325000 14399999 0.286164056825284
2 14400000 14474999 0.331702478942574
2 14475000 14549999 0.250461439057169
2 14550000 14624999 0.212997122762148
2 14625000 14699999 0.216155309001253
2 14700000 14774999 0.232739029850746
2 14775000 14849999 0.223224825621377
2 14850000 14924999 0.199726542888803
2 14925000 14999999 0.259781385724822
2 1.5e+07 15074999 0.245900232263513
2 15075000 15149999 0.274941685238247
2 15150000 15224999 0.287024297299938
2 15225000 15299999 0.232772518055608
2 15300000 15374999 0.256900926687896
2 15375000 15449999 0.243756845398641
2 15450000 15524999 0.198840758428969
2 15525000 15599999 0.24315072326938
2 15600000 15674999 0.272262187804695
2 15675000 15749999 0.364792400987067
2 15750000 15824999 0.282419604906732
2 15825000 15899999 0.210282180640789
2 15900000 15974999 0.222850270768522
2 15975000 16049999 0.23959014945152
2 16050000 16124999 0.257514032442644
2 16125000 16199999 0.275478670711433
2 16200000 16274999 0.227171292779024
2 16275000 16349999 0.257717218256988
2 16350000 16424999 0.233976060768818
2 16425000 16499999 0.282531600561788
2 16500000 16574999 0.281015647623201
2 16575000 16649999 0.323630184699942
2 16650000 16724999 0.366971135522055
2 16725000 16799999 0.295881066828922
2 16800000 16874999 0.336038452461492
2 16875000 16949999 0.331407912710037
2 16950000 17024999 0.372888815887711
2 17025000 17099999 0.443302935055006
2 17100000 17174999 0.413691149328859
2 17175000 17249999 0.360181776834445
2 17250000 17324999 0.414395001257824
2 17325000 17399999 0.365201570132026
2 17400000 17474999 0.309642747985552
2 17475000 17549999 0.28321468842176
2 17550000 17624999 0.333608190822421
2 17625000 17699999 0.325617909073198
2 17700000 17774999 0.334793534285901
2 17775000 17849999 0.391079120710784
2 17850000 17924999 0.292148947832045
2 17925000 17999999 0.252174024795888
2 1.8e+07 18074999 0.323770514958647
2 18075000 18149999 0.228987721922038
2 18150000 18224999 0.247153379697182
2 18225000 18299999 0.294711694595999
2 18300000 18374999 0.308399754380219
2 18375000 18449999 0.283333048003835
2 18450000 18524999 0.261535936880787
2 18525000 18599999 0.268179907876204
2 18600000 18674999 0.300706487131865
2 18675000 18749999 0.300435988230013
2 18750000 18824999 0.283352055057209
2 18825000 18899999 0.294145041838992
2 18900000 18974999 0.301559646719186
2 18975000 19049999 0.259295655661678
2 19050000 19124999 0.235751630761308
2 19125000 19199999 0.254036682322689
2 19200000 19274999 0.273705165842604
2 19275000 19349999 0.299537091375911
2 19350000 19424999 0.271340740584272
2 19425000 19499999 0.240602051559727
2 19500000 19574999 0.260967893795311
2 19575000 19649999 0.262649946468932
2 19650000 19724999 0.267082646039725
2 19725000 19799999 0.2680249552086
2 19800000 19874999 0.216733105456387
2 19875000 19949999 0.275915172326084
2 19950000 20024999 0.312611745213549
2 20025000 20099999 0.230290614980352
2 20100000 20174999 0.212385554478531
2 20175000 20249999 0.219785281722563
2 20250000 20324999 0.276421072341175
2 20325000 20399999 0.231512613255144
2 20400000 20474999 0.222332804705747
2 20475000 20549999 0.241422511489823
2 20550000 20624999 0.216748693405955
2 20625000 20699999 0.251800676883476
2 20700000 20774999 0.290481984728392
2 20775000 20849999 0.295553464229294
2 20850000 20924999 0.219262063697652
2 20925000 20999999 0.187340323066118
2 2.1e+07 21074999 0.219244134297006
2 21075000 21149999 0.285801671628745
2 21150000 21224999 0.274203605950504
2 21225000 21299999 0.274718192887696
2 21300000 21374999 0.219143291636007
2 21375000 21449999 0.272521976770667
2 21450000 21524999 0.222169699745142
2 21525000 21599999 0.255134614026414
2 21600000 21674999 0.360717084185152
2 21675000 21749999 0.241773112943248
2 21750000 21824999 0.259011221081786
2 21825000 21899999 0.286232936610003
2 21900000 21974999 0.237362885068736
2 21975000 22049999 0.259017213699608
2 22050000 22124999 0.261217133089347
2 22125000 22199999 0.270710809555968
2 22200000 22274999 0.320243544524276
2 22275000 22349999 0.290188477709178
2 22350000 22424999 0.255632918220409
2 22425000 22499999 0.234405190456258
2 22500000 22574999 0.224639274543777
2 22575000 22649999 0.254704757998359
2 22650000 22724999 0.231230238502489
2 22725000 22799999 0.214449289221546
2 22800000 22874999 0.22079357283731
2 22875000 22949999 0.30471358658351
2 22950000 23024999 0.189579692784667
2 23025000 23099999 0.241872780964665
2 23100000 23174999 0.26192532504454
2 23175000 23249999 0.30185134293661
2 23250000 23324999 0.25433850571539
3 1 74999 0.279363725797076
3 75000 149999 0.244672494319616
3 150000 224999 0.249007542706157
3 225000 299999 0.246423698858662
3 3e+05 374999 0.280448422258205
3 375000 449999 0.227259892820385
3 450000 524999 0.29473117700515
3 525000 599999 0.276361310005604
3 6e+05 674999 0.279763987264792
3 675000 749999 0.204905835260284
3 750000 824999 0.231208935583148
3 825000 899999 0.238525826701597
3 9e+05 974999 0.389453129095675
3 975000 1049999 0.50308471654295
3 1050000 1124999 0.318060681800206
3 1125000 1199999 0.248799890826189
3 1200000 1274999 0.316051238004976
3 1275000 1349999 0.233944635923389
3 1350000 1424999 0.343602719160636
3 1425000 1499999 0.314365596617918
3 1500000 1574999 0.257679127304683
3 1575000 1649999 0.266583937157175
3 1650000 1724999 0.292068470030813
3 1725000 1799999 0.191178632070972
3 1800000 1874999 0.224254516306559
3 1875000 1949999 0.190664022750576
3 1950000 2024999 0.218377497129736
3 2025000 2099999 0.318875879586723
3 2100000 2174999 0.246970328638498
3 2175000 2249999 0.235036560397777
3 2250000 2324999 0.230930637805459
3 2325000 2399999 0.200156041409999
3 2400000 2474999 0.207731168475068
3 2475000 2549999 0.225427884000512
3 2550000 2624999 0.224993684210526
3 2625000 2699999 0.181691744280676
3 2700000 2774999 0.298958893367419
3 2775000 2849999 0.230423359720122
3 2850000 2924999 0.276373042625563
3 2925000 2999999 0.254107185811478
3 3e+06 3074999 0.255232583340986
3 3075000 3149999 0.231488336949783
3 3150000 3224999 0.239060181539354
3 3225000 3299999 0.208117286434086
3 3300000 3374999 0.188171264255775
3 3375000 3449999 0.178709806962088
3 3450000 3524999 0.175933015609287
3 3525000 3599999 0.18637473953498
3 3600000 3674999 0.212675083430501
3 3675000 3749999 0.2058233476812
3 3750000 3824999 0.221721532276078
3 3825000 3899999 0.278219920051903
3 3900000 3974999 0.261643624288425
3 3975000 4049999 0.283181223498327
3 4050000 4124999 0.206932219181273
3 4125000 4199999 0.22142605583393
3 4200000 4274999 0.212674563351704
3 4275000 4349999 0.210695320467561
3 4350000 4424999 0.217917996463344
3 4425000 4499999 0.286698627993114
3 4500000 4574999 0.197920815825323
3 4575000 4649999 0.341798618838199
3 4650000 4724999 0.363623381775662
3 4725000 4799999 0.265710663152646
3 4800000 4874999 0.278581299453917
3 4875000 4949999 0.188899035382256
3 4950000 5024999 0.264886479862371
3 5025000 5099999 0.182444784578154
3 5100000 5174999 0.231142936560542
3 5175000 5249999 0.26093081788536
3 5250000 5324999 0.214006625610533
3 5325000 5399999 0.269721989033168
3 5400000 5474999 0.256314180765209
3 5475000 5549999 0.222750898643507
3 5550000 5624999 0.176138459261452
3 5625000 5699999 0.205292795225969
3 5700000 5774999 0.233573077955786
3 5775000 5849999 0.233054357845907
3 5850000 5924999 0.232990359333918
3 5925000 5999999 0.262348846258609
3 6e+06 6074999 0.246304638579853
3 6075000 6149999 0.33260674960675
3 6150000 6224999 0.228299640246025
3 6225000 6299999 0.250469762796504
3 6300000 6374999 0.32980055694083
3 6375000 6449999 0.192906067921515
3 6450000 6524999 0.245403237422408
3 6525000 6599999 0.218679469273743
3 6600000 6674999 0.272326839073795
3 6675000 6749999 0.183059832627251
