"lg" "pos1" "ben.lim_num.obs" "ben.lim_num.outlier" "ben.lim_prop" "lake.stream_num.obs" "lake.stream_num.outlier" "lake.stream_prop" "marine.fresh_num.obs" "marine.fresh_num.outlier" "marine.fresh_prop" "dn" "ds" "exon" "gene_count" "gene_density" "gene_id" "ka" "ks" "phastcons" "pi_atl_10k" "pi_atl_75k" "pi_pac_10k" "pi_pac_75k" "recomb_rate" "utr3" "utr5" "in.a.gene" "num.obs.all" "num.outlier.all" "prop.outlier.all" "prop.outlier.scale" "outlier.any" "para.fact" "para.cat"
1 3300000 3 0 0 6 0 0 4 0 0 0.0469118666681015 0.449655807761014 1 6 0.619413333333333 NA 0.0475478667515721 0.326373672689644 0.264352864774788 0.00356996156321777 0.00357531848742246 0.00523127829840022 0.00521011165589089 7.087305098 NA 1 0 13 0 0 0 FALSE NA 0
1 3375000 3 0 0 3 0 0 4 0 0 0.109559590364709 NA 1 3 0.443053333333333 NA NA NA 0.284644926004228 0.00291585633913959 0.00290078130694173 0.00424547233295847 0.00426671556616778 7.087305098 NA 1 0 10 0 0 0 FALSE NA 0
1 3450000 1 0 0 6 0 0 4 0 0 0.069245 NA 1 1 0.0520266666666667 NA NA NA 0.287522878234987 0.00334102620912871 0.00336288788006937 0.00408415061723656 0.00406615373329721 7.087305098 NA NA 0 11 0 0 0 FALSE NA 0
1 3525000 3 0 0 4 0 0 4 0 0 0.03207 0.374282 1 1 0.0438666666666667 NA NA NA 0.243343651374757 0.00260026033842519 0.00258397457603246 0.00372834626949903 0.0037410029520044 7.087305098 NA 1 0 11 0 0 0 FALSE NA 0
1 3600000 0 0 NA 0 0 NA 0 0 NA NA NA NA NA NA NA NA NA 0.241225434277752 0.00180133140739118 0.00178343153568504 0.00232269006262939 0.00233482176091929 7.087305098 NA NA 0 0 0 NA NA NA NA 0
1 3675000 3 0 0 3 0 0 2 0 0 0.017552 0.429663 1 1 0.293986666666667 NA NA NA 0.24128214773732 0.00263823974142753 0.00265771674556714 0.00349431822515329 0.00349269037881001 7.087305098 NA NA 0 8 0 0 0 FALSE NA 0
1 3750000 3 0 0 5 0 0 4 0 0 0.017552 0.429663 1 NA NA NA NA NA 0.243582470941132 0.0031764584588752 0.0031996317199912 0.00419337180103794 0.00421556126671964 7.087305098 NA NA 0 12 0 0 0 FALSE NA 0
1 3825000 3 0 0 6 1 0.166666666666667 4 0 0 0.0545079552437616 0.496818929224758 1 2 0.15012 NA NA NA 0.229279542995015 0.00311606054743477 0.00309517440898393 0.00428927072020481 0.00429470751733986 7.087305098 NA 1 0 13 1 0.0769230769230769 0.0555555555555556 TRUE "(0,0.1]" 1
1 3900000 3 0 0 3 0 0 3 0 0 0.017721 0.277301 1 1 0.145453333333333 NA NA NA 0.236339533203919 0.00281846935972662 0.00280515190127822 0.00457611108375747 0.00463476561865698 7.087305098 NA NA 0 9 0 0 0 FALSE NA 0
1 3975000 2 0 0 3 0 0 3 0 0 0.0149768011214808 0.439278511864801 1 3 0.687146666666667 NA NA NA 0.224010746655158 0.00306590646039859 0.00309293632721256 0.00477410062978826 0.00467284890303033 7.087305098 NA 1 0 8 0 0 0 FALSE NA 0
1 4050000 3 0 0 3 0 0 3 0 0 0.0263825327019166 0.378900718025207 1 10 0.583213333333333 NA 0.0170476749355384 0.128604250022228 0.301573047610508 0.00266503358946997 0.0026446313542943 0.00376310995614364 0.00367578936078936 7.087305098 1 1 0 9 0 0 0 FALSE NA 0
1 4125000 3 0 0 4 0 0 3 0 0 0.0436953678039304 0.381200705444643 1 6 0.798213333333333 NA 0.00367806255238431 0.157010992986016 0.333813275345786 0.00184942982486011 0.00186555296535918 0.00340334329962709 0.0034411272927433 7.087305098 NA 1 0 10 0 0 0 FALSE NA 0
1 4200000 3 0 0 4 0 0 4 0 0 0.0807103159049761 0.507210959346025 1 6 0.49292 NA NA NA 0.222829437518551 0.00544224010460839 0.00447559712245126 0.00624170975039824 0.00508070064562507 7.087305098 NA 1 0 11 0 0 0 FALSE NA 0
1 4275000 3 0 0 6 1 0.166666666666667 4 0 0 0.040162 0.395218 1 2 0.3698 NA NA NA 0.274270030613322 0.00342171549187374 0.00306014700907576 0.00500437505916741 0.0047670727459531 10.5511057402954 NA NA 0 13 1 0.0769230769230769 0.0555555555555556 TRUE "(0,0.1]" 1
1 4350000 0 0 NA 4 0 0 4 0 0 0.040162 0.395218 1 NA NA NA NA NA 0.301832990720639 0.00251251357348139 0.00257550555844649 0.00308198350081128 0.00306114546724339 3.282861405 NA NA 0 8 0 0 NA NA NA 0
1 4425000 3 0 0 3 0 0 4 0 0 0.0251659010402774 0.320481709285439 1 12 0.76764 NA NA NA 0.26654189441521 0.00301951990800223 0.0029493958621511 0.00419221280620985 0.00422423589931289 3.282861405 NA 1 0 10 0 0 0 FALSE NA 0
1 4500000 3 0 0 4 0 0 3 0 0 0.0142477671175073 0.151405726430808 1 2 0.60032 NA NA NA 0.255735305319284 0.0031464485807209 0.00313819110525136 0.00512813914680906 0.00504111575386833 3.282861405 NA NA 0 10 0 0 0 FALSE NA 0
1 4575000 1 0 0 0 0 NA 4 0 0 0.0220656219995471 0.211921047158062 1 3 0.235466666666667 NA 0 0.2435 0.241392192371172 0.00216197700401163 0.00214532286843021 0.00362144308151192 0.00369689242286173 3.282861405 NA 1 0 5 0 0 NA NA NA 0
1 4650000 1 0 0 0 0 NA 1 0 0 0.0482147513430545 0.333508720644666 1 2 0.208453333333333 NA 0.0086 0.1563 0.245041105152716 0.00258432395771181 0.00254904879111023 0.00329687310528585 0.00321499684060483 3.282861405 NA 1 0 2 0 0 NA NA NA 0
1 4725000 3 0 0 6 0 0 3 0 0 0.0603122875063956 0.47512462005647 1 4 0.70356 NA 0.0093 0.1797 0.246607813715683 0.00203848589002105 0.00207807098600684 0.0038453174244286 0.00391681876306887 3.282861405 NA 1 0 12 0 0 0 FALSE NA 0
1 4800000 1 0 0 2 0 0 2 0 0 0.0346121350533105 0.306493119915756 1 2 0.20256 NA NA NA 0.214421125747315 0.00153014845006294 0.0014872116343992 0.00371955833175043 0.00382324096649162 3.282861405 NA 1 0 5 0 0 0 FALSE NA 0
1 4875000 3 0 0 6 1 0.166666666666667 4 0 0 NA NA NA NA NA NA NA NA 0.205539047122844 0.00225151008287868 0.00226966369304869 0.00318568499359272 0.00308010831073561 3.282861405 NA NA 0 13 1 0.0769230769230769 0.0555555555555556 TRUE "(0,0.1]" 1
1 4950000 0 0 NA 0 0 NA 0 0 NA NA NA NA NA NA NA NA NA 0.196534256781928 0.00160971903653353 0.00154065384129551 0.00257629910788495 0.00253565291052692 3.282861405 NA NA 0 0 0 NA NA NA NA 0
1 5025000 3 0 0 1 0 0 3 0 0 0.025077 0.324878 1 1 0.458266666666667 NA NA NA 0.193602280256814 0.00222478228893047 0.00225667680786216 0.00279790935943561 0.00284116418721095 3.282861405 NA NA 0 7 0 0 0 FALSE NA 0
1 5100000 0 0 NA 0 0 NA 4 0 0 0.0254297640586797 0.330371732579462 1 2 0.34688 NA NA NA 0.208296476952753 0.00155555846716214 0.00140104534291089 0.00200514686091685 0.00181666516091753 3.282861405 NA 1 0 4 0 0 NA NA NA 0
1 5175000 0 0 NA 5 0 0 3 0 0 0.001432 0.24233 1 1 0.07244 NA NA NA 0.201684055471725 0.0017081631178981 0.00171122043546641 0.00204730856931467 0.00207576692409882 3.282861405 NA 1 0 8 0 0 NA NA NA 0
1 5250000 3 0 0 0 0 NA 2 0 0 NA NA NA NA NA NA NA NA 0.202984583665245 0.00236602354657986 0.00238054599330106 0.00320949895841191 0.00326207236068657 3.282861405 NA NA 0 5 0 0 NA NA NA 0
1 5325000 0 0 NA 2 0 0 2 0 0 0.0805806465963567 0.494904882070949 1 2 0.13904 NA NA NA 0.274449909240211 0.00330981488592161 0.00325418256599602 0.0039383515581981 0.00382598433931282 3.282861405 NA 1 0 4 0 0 NA NA NA 0
1 5400000 2 0 0 2 0 0 4 0 0 0.0173035891415994 0.368410856513992 1 2 0.127186666666667 NA NA NA 0.312165458513582 0.00240497941422559 0.00245396105013926 0.00295218028027953 0.00302690267877022 3.282861405 NA NA 0 8 0 0 0 FALSE NA 0
1 5475000 3 0 0 6 0 0 4 0 0 0.00886217657447412 0.376486157068971 1 6 0.845506666666667 NA NA NA 0.285307349437187 0.00231973078767547 0.00228441533082747 0.00410713512120386 0.00404205574014665 3.282861405 NA 1 0 13 0 0 0 FALSE NA 0
1 5550000 0 0 NA 6 1 0.166666666666667 3 0 0 0.0477862134076019 0.356853125610385 1 3 0.54332 NA NA NA 0.234503579283281 0.00235059214111811 0.00232931553647496 0.00422059352006702 0.00419626513174357 3.282861405 NA NA 0 9 1 0.111111111111111 NA NA NA 1
1 5625000 3 0 0 0 0 NA 2 0 0 0.0379779707393344 0.217529295287023 1 2 0.29844 NA 0.0518 0.1521 0.204232054969639 0.00251157166325641 0.00251224026827608 0.00381579964843693 0.00380093470826446 3.282861405 1 1 0 5 0 0 NA NA NA 0
1 5700000 3 0 0 6 0 0 4 0 0 0.0292955661424833 0.212049183814718 1 4 0.62384 NA 0.0270524590163934 0.204688524590164 0.306865624122109 0.0020226183598784 0.0020168969857334 0.00223251704897028 0.00225615780207866 3.282861405 NA 1 0 13 0 0 0 FALSE NA 0
1 5775000 3 0 0 6 0 0 4 0 0 0.0253812440569914 0.276321775298591 1 4 0.34712 NA NA NA 0.270142043657071 0.00190030429547572 0.00189004610644062 0.00243020281520063 0.00237111294300837 3.282861405 1 1 0 13 0 0 0 FALSE NA 0
1 5850000 2 0 0 5 0 0 4 0 0 0.0741942942331241 0.284575317304515 1 5 0.68592 NA NA NA 0.289370870161176 0.00215239566571437 0.00210829942948169 0.00311939615579497 0.00308818114810402 3.282861405 NA 1 0 11 0 0 0 FALSE NA 0
1 5925000 3 0 0 5 0 0 4 0 0 0.0336116626391495 0.321189117623515 1 5 0.53292 NA 0.0234 0.162 0.270969769007447 0.00206593967866855 0.00209361440298476 0.00278402362433204 0.00281445857594252 3.282861405 NA 1 0 12 0 0 0 FALSE NA 0
1 6e+06 3 1 0.333333333333333 3 0 0 3 0 0 NA NA 1 2 0.288 NA 0.0036 0.1827 0.228655529288153 0.00199998272770111 0.00207057080138965 0.00313952887206496 0.00316016818360779 3.282861405 NA NA 0 9 1 0.111111111111111 0.111111111111111 TRUE "(0.1,0.2]" 1
1 6075000 3 0 0 6 0 0 4 1 0.25 0.051603 0.273522 1 1 0.348226666666667 NA NA NA 0.202041521624105 0.00254363068433367 0.00246674325741578 0.00345006811129864 0.00346432116235416 3.282861405 NA NA 0 13 1 0.0769230769230769 0.0833333333333333 TRUE "(0,0.1]" 1
1 6150000 3 0 0 3 0 0 4 0 0 0.0310993392612588 0.263372818549908 1 4 0.671706666666667 NA NA NA 0.271812557924004 0.0026257018789691 0.00259373752973563 0.00292708862614889 0.00292716410686306 3.282861405 NA 1 0 10 0 0 0 FALSE NA 0
1 6225000 3 0 0 0 0 NA 2 0 0 0.0541234461276715 0.221836188337567 1 11 0.738906666666667 NA NA NA 0.218355741533671 0.00332298558240649 0.00331526019144378 0.00389532406881893 0.00386950263113861 3.282861405 NA 1 0 5 0 0 NA NA NA 0
1 6300000 3 0 0 5 0 0 4 0 0 0.0606833675245954 0.369468655966161 1 3 0.706053333333333 NA 0.07 0.1251 0.255552163054862 0.00218658607502929 0.00217438895320929 0.00307038831970378 0.00313134313851077 1.54625203630111 NA 1 0 12 0 0 0 FALSE NA 0
1 6375000 3 1 0.333333333333333 1 0 0 4 0 0 0.0327750025510204 0.298947336734694 1 2 0.13064 NA NA NA 0.231971528258669 0.00177172410020877 0.00177039568826427 0.00300482509356579 0.00294792934239555 1.501187566 NA NA 0 8 1 0.125 0.111111111111111 TRUE "(0.1,0.2]" 1
1 6450000 3 3 1 3 0 0 3 0 0 0.102362 0.357321 1 2 0.909866666666667 NA NA NA 0.265576606542109 0.00221727537454669 0.00221869652645616 0.00293716288358745 0.00294230212349131 1.501187566 NA 1 0 9 3 0.333333333333333 0.333333333333333 TRUE "(0.3,0.4]" 1
1 6525000 3 2 0.666666666666667 3 0 0 4 0 0 0.100022656158081 0.360616204766574 1 1 0.353546666666667 NA NA NA 0.225378818886128 0.00251526481807806 0.00255811779872693 0.00329223817615804 0.00330452618160136 5.36892143459047 NA NA 0 10 2 0.2 0.222222222222222 TRUE "(0.2,0.3]" 1
1 6600000 1 0 0 0 0 NA 0 0 NA 0.067787 0.380707 1 1 0.438146666666667 NA 0.1309 0.2486 0.190602524082838 0.00212800822171575 0.00212008745830298 0.00327091390297125 0.0032252671354022 0.339112269 NA NA 0 1 0 0 NA NA NA 0
1 6675000 3 0 0 2 0 0 2 0 0 0.062318310849447 0.367268228933113 1 3 0.7088 NA 0.1309 0.2486 0.213826372726489 0.00200725810154817 0.00202290058153525 0.00298320209289644 0.00305135486491976 0.339112269 NA 1 0 7 0 0 0 FALSE NA 0
1 6750000 3 0 0 4 0 0 4 1 0.25 0.0470167435159607 0.191484514042357 1 4 0.694973333333333 NA NA NA 0.248883014274649 0.00241247861320941 0.00239899891922257 0.00290811284856381 0.00289030345092446 0.339112269 NA NA 0 11 1 0.0909090909090909 0.0833333333333333 TRUE "(0,0.1]" 1
1 6825000 3 2 0.666666666666667 1 0 0 3 0 0 0.0471008735394643 0.364116480744774 1 3 0.670946666666667 NA NA NA 0.270581722887376 0.00209379668446886 0.00211231808953303 0.00269590502842943 0.00270171499223251 0.339112269 NA NA 0 7 2 0.285714285714286 0.222222222222222 TRUE "(0.2,0.3]" 1
1 6900000 1 0 0 0 0 NA 0 0 NA 0.102530313923245 0.438262728215108 1 3 0.750906666666667 NA NA NA 0.226121792563248 0.00209842576925609 0.00206987150895647 0.00304815079284492 0.00300824917871166 0.339112269 NA NA 0 1 0 0 NA NA NA 0
1 6975000 3 0 0 5 2 0.4 4 0 0 0.0416720575572771 0.465607854557442 1 7 0.522493333333333 NA NA NA 0.211057569544756 0.00247328566655791 0.00251661895323773 0.00297222499274658 0.00298683488013997 0.339112269 NA 1 0 12 2 0.166666666666667 0.133333333333333 TRUE "(0.1,0.2]" 1
1 7050000 3 2 0.666666666666667 5 0 0 4 1 0.25 0.0326154019111861 0.222128417275623 1 5 0.0819066666666667 NA NA NA 0.224929849991573 0.00157231431497623 0.00160453857050489 0.0027399958258965 0.00282924466564643 0.339112269 1 1 0 12 3 0.25 0.305555555555556 TRUE "(0.3,0.4]" 2
1 7125000 3 2 0.666666666666667 1 0 0 3 1 0.333333333333333 NA NA NA NA NA NA NA NA 0.201637411537637 0.00134577222143847 0.00132919661366902 0.0020280873540121 0.00195822254631558 0.508553782824 NA NA 0 7 3 0.428571428571429 0.333333333333333 TRUE "(0.3,0.4]" 2
1 7200000 2 1 0.5 0 0 NA 1 0 0 5e-06 0.053268 1 1 0.46828 NA NA NA 0.189490490917493 0.00188815190637337 0.00190490749074458 0.00212086507190998 0.00206466632956154 0.526879904 NA NA 0 3 1 0.333333333333333 NA NA NA 1
1 7275000 3 1 0.333333333333333 0 0 NA 0 0 NA NA NA NA NA NA NA NA NA 0.173893292457709 0.00189320674061518 0.00190197694275542 0.00367532430080748 0.00374194167339086 0.526879904 NA NA 0 3 1 0.333333333333333 NA NA NA 1
