"lg" "pos1" "pos2" "ld_r2_pac"
"45" "chr1" 440000 449999 0.285995527006142
"46" "chr1" 450000 459999 0.300269221367767
"47" "chr1" 460000 469999 0.237481273145981
"48" "chr1" 470000 479999 0.381019746012605
"49" "chr1" 480000 489999 0.282637490020797
"50" "chr1" 490000 499999 0.319150536918216
"51" "chr1" 5e+05 509999 0.394666344782949
"52" "chr1" 510000 519999 0.469300266605451
"53" "chr1" 520000 529999 0.366237027785499
"54" "chr1" 530000 539999 0.319808711002864
"55" "chr1" 540000 549999 0.283969000894299
"56" "chr1" 550000 559999 0.26065955030742
"57" "chr1" 560000 569999 0.291076271096465
"58" "chr1" 570000 579999 0.287393828876881
"59" "chr1" 580000 589999 0.433506813281146
"60" "chr1" 590000 599999 0.37639065524435
"61" "chr1" 6e+05 609999 0.227742642064492
"62" "chr1" 610000 619999 0.294122885247949
"63" "chr1" 620000 629999 0.31687241986418
"64" "chr1" 630000 639999 0.440064916472918
"65" "chr1" 640000 649999 0.367317176828634
"66" "chr1" 650000 659999 0.601864421245421
"67" "chr1" 660000 669999 0.43806904186252
"68" "chr1" 670000 679999 0.332328242493569
"69" "chr1" 680000 689999 0.25713150252719
"70" "chr1" 690000 699999 0.301835186805291
"71" "chr1" 7e+05 709999 0.301482141764604
"72" "chr1" 710000 719999 0.320488080451754
"73" "chr1" 720000 729999 0.273267807094335
"74" "chr1" 730000 739999 0.293104049604973
"75" "chr1" 740000 749999 0.325974014058284
"76" "chr1" 750000 759999 0.266825628356823
"77" "chr1" 760000 769999 0.305232000130729
"78" "chr1" 770000 779999 0.295022632515781
"79" "chr1" 780000 789999 0.327223024347722
"80" "chr1" 790000 799999 0.300892071306836
"81" "chr1" 8e+05 809999 0.288494091029951
"82" "chr1" 810000 819999 0.273330205895531
"83" "chr1" 820000 829999 0.299566612153117
"84" "chr1" 830000 839999 0.277543919611778
"85" "chr1" 840000 849999 0.22592984949402
"86" "chr1" 850000 859999 0.241727716500825
"87" "chr1" 860000 869999 0.234352464899984
"88" "chr1" 870000 879999 0.241042353406077
"89" "chr1" 880000 889999 0.306574140572345
"90" "chr1" 890000 899999 0.253757317032635
"91" "chr1" 9e+05 909999 0.270744838944476
"92" "chr1" 910000 919999 0.330724963020439
"93" "chr1" 920000 929999 0.266353592184376
"94" "chr1" 930000 939999 0.280504328063067
"95" "chr1" 940000 949999 0.247692877420493
"96" "chr1" 950000 959999 0.333342289118865
"97" "chr1" 960000 969999 0.329440046217137
"98" "chr1" 970000 979999 0.272326477023036
"99" "chr1" 980000 989999 0.247725778428
"100" "chr1" 990000 999999 0.304010658772609
"101" "chr1" 1e+06 1009999 0.272941487452279
"102" "chr1" 1010000 1019999 0.415941741865943
"103" "chr1" 1020000 1029999 0.35634355876819
"104" "chr1" 1030000 1039999 0.373782427047029
"105" "chr1" 1040000 1049999 0.324120879907687
"106" "chr1" 1050000 1059999 0.254826065706432
"107" "chr1" 1060000 1069999 0.290553973377457
"108" "chr1" 1070000 1079999 0.309351305785206
"109" "chr1" 1080000 1089999 0.319766043958205
"110" "chr1" 1090000 1099999 0.266476113787484
"111" "chr1" 1100000 1109999 0.269606570114999
"112" "chr1" 1110000 1119999 0.295870760784542
"113" "chr1" 1120000 1129999 NA
"114" "chr1" 1130000 1139999 0.271694145032757
"115" "chr1" 1140000 1149999 0.301300908310873
"116" "chr1" 1150000 1159999 0.291828603015631
"117" "chr1" 1160000 1169999 NA
"118" "chr1" 1170000 1179999 0.290375808928099
"119" "chr1" 1180000 1189999 0.242071862308878
"120" "chr1" 1190000 1199999 0.26999712464448
"121" "chr1" 1200000 1209999 0.288557473563732
"122" "chr1" 1210000 1219999 0.337679248271994
"123" "chr1" 1220000 1229999 0.300010764776999
"124" "chr1" 1230000 1239999 0.237786819062385
"125" "chr1" 1240000 1249999 0.254711066916176
"126" "chr1" 1250000 1259999 0.239974932151957
"127" "chr1" 1260000 1269999 0.237671262782061
"128" "chr1" 1270000 1279999 0.256465169216046
"129" "chr1" 1280000 1289999 0.291064294166255
"130" "chr1" 1290000 1299999 0.240002762959028
"131" "chr1" 1300000 1309999 0.247526140867226
"132" "chr1" 1310000 1319999 0.272362319935329
"133" "chr1" 1320000 1329999 0.262406155524826
"134" "chr1" 1330000 1339999 0.271807062602473
"135" "chr1" 1340000 1349999 0.274904301908634
"136" "chr1" 1350000 1359999 0.275978821238311
"137" "chr1" 1360000 1369999 0.277307286095277
"138" "chr1" 1370000 1379999 0.265506760548129
"139" "chr1" 1380000 1389999 0.233000294931213
"140" "chr1" 1390000 1399999 0.259689025036107
"141" "chr1" 1400000 1409999 0.282927638123789
"142" "chr1" 1410000 1419999 0.252827751586524
"143" "chr1" 1420000 1429999 0.319688022067479
"144" "chr1" 1430000 1439999 0.357135887981784
"145" "chr1" 1440000 1449999 0.400115356013475
"146" "chr1" 1450000 1459999 0.287128607912011
"147" "chr1" 1460000 1469999 0.285251146373419
"148" "chr1" 1470000 1479999 0.249447097805213
"149" "chr1" 1480000 1489999 0.329302500893887
"150" "chr1" 1490000 1499999 0.320827495460255
"151" "chr1" 1500000 1509999 0.291059473061939
"152" "chr1" 1510000 1519999 0.308079117430844
"153" "chr1" 1520000 1529999 0.343196744158402
"154" "chr1" 1530000 1539999 0.268155991496858
"155" "chr1" 1540000 1549999 0.267713220907299
"156" "chr1" 1550000 1559999 0.247221360087026
"157" "chr1" 1560000 1569999 0.253782944937039
"158" "chr1" 1570000 1579999 0.248436208781696
"159" "chr1" 1580000 1589999 0.340998012098426
"160" "chr1" 1590000 1599999 0.367221370981733
"161" "chr1" 1600000 1609999 0.329616950508131
"162" "chr1" 1610000 1619999 0.281212158980415
"163" "chr1" 1620000 1629999 0.222996941056787
"164" "chr1" 1630000 1639999 0.274694146209094
"165" "chr1" 1640000 1649999 0.3053843302902
"166" "chr1" 1650000 1659999 0.280097048275057
"167" "chr1" 1660000 1669999 0.316118642531633
"168" "chr1" 1670000 1679999 0.285036204566072
"169" "chr1" 1680000 1689999 0.280681426700172
"170" "chr1" 1690000 1699999 0.3250372097883
"171" "chr1" 1700000 1709999 0.23695761939305
"172" "chr1" 1710000 1719999 0.269312482027903
"173" "chr1" 1720000 1729999 0.332951297106391
"174" "chr1" 1730000 1739999 0.271150229901178
"175" "chr1" 1740000 1749999 0.291232303633804
"176" "chr1" 1750000 1759999 0.287907906952919
"177" "chr1" 1760000 1769999 0.314440961005761
"178" "chr1" 1770000 1779999 0.415659988421207
"179" "chr1" 1780000 1789999 0.295230796454391
"180" "chr1" 1790000 1799999 0.279716810492791
"181" "chr1" 1800000 1809999 0.309058334719372
"182" "chr1" 1810000 1819999 0.279810238050367
"183" "chr1" 1820000 1829999 0.296860083847029
"184" "chr1" 1830000 1839999 0.218314758071918
"185" "chr1" 1840000 1849999 0.27843803526412
"186" "chr1" 1850000 1859999 0.252371610161467
"187" "chr1" 1860000 1869999 0.275812304449165
"188" "chr1" 1870000 1879999 0.268881883854688
"189" "chr1" 1880000 1889999 0.289418008905253
"190" "chr1" 1890000 1899999 0.257324077267501
"191" "chr1" 1900000 1909999 0.259048859210955
"192" "chr1" 1910000 1919999 0.238292534139007
"193" "chr1" 1920000 1929999 0.221527089094311
"194" "chr1" 1930000 1939999 0.253010002503176
"195" "chr1" 1940000 1949999 0.255583442429908
"196" "chr1" 1950000 1959999 0.238876184061371
"197" "chr1" 1960000 1969999 0.228899996896888
"198" "chr1" 1970000 1979999 0.232710468055234
"199" "chr1" 1980000 1989999 0.249996117531091
"200" "chr1" 1990000 1999999 0.259165081782784
"201" "chr1" 2e+06 2009999 0.228266717716837
"202" "chr1" 2010000 2019999 0.230835625586276
"203" "chr1" 2020000 2029999 0.240453987544002
"204" "chr1" 2030000 2039999 0.255259838284977
"205" "chr1" 2040000 2049999 0.227112503092445
"206" "chr1" 2050000 2059999 0.243009635428159
"207" "chr1" 2060000 2069999 0.239609999822703
"208" "chr1" 2070000 2079999 0.239511073484476
"209" "chr1" 2080000 2089999 0.260836342455735
"210" "chr1" 2090000 2099999 0.227794569341265
"211" "chr1" 2100000 2109999 0.229534058556249
"212" "chr1" 2110000 2119999 0.243200116880485
"213" "chr1" 2120000 2129999 0.293426369315455
"214" "chr1" 2130000 2139999 0.237473573081966
"215" "chr1" 2140000 2149999 0.205710292109582
"216" "chr1" 2150000 2159999 0.21771227630111
"217" "chr1" 2160000 2169999 0.258728843183591
"218" "chr1" 2170000 2179999 0.246948242515124
"219" "chr1" 2180000 2189999 0.233886226787285
"220" "chr1" 2190000 2199999 0.22773139454064
"221" "chr1" 2200000 2209999 0.232702536882295
"222" "chr1" 2210000 2219999 0.227508130137629
"223" "chr1" 2220000 2229999 0.230954844514893
"224" "chr1" 2230000 2239999 0.20949477604397
"225" "chr1" 2240000 2249999 0.206431271111052
"226" "chr1" 2250000 2259999 0.21362993839564
"227" "chr1" 2260000 2269999 0.321803310230559
"228" "chr1" 2270000 2279999 0.300074489685937
"229" "chr1" 2280000 2289999 0.306572999078622
"230" "chr1" 2290000 2299999 0.219343351622964
"231" "chr1" 2300000 2309999 0.226847137607197
"232" "chr1" 2310000 2319999 0.2666450468012
"233" "chr1" 2320000 2329999 0.266951964059963
"234" "chr1" 2330000 2339999 0.277282196145905
"235" "chr1" 2340000 2349999 0.235680979426029
"236" "chr1" 2350000 2359999 0.226642469495321
"237" "chr1" 2360000 2369999 0.228141346651905
"238" "chr1" 2370000 2379999 0.242553902318353
"239" "chr1" 2380000 2389999 0.226352208669249
"240" "chr1" 2390000 2399999 0.236985739088968
"241" "chr1" 2400000 2409999 0.230798246029725
"242" "chr1" 2410000 2419999 0.240231251918616
"243" "chr1" 2420000 2429999 0.26707565777505
"244" "chr1" 2430000 2439999 0.234393391573756
"245" "chr1" 2440000 2449999 0.21888010570098
"246" "chr1" 2450000 2459999 0.266842978287884
"247" "chr1" 2460000 2469999 0.262468597933971
"248" "chr1" 2470000 2479999 0.268701815617675
"249" "chr1" 2480000 2489999 0.290101897629912
"250" "chr1" 2490000 2499999 0.22793777553513
"251" "chr1" 2500000 2509999 0.234525340405704
"252" "chr1" 2510000 2519999 0.217363472748837
"253" "chr1" 2520000 2529999 0.278163517775522
"254" "chr1" 2530000 2539999 0.252064270648809
"255" "chr1" 2540000 2549999 0.225000155772687
"256" "chr1" 2550000 2559999 0.241353801268816
"257" "chr1" 2560000 2569999 0.238259267381297
"258" "chr1" 2570000 2579999 0.229055949541226
"259" "chr1" 2580000 2589999 0.232603973865207
"260" "chr1" 2590000 2599999 0.230742818477155
"261" "chr1" 2600000 2609999 0.248760540034483
"262" "chr1" 2610000 2619999 0.242691854224309
"263" "chr1" 2620000 2629999 0.289623163960608
"264" "chr1" 2630000 2639999 0.265316282643048
"265" "chr1" 2640000 2649999 0.251359905713401
"266" "chr1" 2650000 2659999 0.288915792936636
"267" "chr1" 2660000 2669999 0.27432991688377
"268" "chr1" 2670000 2679999 0.198122604889763
"269" "chr1" 2680000 2689999 0.219627544394754
"270" "chr1" 2690000 2699999 0.26109813936451
"271" "chr1" 2700000 2709999 0.248744636158336
"272" "chr1" 2710000 2719999 0.245311902373886
"273" "chr1" 2720000 2729999 0.240186475381989
"274" "chr1" 2730000 2739999 0.227594014288073
"275" "chr1" 2740000 2749999 0.259494644300956
"276" "chr1" 2750000 2759999 0.277235120727975
"277" "chr1" 2760000 2769999 0.352657827169042
"278" "chr1" 2770000 2779999 0.269172315905073
"279" "chr1" 2780000 2789999 0.237839290209055
"280" "chr1" 2790000 2799999 0.271145121060303
"281" "chr1" 2800000 2809999 0.285567208855332
"282" "chr1" 2810000 2819999 0.237120465340424
"283" "chr1" 2820000 2829999 0.22378546072059
"284" "chr1" 2830000 2839999 0.215885958711144
"285" "chr1" 2840000 2849999 0.221435963128289
"286" "chr1" 2850000 2859999 0.238088373610828
"287" "chr1" 2860000 2869999 0.289567282113747
"288" "chr1" 2870000 2879999 0.238042547182491
"289" "chr1" 2880000 2889999 0.377741301603785
"290" "chr1" 2890000 2899999 0.484749617030613
"291" "chr1" 2900000 2909999 0.673118405758612
"292" "chr1" 2910000 2919999 NA
"293" "chr1" 2920000 2929999 0.722296887105354
"294" "chr1" 2930000 2939999 0.513594907644395
"295" "chr1" 2940000 2949999 0.755531119792335
"296" "chr1" 2950000 2959999 0.850502475942029
"297" "chr1" 2960000 2969999 0.673180927487966
"298" "chr1" 2970000 2979999 0.588617628058047
"299" "chr1" 2980000 2989999 0.282280037201891
"300" "chr1" 2990000 2999999 0.263114648694548
"301" "chr1" 3e+06 3009999 0.351279178207316
"302" "chr1" 3010000 3019999 0.317477949914512
"303" "chr1" 3020000 3029999 0.264470895348254
"304" "chr1" 3030000 3039999 0.214275988485833
"305" "chr1" 3040000 3049999 0.222223002557024
"306" "chr1" 3050000 3059999 0.251502550244617
"307" "chr1" 3060000 3069999 0.222136208279987
"308" "chr1" 3070000 3079999 0.209786181937733
"309" "chr1" 3080000 3089999 0.212403212104496
"310" "chr1" 3090000 3099999 0.235703790041306
"311" "chr1" 3100000 3109999 0.242623381166209
"312" "chr1" 3110000 3119999 0.199334377152412
"313" "chr1" 3120000 3129999 0.21453053660599
"314" "chr1" 3130000 3139999 0.20906132669908
"315" "chr1" 3140000 3149999 0.23762072530542
"316" "chr1" 3150000 3159999 0.215192730835027
"317" "chr1" 3160000 3169999 0.249770984214735
"318" "chr1" 3170000 3179999 0.233045387459182
"319" "chr1" 3180000 3189999 0.243392734233221
"320" "chr1" 3190000 3199999 0.264347039149962
"321" "chr1" 3200000 3209999 0.225919206723965
"322" "chr1" 3210000 3219999 0.223061343640603
"323" "chr1" 3220000 3229999 0.20238062886392
"324" "chr1" 3230000 3239999 0.229891102267008
"325" "chr1" 3240000 3249999 0.223306579354617
"326" "chr1" 3250000 3259999 0.221842797129988
"327" "chr1" 3260000 3269999 0.203663910912853
"328" "chr1" 3270000 3279999 0.22833676367278
"329" "chr1" 3280000 3289999 0.206242425770465
"330" "chr1" 3290000 3299999 0.199650973322885
"331" "chr1" 3300000 3309999 0.203839349589214
"332" "chr1" 3310000 3319999 0.18902938268579
"333" "chr1" 3320000 3329999 0.207931094464068
"334" "chr1" 3330000 3339999 0.230972979690379
"335" "chr1" 3340000 3349999 0.216348160896636
"336" "chr1" 3350000 3359999 0.228347492534414
"337" "chr1" 3360000 3369999 0.246693317511218
"338" "chr1" 3370000 3379999 0.279652615030882
"339" "chr1" 3380000 3389999 0.250541842804802
"340" "chr1" 3390000 3399999 0.245209878882513
"341" "chr1" 3400000 3409999 0.22610151871429
"342" "chr1" 3410000 3419999 0.206994730433319
"343" "chr1" 3420000 3429999 0.203594659808856
"344" "chr1" 3430000 3439999 0.233691035950241
"345" "chr1" 3440000 3449999 0.336037855883805
"346" "chr1" 3450000 3459999 0.264869883270646
"347" "chr1" 3460000 3469999 0.240769736420922
"348" "chr1" 3470000 3479999 0.250843687380624
"349" "chr1" 3480000 3489999 0.229183270250578
"350" "chr1" 3490000 3499999 0.224982743061458
"351" "chr1" 3500000 3509999 0.254500370521247
"352" "chr1" 3510000 3519999 0.230128509953932
"353" "chr1" 3520000 3529999 0.202479957929675
"354" "chr1" 3530000 3539999 0.226822942930045
"355" "chr1" 3540000 3549999 0.234932205110589
"356" "chr1" 3550000 3559999 0.227372664393324
"357" "chr1" 3560000 3569999 0.268409032692551
"358" "chr1" 3570000 3579999 0.289132268631104
"359" "chr1" 3580000 3589999 0.250782182581597
"360" "chr1" 3590000 3599999 0.239892999516446
"361" "chr1" 3600000 3609999 0.206439893460117
"362" "chr1" 3610000 3619999 0.200990897278165
"363" "chr1" 3620000 3629999 0.241269096845617
"364" "chr1" 3630000 3639999 0.221788240596031
"365" "chr1" 3640000 3649999 0.31462981983296
"366" "chr1" 3650000 3659999 0.26245725668284
"367" "chr1" 3660000 3669999 0.237549431101499
"368" "chr1" 3670000 3679999 0.235770396829086
"369" "chr1" 3680000 3689999 0.215194285191539
"370" "chr1" 3690000 3699999 0.227552573308883
"371" "chr1" 3700000 3709999 0.240693860824858
"372" "chr1" 3710000 3719999 0.248190327627977
"373" "chr1" 3720000 3729999 0.229142181111015
"374" "chr1" 3730000 3739999 0.198708354980106
"375" "chr1" 3740000 3749999 0.26372584975509
"376" "chr1" 3750000 3759999 0.258690725094326
"377" "chr1" 3760000 3769999 0.213247075542225
"378" "chr1" 3770000 3779999 0.232317550393969
"379" "chr1" 3780000 3789999 0.216831139050148
"380" "chr1" 3790000 3799999 0.228093633304044
"381" "chr1" 3800000 3809999 0.210137892043324
"382" "chr1" 3810000 3819999 0.27183583366792
"383" "chr1" 3820000 3829999 0.220896544141043
"384" "chr1" 3830000 3839999 0.228983672191703
"385" "chr1" 3840000 3849999 0.255133154638526
"386" "chr1" 3850000 3859999 0.191301895040175
"387" "chr1" 3860000 3869999 0.199265623583018
"388" "chr1" 3870000 3879999 0.247932963208364
"389" "chr1" 3880000 3889999 0.277818077130937
"390" "chr1" 3890000 3899999 0.249205357255325
"391" "chr1" 3900000 3909999 0.217499249228961
"392" "chr1" 3910000 3919999 0.212909319241903
"393" "chr1" 3920000 3929999 0.216115076295866
"394" "chr1" 3930000 3939999 0.240517772603792
"395" "chr1" 3940000 3949999 0.226914764827425
"396" "chr1" 3950000 3959999 0.223709835955741
"397" "chr1" 3960000 3969999 0.218000197613872
"398" "chr1" 3970000 3979999 0.213198591446445
"399" "chr1" 3980000 3989999 0.221473493121785
"400" "chr1" 3990000 3999999 0.255970886647559
"401" "chr1" 4e+06 4009999 0.253216906579527
"402" "chr1" 4010000 4019999 0.232368245593294
"403" "chr1" 4020000 4029999 0.216809387128085
"404" "chr1" 4030000 4039999 0.237969358218328
"405" "chr1" 4040000 4049999 0.234301613351285
"406" "chr1" 4050000 4059999 0.205201734991143
"407" "chr1" 4060000 4069999 0.263022671247945
"408" "chr1" 4070000 4079999 0.389428653198369
"409" "chr1" 4080000 4089999 0.28650635625443
"410" "chr1" 4090000 4099999 0.237206119520478
"411" "chr1" 4100000 4109999 0.295951578005371
"412" "chr1" 4110000 4119999 0.271830984712653
"413" "chr1" 4120000 4129999 0.228146049425318
"414" "chr1" 4130000 4139999 0.201800940797157
"415" "chr1" 4140000 4149999 0.189990499337414
"416" "chr1" 4150000 4159999 0.23109998919274
"417" "chr1" 4160000 4169999 0.277423867749748
"418" "chr1" 4170000 4179999 0.236431887358439
"419" "chr1" 4180000 4189999 0.309756588528652
"420" "chr1" 4190000 4199999 0.237101215144118
"421" "chr1" 4200000 4209999 0.239683793034687
"422" "chr1" 4210000 4219999 0.251519868811924
"423" "chr1" 4220000 4229999 0.21669493841098
"424" "chr1" 4230000 4239999 0.231311566575068
"425" "chr1" 4240000 4249999 0.311995268934478
"426" "chr1" 4250000 4259999 0.383768865177925
"427" "chr1" 4260000 4269999 0.344922002763549
"428" "chr1" 4270000 4279999 0.292906862729079
"429" "chr1" 4280000 4289999 0.215764739119105
"430" "chr1" 4290000 4299999 0.218570753345694
"431" "chr1" 4300000 4309999 0.28340559224825
"432" "chr1" 4310000 4319999 0.353525282211302
"433" "chr1" 4320000 4329999 0.214586670976317
"434" "chr1" 4330000 4339999 0.192134941108251
"435" "chr1" 4340000 4349999 0.211584474744688
"436" "chr1" 4350000 4359999 0.193387105069295
"437" "chr1" 4360000 4369999 0.19977118943385
"438" "chr1" 4370000 4379999 0.252666248868808
"439" "chr1" 4380000 4389999 0.19427288894443
"440" "chr1" 4390000 4399999 0.203339881381614
"441" "chr1" 4400000 4409999 0.195589742545913
"442" "chr1" 4410000 4419999 0.204296331586176
"443" "chr1" 4420000 4429999 0.231128917362301
"444" "chr1" 4430000 4439999 0.236158447078358
"445" "chr1" 4440000 4449999 0.211764050835188
"446" "chr1" 4450000 4459999 0.203041407665711
"447" "chr1" 4460000 4469999 0.206188247417557
"448" "chr1" 4470000 4479999 0.271070724458878
"449" "chr1" 4480000 4489999 0.270806806921607
"450" "chr1" 4490000 4499999 0.235817318049931
"451" "chr1" 4500000 4509999 0.219663347767722
"452" "chr1" 4510000 4519999 0.233626131671207
"453" "chr1" 4520000 4529999 0.231514119610878
"454" "chr1" 4530000 4539999 0.224355614176559
"455" "chr1" 4540000 4549999 0.266770411018994
"456" "chr1" 4550000 4559999 0.220388355145893
"457" "chr1" 4560000 4569999 0.217222003815597
"458" "chr1" 4570000 4579999 0.202813646167481
"459" "chr1" 4580000 4589999 0.21281120840811
"460" "chr1" 4590000 4599999 0.244408459685668
"461" "chr1" 4600000 4609999 0.266401750488949
"462" "chr1" 4610000 4619999 0.319990573405773
"463" "chr1" 4620000 4629999 0.279027513984661
"464" "chr1" 4630000 4639999 0.265551287624057
"465" "chr1" 4640000 4649999 0.325937521453991
"466" "chr1" 4650000 4659999 0.242251365419262
"467" "chr1" 4660000 4669999 0.224412462256423
"468" "chr1" 4670000 4679999 0.200310941990021
"469" "chr1" 4680000 4689999 0.240192104562872
"470" "chr1" 4690000 4699999 0.247725617814083
"471" "chr1" 4700000 4709999 0.266116628671116
"472" "chr1" 4710000 4719999 0.251175992739518
"473" "chr1" 4720000 4729999 0.283548823832256
"474" "chr1" 4730000 4739999 0.224780587489713
"475" "chr1" 4740000 4749999 0.241415260219817
"476" "chr1" 4750000 4759999 0.203693345150107
"477" "chr1" 4760000 4769999 0.228196557103151
"478" "chr1" 4770000 4779999 0.234684059176647
"479" "chr1" 4780000 4789999 0.22375923788652
"480" "chr1" 4790000 4799999 0.276244502343994
"481" "chr1" 4800000 4809999 0.310678081596736
"482" "chr1" 4810000 4819999 0.245919341140669
"483" "chr1" 4820000 4829999 0.323274798996856
"484" "chr1" 4830000 4839999 0.220479282236965
"485" "chr1" 4840000 4849999 0.224519203613838
"486" "chr1" 4850000 4859999 0.22155460845239
"487" "chr1" 4860000 4869999 0.21051564461469
"488" "chr1" 4870000 4879999 0.210642379321757
"489" "chr1" 4880000 4889999 0.20034278562023
"490" "chr1" 4890000 4899999 0.252269331261423
"491" "chr1" 4900000 4909999 0.238573941319171
"492" "chr1" 4910000 4919999 0.211416481667331
"493" "chr1" 4920000 4929999 0.240795195755585
"494" "chr1" 4930000 4939999 0.241742230190348
"495" "chr1" 4940000 4949999 0.246110554026851
"496" "chr1" 4950000 4959999 0.224662161258583
"497" "chr1" 4960000 4969999 0.196556748077177
"498" "chr1" 4970000 4979999 0.306265959130088
"499" "chr1" 4980000 4989999 0.385398264276702
"500" "chr1" 4990000 4999999 0.229201737874941
"501" "chr1" 5e+06 5009999 0.215000347104904
"502" "chr1" 5010000 5019999 0.232095199530203
"503" "chr1" 5020000 5029999 0.256959929158689
"504" "chr1" 5030000 5039999 0.228164630114514
"505" "chr1" 5040000 5049999 0.216408993826114
"506" "chr1" 5050000 5059999 0.244319050108824
"507" "chr1" 5060000 5069999 0.255324188125905
"508" "chr1" 5070000 5079999 0.215262212026657
"509" "chr1" 5080000 5089999 0.221253238153161
"510" "chr1" 5090000 5099999 0.200300556443403
"511" "chr1" 5100000 5109999 0.216599460339285
"512" "chr1" 5110000 5119999 0.308758925914116
"513" "chr1" 5120000 5129999 0.30677176460038
"514" "chr1" 5130000 5139999 0.302553735924004
"515" "chr1" 5140000 5149999 0.325655582844304
"516" "chr1" 5150000 5159999 0.30523926141834
"517" "chr1" 5160000 5169999 0.342897870989648
"518" "chr1" 5170000 5179999 0.38245160983916
"519" "chr1" 5180000 5189999 0.32356998970987
"520" "chr1" 5190000 5199999 0.377992233814553
"521" "chr1" 5200000 5209999 0.247293813814298
"522" "chr1" 5210000 5219999 0.250172367722348
"523" "chr1" 5220000 5229999 0.20996191840809
"524" "chr1" 5230000 5239999 0.244672710831817
"525" "chr1" 5240000 5249999 0.212967426192505
"526" "chr1" 5250000 5259999 0.223760936667203
"527" "chr1" 5260000 5269999 0.224650612802182
"528" "chr1" 5270000 5279999 0.203770473468881
"529" "chr1" 5280000 5289999 0.204953390352297
"530" "chr1" 5290000 5299999 0.231511496038752
"531" "chr1" 5300000 5309999 0.272482344171259
"532" "chr1" 5310000 5319999 0.225456584466039
"533" "chr1" 5320000 5329999 0.209162407256557
"534" "chr1" 5330000 5339999 0.241672911939455
"535" "chr1" 5340000 5349999 0.222055613918839
"536" "chr1" 5350000 5359999 0.243131896226557
"537" "chr1" 5360000 5369999 0.256302329606663
"538" "chr1" 5370000 5379999 0.325700375328559
"539" "chr1" 5380000 5389999 0.216097573789771
"540" "chr1" 5390000 5399999 0.224231344357882
"541" "chr1" 5400000 5409999 0.228542661584338
"542" "chr1" 5410000 5419999 0.274090561609376
"543" "chr1" 5420000 5429999 0.24449794346468
"544" "chr1" 5430000 5439999 0.225118935738345
"545" "chr1" 5440000 5449999 0.231712791827798
"546" "chr1" 5450000 5459999 0.303608609899641
"547" "chr1" 5460000 5469999 0.274999564254898
"548" "chr1" 5470000 5479999 0.22852931033789
"549" "chr1" 5480000 5489999 0.254336093496261
"550" "chr1" 5490000 5499999 0.234879897913217
"551" "chr1" 5500000 5509999 0.191665877173203
"552" "chr1" 5510000 5519999 0.217250116615243
"553" "chr1" 5520000 5529999 0.205907326118633
"554" "chr1" 5530000 5539999 0.19395699771936
"555" "chr1" 5540000 5549999 0.220211638959485
"556" "chr1" 5550000 5559999 0.215716014942955
"557" "chr1" 5560000 5569999 0.211423995760263
"558" "chr1" 5570000 5579999 0.214804190291155
"559" "chr1" 5580000 5589999 0.207331891889222
"560" "chr1" 5590000 5599999 0.20287953348339
"561" "chr1" 5600000 5609999 0.217252721472139
"562" "chr1" 5610000 5619999 0.211968124775387
"563" "chr1" 5620000 5629999 0.214937542452157
"564" "chr1" 5630000 5639999 0.227482622977154
"565" "chr1" 5640000 5649999 0.220821131917282
"566" "chr1" 5650000 5659999 0.248880088002746
