"lg" "pos1" "pos2" "ld_r2_atl"
"410" 1 4090000 4099999 0.207613029
"411" 1 4100000 4109999 0.220750293
"412" 1 4110000 4119999 0.216496774
"413" 1 4120000 4129999 0.239770588
"414" 1 4130000 4139999 0.248218271
"415" 1 4140000 4149999 0.242325798
"416" 1 4150000 4159999 0.221163897
"417" 1 4160000 4169999 0.235791343
"418" 1 4170000 4179999 0.268432922
"419" 1 4180000 4189999 0.278387434
"420" 1 4190000 4199999 0.331156768
"421" 1 4200000 4209999 0.267172632
"422" 1 4210000 4219999 0.232460914
"423" 1 4220000 4229999 0.2064401
"424" 1 4230000 4239999 0.244432767
"425" 1 4240000 4249999 0.374422991
"426" 1 4250000 4259999 0.35774419
"427" 1 4260000 4269999 0.306249727
"428" 1 4270000 4279999 0.27702392
"429" 1 4280000 4289999 0.239796713
"430" 1 4290000 4299999 0.205770067
"431" 1 4300000 4309999 0.283041421
"432" 1 4310000 4319999 0.187916519
"433" 1 4320000 4329999 0.21039291
"434" 1 4330000 4339999 0.211251186
"435" 1 4340000 4349999 0.215449939
"436" 1 4350000 4359999 0.172336703
"437" 1 4360000 4369999 0.19515581
"438" 1 4370000 4379999 0.209643642
"439" 1 4380000 4389999 0.188501318
"440" 1 4390000 4399999 0.17408901
"441" 1 4400000 4409999 0.186722775
"442" 1 4410000 4419999 0.192384784
"443" 1 4420000 4429999 0.245217444
"444" 1 4430000 4439999 0.228200268
"445" 1 4440000 4449999 0.205026828
"446" 1 4450000 4459999 0.210826125
"447" 1 4460000 4469999 0.247078554
"448" 1 4470000 4479999 0.206671845
"449" 1 4480000 4489999 0.209664608
"450" 1 4490000 4499999 0.209114044
"451" 1 4500000 4509999 0.241855643
"452" 1 4510000 4519999 0.212731011
"453" 1 4520000 4529999 0.22833517
"454" 1 4530000 4539999 0.222045252
"455" 1 4540000 4549999 0.255975177
"456" 1 4550000 4559999 0.232946614
"457" 1 4560000 4569999 0.247462523
"458" 1 4570000 4579999 0.228957152
"459" 1 4580000 4589999 0.243035858
"460" 1 4590000 4599999 0.207997743
"461" 1 4600000 4609999 0.270906611
"462" 1 4610000 4619999 0.301841365
"463" 1 4620000 4629999 0.209963995
"464" 1 4630000 4639999 0.224372955
"465" 1 4640000 4649999 0.217453995
"466" 1 4650000 4659999 0.259284869
"467" 1 4660000 4669999 0.201014463
"468" 1 4670000 4679999 0.187591979
"469" 1 4680000 4689999 0.189521037
"470" 1 4690000 4699999 0.20600278
"471" 1 4700000 4709999 0.220055772
"472" 1 4710000 4719999 0.241447652
"473" 1 4720000 4729999 0.242736304
"474" 1 4730000 4739999 0.199720971
"475" 1 4740000 4749999 0.22515058
"476" 1 4750000 4759999 0.20264757
"477" 1 4760000 4769999 0.196690375
"478" 1 4770000 4779999 0.239722569
"479" 1 4780000 4789999 0.223142983
"480" 1 4790000 4799999 0.295236419
"481" 1 4800000 4809999 0.266205397
"482" 1 4810000 4819999 0.259196618
"483" 1 4820000 4829999 0.43650084
"484" 1 4830000 4839999 0.308959256
"485" 1 4840000 4849999 0.185435556
"486" 1 4850000 4859999 0.299093379
"487" 1 4860000 4869999 0.266991923
"488" 1 4870000 4879999 0.198230402
"489" 1 4880000 4889999 0.209934955
"490" 1 4890000 4899999 0.240474104
"491" 1 4900000 4909999 0.218869484
"492" 1 4910000 4919999 0.224641786
"493" 1 4920000 4929999 0.233137624
"494" 1 4930000 4939999 0.230171693
"495" 1 4940000 4949999 0.267591402
"496" 1 4950000 4959999 0.241818091
"497" 1 4960000 4969999 0.302091957
"498" 1 4970000 4979999 0.249042146
"499" 1 4980000 4989999 0.344191099
"500" 1 4990000 4999999 0.288205327
"501" 1 5e+06 5009999 0.233995018
"502" 1 5010000 5019999 0.2220942
"503" 1 5020000 5029999 0.320218341
"504" 1 5030000 5039999 0.496377819
"505" 1 5040000 5049999 0.57507713
"506" 1 5050000 5059999 0.439624206
"507" 1 5060000 5069999 0.408284181
"508" 1 5070000 5079999 0.302656322
"509" 1 5080000 5089999 0.326511507
"510" 1 5090000 5099999 0.269909182
"511" 1 5100000 5109999 0.25971127
"512" 1 5110000 5119999 0.262793166
"513" 1 5120000 5129999 0.295419275
"514" 1 5130000 5139999 0.409846112
"515" 1 5140000 5149999 0.244203545
"516" 1 5150000 5159999 0.365295367
"517" 1 5160000 5169999 0.50603513
"518" 1 5170000 5179999 0.361517258
"519" 1 5180000 5189999 0.26182399
"520" 1 5190000 5199999 0.304487292
"521" 1 5200000 5209999 0.243182454
"522" 1 5210000 5219999 0.280912695
"523" 1 5220000 5229999 0.206218758
"524" 1 5230000 5239999 0.219629575
"525" 1 5240000 5249999 0.236206106
"526" 1 5250000 5259999 0.273463523
"527" 1 5260000 5269999 0.281413533
"528" 1 5270000 5279999 0.33057333
"529" 1 5280000 5289999 0.382983406
"530" 1 5290000 5299999 0.239772158
"531" 1 5300000 5309999 0.240667733
"532" 1 5310000 5319999 0.22604877
"533" 1 5320000 5329999 0.221427212
"534" 1 5330000 5339999 0.264191137
"535" 1 5340000 5349999 0.254718579
"536" 1 5350000 5359999 0.236145914
"537" 1 5360000 5369999 0.237314959
"538" 1 5370000 5379999 0.247861408
"539" 1 5380000 5389999 0.222970989
"540" 1 5390000 5399999 0.167190726
"541" 1 5400000 5409999 0.191136423
"542" 1 5410000 5419999 0.224876466
"543" 1 5420000 5429999 0.211612844
"544" 1 5430000 5439999 0.244876494
"545" 1 5440000 5449999 0.213956754
"546" 1 5450000 5459999 0.291550667
"547" 1 5460000 5469999 0.294077132
"548" 1 5470000 5479999 0.218862902
"549" 1 5480000 5489999 0.225995252
"550" 1 5490000 5499999 0.200129045
"551" 1 5500000 5509999 0.224544461
"552" 1 5510000 5519999 0.199191
"553" 1 5520000 5529999 0.193600827
"554" 1 5530000 5539999 0.195568364
"555" 1 5540000 5549999 0.223993602
"556" 1 5550000 5559999 0.191738376
"557" 1 5560000 5569999 0.185347593
"558" 1 5570000 5579999 0.258814206
"559" 1 5580000 5589999 0.26192173
"560" 1 5590000 5599999 0.201908341
"561" 1 5600000 5609999 0.179983123
"562" 1 5610000 5619999 0.210883897
"563" 1 5620000 5629999 0.21097111
"564" 1 5630000 5639999 0.215773326
"565" 1 5640000 5649999 0.242591175
"566" 1 5650000 5659999 0.2757663
"567" 1 5660000 5669999 0.217793337
"568" 1 5670000 5679999 0.255932078
"569" 1 5680000 5689999 0.251120147
"570" 1 5690000 5699999 0.206655041
"571" 1 5700000 5709999 0.254568179
"572" 1 5710000 5719999 0.19361065
"573" 1 5720000 5729999 0.225438805
"574" 1 5730000 5739999 0.314866618
"575" 1 5740000 5749999 0.204248037
"576" 1 5750000 5759999 0.194949796
"577" 1 5760000 5769999 0.200730396
"578" 1 5770000 5779999 0.241568163
"579" 1 5780000 5789999 0.24996856
"580" 1 5790000 5799999 0.177985502
"581" 1 5800000 5809999 0.299205329
"582" 1 5810000 5819999 0.211042478
"583" 1 5820000 5829999 0.203905314
"584" 1 5830000 5839999 0.234115237
"585" 1 5840000 5849999 0.23934
"586" 1 5850000 5859999 0.234548296
"587" 1 5860000 5869999 0.330459979
"588" 1 5870000 5879999 0.340910408
"589" 1 5880000 5889999 0.248433211
"590" 1 5890000 5899999 0.198978198
"591" 1 5900000 5909999 0.232740093
"592" 1 5910000 5919999 0.19809375
"593" 1 5920000 5929999 0.252683476
"594" 1 5930000 5939999 0.323938186
"595" 1 5940000 5949999 0.224852104
"596" 1 5950000 5959999 0.311530967
"597" 1 5960000 5969999 0.303518649
"598" 1 5970000 5979999 0.217045079
"599" 1 5980000 5989999 0.201980251
"600" 1 5990000 5999999 0.233670028
"601" 1 6e+06 6009999 0.232159229
"602" 1 6010000 6019999 0.204446738
"603" 1 6020000 6029999 0.224172197
"604" 1 6030000 6039999 0.260539988
"605" 1 6040000 6049999 0.191139121
"606" 1 6050000 6059999 0.214474289
"607" 1 6060000 6069999 0.190645953
"608" 1 6070000 6079999 0.197276145
"609" 1 6080000 6089999 0.230252138
"610" 1 6090000 6099999 0.19155585
"611" 1 6100000 6109999 0.267487595
"612" 1 6110000 6119999 0.222243393
"613" 1 6120000 6129999 0.195066959
"614" 1 6130000 6139999 0.189220486
"615" 1 6140000 6149999 0.222577162
"616" 1 6150000 6159999 0.200179517
"617" 1 6160000 6169999 0.227348049
"618" 1 6170000 6179999 0.244386141
"619" 1 6180000 6189999 0.195170865
"620" 1 6190000 6199999 0.247179929
"621" 1 6200000 6209999 0.274570389
"622" 1 6210000 6219999 0.2186341
"623" 1 6220000 6229999 0.224072815
"624" 1 6230000 6239999 0.217097648
"625" 1 6240000 6249999 0.241065678
"626" 1 6250000 6259999 0.282185973
"627" 1 6260000 6269999 0.298925764
"628" 1 6270000 6279999 0.198094825
"629" 1 6280000 6289999 0.199112709
"630" 1 6290000 6299999 0.216580368
"631" 1 6300000 6309999 0.187766524
"632" 1 6310000 6319999 0.259403058
"633" 1 6320000 6329999 0.243967161
"634" 1 6330000 6339999 0.233467762
"635" 1 6340000 6349999 0.213418973
"636" 1 6350000 6359999 0.24176795
"637" 1 6360000 6369999 0.220974503
"638" 1 6370000 6379999 0.272863987
"639" 1 6380000 6389999 0.194662057
"640" 1 6390000 6399999 0.202975634
"641" 1 6400000 6409999 0.232198091
"642" 1 6410000 6419999 0.188827869
"643" 1 6420000 6429999 0.185870575
"644" 1 6430000 6439999 0.18802641
"645" 1 6440000 6449999 0.216358144
"646" 1 6450000 6459999 0.191079701
"647" 1 6460000 6469999 0.237020591
"648" 1 6470000 6479999 0.176779635
"649" 1 6480000 6489999 0.299928748
"650" 1 6490000 6499999 0.258573874
"651" 1 6500000 6509999 0.23189413
"652" 1 6510000 6519999 0.219675025
"653" 1 6520000 6529999 0.238689252
"654" 1 6530000 6539999 0.187598685
"655" 1 6540000 6549999 0.208087349
"656" 1 6550000 6559999 0.234152997
"657" 1 6560000 6569999 0.204572574
"658" 1 6570000 6579999 0.215607127
"659" 1 6580000 6589999 0.225302071
"660" 1 6590000 6599999 0.215981671
"661" 1 6600000 6609999 0.231510208
"662" 1 6610000 6619999 0.243588158
"663" 1 6620000 6629999 0.214729966
"664" 1 6630000 6639999 0.220966377
"665" 1 6640000 6649999 0.218815543
"666" 1 6650000 6659999 0.220866591
"667" 1 6660000 6669999 0.19812377
"668" 1 6670000 6679999 0.213538633
"669" 1 6680000 6689999 0.273488465
"670" 1 6690000 6699999 0.223926263
"671" 1 6700000 6709999 0.211454568
"672" 1 6710000 6719999 0.250876054
"673" 1 6720000 6729999 0.214039388
"674" 1 6730000 6739999 0.218245362
"675" 1 6740000 6749999 0.195255713
"676" 1 6750000 6759999 0.238092592
"677" 1 6760000 6769999 0.24237202
"678" 1 6770000 6779999 0.222361474
"679" 1 6780000 6789999 0.224052368
"680" 1 6790000 6799999 0.215194411
"681" 1 6800000 6809999 0.266173842
"682" 1 6810000 6819999 0.319326228
"683" 1 6820000 6829999 0.383315761
"684" 1 6830000 6839999 0.234484244
"685" 1 6840000 6849999 0.225302452
"686" 1 6850000 6859999 0.214311243
"687" 1 6860000 6869999 0.232354483
"688" 1 6870000 6879999 0.219088979
"689" 1 6880000 6889999 0.212116995
"690" 1 6890000 6899999 0.18364333
"691" 1 6900000 6909999 0.242772461
"692" 1 6910000 6919999 0.27452339
"693" 1 6920000 6929999 0.250566115
"694" 1 6930000 6939999 0.195816292
"695" 1 6940000 6949999 0.237403204
"696" 1 6950000 6959999 0.238464368
"697" 1 6960000 6969999 0.216812182
"698" 1 6970000 6979999 0.236493101
"699" 1 6980000 6989999 0.268049316
"700" 1 6990000 6999999 0.310170596
"701" 1 7e+06 7009999 0.255296572
"702" 1 7010000 7019999 0.201780389
"703" 1 7020000 7029999 0.206779062
"704" 1 7030000 7039999 0.223035129
"705" 1 7040000 7049999 0.220138052
"706" 1 7050000 7059999 0.262871434
