"lg" "pos1" "pos2" "rate"
5 9852421 9924842 8.006986827
5 9924843 10445636 11.15440212
5 10445637 10491281 4.517294337
5 11124669 11274417 1.324382801
5 11274418 11331388 3.819678433
5 11331389 11660557 12.43012738
5 11660558 11668535 22.22001755
5 11668536 11719344 3.489653408
5 11719345 11783981 103.167531
5 11783982 11963962 1.012547436
6 954426 1010580 3.160283145
6 1010581 1157676 3.224435743
6 1157677 1378226 1.072370438
6 1378227 1477593 3.575828998
6 1477594 1671088 2.356957544
6 1671089 1974172 3.789068047
6 1974173 2126345 5.85554599
6 2126346 2309759 0.96715736
6 2309760 3176945 1.441672029
6 4644379 4691127 3.79183298
6 4691128 4803218 1.583217207
6 4803219 4848625 7.07059264
6 4848626 5346137 3.306176936
6 5346138 5380914 5.102958852
6 5380915 6024599 1.10607875
6 6024600 6165315 2.884918559
6 6165316 6545294 2.143714258
6 6545295 6970521 0.476544528
6 6970522 7287592 1.120512125
6 7287593 8010236 0.738195571
6 8010237 8097004 4.094479532
6 8097005 8363496 0.831484247
6 8363497 8826854 1.440729414
6 8826855 9145321 2.610678343
6 9145322 9312560 2.477194913
6 9312561 9963262 2.47344053
6 9963263 10190034 0.78257545
6 10190035 10534349 0.515414664
6 10534350 10754676 0.805461428
6 10754677 10986677 3.068252292
6 10986678 11206670 0.806685213
6 11206671 11381093 5.105996916
6 11381094 11421611 5.47295523
6 11421612 11577919 1.418822453
6 11577920 12009218 1.030496245
6 12009219 12241310 3.836996967
6 12241311 12603599 2.458267295
6 12603600 12733534 1.819833763
6 12733535 13133848 1.184528395
6 13133849 13171606 4.69960803
6 13171607 13304445 4.015558684
6 13304446 14010981 5.43897013
6 14010982 14254292 10.58470312
6 14254293 14388119 5.010909607
6 14388120 14412891 12.2153399
6 14412892 14519667 10.03138252
6 14519668 14585702 8.054580147
6 14585703 14681607 9.118097075
6 14681608 14785568 8.411901578
6 14785569 14874512 4.354777163
6 14874513 15086016 6.680797999
6 15086017 15171259 19.78307075
6 15171260 15237087 31.77159112
6 15237088 15270971 5.233977689
6 15270972 15295473 21.76885968
6 15295474 15420200 11.45573452
6 15420201 15666858 14.97743637
6 15666859 15801739 9.681938153
6 15801740 16172161 10.40220667
6 16172162 16490868 6.661334078
6 16490869 16724718 1.633033141
7 425152 1100590 4.392237197
7 1100591 1191114 6.898898635
7 1191115 1312879 7.313154026
7 1312880 1449333 3.908442405
7 1449334 1526446 7.345189527
7 1526447 2724507 4.398451414
7 2724508 2822541 2.993700145
7 2822542 2979646 3.844065434
7 2979647 3054493 5.031478884
7 3054494 4200604 9.466108693
7 4200605 4315400 5.166278442
7 4315401 4400747 11.75912452
7 4400748 4970139 2.935612548
7 4970140 5132335 5.116850601
7 5132336 5242300 5.085159824
7 5242301 6717363 2.179739238
7 6717364 6979666 0.712215263
7 6979667 7793574 3.316170009
7 7793575 7907507 1.556391037
7 7907508 8482600 0.617718352
7 8482601 8687337 2.315887211
7 8687338 9020343 0.710145163
7 9020344 9265484 0.723907465
7 9265485 10034956 0.230625156
7 12153131 13283828 0.314172219
7 13283829 13721150 0.405789784
7 13721151 15966248 0.158228371
7 15966249 16360004 0.648447008
7 16360005 16762504 0.812701863
7 16762505 16810385 4.369808484
7 16810386 17808271 0.631180716
7 17808272 17939909 3.365968793
7 17939910 19048568 1.2087678
7 19048569 19859123 0.658025921
7 19859124 20102808 1.457830806
7 20102809 20325655 0.796352655
7 20325656 21751570 1.08980928
7 21751571 22065550 2.202091853
7 22065551 22707622 2.628276112
7 22707623 23011616 2.814820029
7 23011617 23182246 3.314726015
7 23182247 23226790 7.973630568
7 23226791 23841915 2.322818939
7 23841916 24227114 8.902071397
7 24227115 24427972 5.322829561
7 24427973 24586757 1.209151368
7 24586758 25024356 4.78294306
7 25024357 25190501 8.847911764
7 25190502 25513364 11.18456032
7 25513365 25566325 8.9478031
7 25566326 25606763 5.847675454
7 25606764 25821498 8.106647729
7 25821499 25874173 11.94479355
7 25874174 26095403 7.40327668
7 26095404 26399533 6.807646401
7 26399534 26428014 6.762410028
7 26428015 26534646 18.91895491
7 26534647 27044475 7.658313474
7 27044476 27051683 26.15557714
8 1191745 1547346 4.626009134
8 1547347 1697501 3.599032333
8 1697502 2438251 4.267454607
8 2438252 3279438 6.111282509
8 3279439 3346559 8.189752834
8 3346560 3360590 12.64566317
8 3360591 3716823 2.400556097
8 3716824 3812237 2.228560798
8 3812238 3940602 1.382462509
8 3940603 3972175 5.620260982
8 3972176 4021860 8.342910335
8 4021861 4072681 4.071071014
8 4072682 4265000 3.238278589
8 4265001 4370307 3.373575356
8 4370308 4728002 0.496134975
8 4728003 4976511 5.273249661
8 4976512 6437224 1.710534513
8 6437225 7518580 0.782030617
8 7518581 7856752 1.673232261
8 7856753 10297536 1.017180095
8 10297537 11554739 0.787658159
8 11554740 12596803 0.759142625
8 12596804 12722791 2.047317205
8 12722792 12869035 2.129466508
8 12869036 13135074 4.457832874
8 13135075 13364245 0.886564618
8 13364246 13586623 2.398311883
8 13586624 14091256 2.119756536
8 14091257 14149245 4.021762748
8 14149246 14166631 29.21933165
8 14166632 14757905 2.077332167
8 14757906 15029927 4.399253737
8 15029928 15093665 3.441060278
8 15093666 15321058 6.284762943
8 15321059 15338487 10.87052613
8 15338488 16066742 5.261101263
8 16066743 16224523 8.649523073
8 16224524 16247484 10.58898567
8 16247485 16515184 7.216779604
8 16515185 16563085 3.702505167
8 16563086 16681552 6.457605916
8 16681553 17256708 11.42751601
8 17256709 17286561 6.073627441
8 17286562 17444137 3.465737168
8 17444138 17555518 6.390381663
8 17555519 17595927 9.984914252
8 17595928 17716252 14.49355745
8 17716253 17921865 6.720078497
8 17921866 18000939 7.010334623
8 18000940 18120997 4.991785637
8 18120998 18142786 61.87318831
8 18142787 18228946 5.978812674
8 18228947 18268378 5.899391357
8 18268379 18364603 8.775907508
8 18364604 18882338 2.749492887
8 18882339 19362031 1.219488923
9 268183 621952 4.327654408
9 621953 819101 2.196981471
9 819102 856713 9.444943103
9 856714 1204167 3.079893741
9 1204168 1254658 7.035404329
9 1254659 1486919 3.835472163
9 1486920 1560857 11.48867835
9 1560858 1677322 11.60725797
9 1677323 1702357 14.84029159
9 1702358 1887334 12.19828033
9 1887335 1955021 10.51559827
9 1955022 2053770 12.48732645
9 2053771 2083883 10.08103145
9 2083884 2195513 3.42647317
9 2195514 2222747 7.012833223
9 2222748 2343163 3.17657122
9 2343164 2992264 0.27339582
9 2992265 3744470 0.47233351
9 3744471 5337041 14.13513576
9 5337042 5372611 9.986966545
9 5372612 5514942 9.591509931
9 5514943 5606897 4.195948018
9 5606898 5744996 6.080708767
9 5744997 5881002 14.68084937
9 5881003 6028150 2.825842689
9 6028151 6311427 4.454135352
9 6311428 7048249 4.569002826
9 7048250 7117324 2.76498299
9 7117325 7584064 2.781320221
9 7584065 7769974 1.911109677
9 7769975 7834840 5.478230506
9 7834841 8064568 1.546814058
9 8064569 8200808 1.302673958
9 8200809 9538508 0.265633251
9 9538509 9659641 1.923302486
9 9659642 10254239 0.860476322
9 10254240 10492913 1.194366793
9 10492914 10651422 1.798429111
9 10651423 10956660 2.835008092
9 10956661 11151146 3.870308403
9 11151147 12390505 0.649118778
9 12390506 12670351 0.634089463
9 12670352 13052116 2.333919296
9 13052117 13561984 0.348016742
9 13561985 13834675 0.650840328
9 13834676 13978359 1.235207817
9 13978360 14751929 0.229429269
9 14751930 14907510 4.84902848
9 14907511 16589703 0.886676618
9 16589704 16825299 0.894580553
9 16825300 17094543 2.800054226
9 17094544 17261886 1.060312651
9 17261887 17599885 1.051177074
9 17599886 18068413 70.7449845
9 18068414 18381630 6.947776142
9 18381631 18381939 721.1223301
9 18381940 18512790 20.88767224
9 18512791 18800654 0.719675958
9 18800655 19075284 4.262327859
9 19075285 19267062 2.780499327
10 272921 1530340 0.141058358
10 1530341 1709708 2.644186254
10 1709709 1922010 1.114030956
10 1922011 1983948 14.28948465
10 1983949 2341568 2.337318662
10 2341569 2381542 5.958427978
10 2381543 2565162 1.935104564
10 2565163 2648428 6.407621358
10 2648429 2667250 11.52922644
10 2667251 3077683 1.837547419
10 3077684 3115430 7.470259888
10 3115431 3196904 2.310516238
10 3196905 4858736 3.294141345
10 4858737 4933242 3.559395216
10 4933243 4978844 7.119468444
10 4978845 5681492 1.19702198
10 5681493 5839021 1.501090593
10 5839022 6362687 0.905448702
10 6362688 6687070 0.547079224
10 6687071 7439988 1.182809815
10 7439989 8404130 0.553079318
10 8404131 9294364 2.213756495
10 9294365 9642285 2.560086341
10 9642286 9852932 2.109074898
10 9852933 10031168 2.492760722
10 10031169 10254749 0.793694008
10 10254750 10405463 2.357206364
10 10405464 10814121 1.359895071
10 10814122 11652091 4.273854076
10 11652092 11662192 19.1974953
10 11662193 11668382 57.3976252
10 11668383 11692484 14.73965231
10 11692485 11758717 13.79961047
10 11758718 11841756 8.504947073
10 11841757 11931426 7.451748634
10 11931427 12525650 9.465469251
10 12525651 12557275 19.17419763
10 12557276 12983444 8.82635668
10 12983445 13055132 10.75855513
10 13055133 13103183 14.81568334
10 13103184 13162614 5.978003062
10 13162615 13221082 10.64950229
10 13221083 13319355 6.336800545
10 13319356 13332896 13.10346356
10 13332897 13412656 7.975537864
10 13412657 13460285 9.892076256
10 13460286 13659010 12.02939187
10 13659011 13907615 14.85456085
10 13907616 13932032 28.82757095
10 13932033 13971154 20.97675988
10 13971155 14100365 7.654331288
10 14100366 14163259 4.191383916
10 14163260 14222018 9.664965367
10 14222019 14263633 17.49894269
10 14263634 14726770 5.528179135
10 14726771 14839240 1.577927447
10 14839241 14903255 2.772311177
10 14903256 15066126 1.089631672
10 15066127 15321346 0.69535538
11 1935774 2307144 3.363496611
11 2307145 2341526 5.159990693
11 2341527 2881248 2.189485328
11 2881249 2976942 7.448720923
11 2976943 3295758 1.879296836
11 3295759 3473014 7.760461141
11 3473015 3609775 4.287533727
11 3609776 4036086 0.833288374
11 4036087 4134734 3.796159071
11 4134735 4239236 1.789657614
11 4239237 4397994 1.177296262
11 4397995 6239999 1.443566983
11 6240000 6917728 0.786969866
11 6917729 7113178 2.425886416
11 7113179 7285737 1.37044605
11 7285738 7385764 2.654115389
11 7385765 8041558 1.22274266
11 8041559 8308915 0.663723785
11 8308916 8556321 1.435831791
11 8556322 9611496 0.932703201
11 9611497 9836343 1.377095091
11 9836344 10140558 2.769628717
11 10140559 10763738 2.292597002
11 10763739 11036531 1.954729777
11 11036532 11485932 1.583623089
11 11485933 11508093 8.00762601
11 11508094 11653699 1.218778759
11 11653700 11862682 2.379170555
11 11862683 12019103 4.781540202
11 12019104 12105226 2.059862058
11 12105227 12752496 0.823949357
11 12752497 12961943 4.251314175
11 12961944 13027099 5.852047394
11 13027100 13052637 7.549753309
11 13052638 13200910 13.48650193
11 13200911 13620229 2.908379539
11 13620230 14075733 7.466977458
11 14075734 14269495 11.64414643
11 14269496 14402011 14.90926001
11 14402012 14754400 10.22694607
11 14754401 14762231 27.61586004
11 14762232 15063043 7.081134396
11 16179761 16336233 1.153341471
12 363318 458272 7.494213048
12 458273 552535 8.496537348
12 552536 628267 10.57521655
12 628268 901981 9.614106695
12 1360161 1516649 1.133826659
12 1516650 1806760 1.838062673
12 1806761 1988542 2.932897097
12 3288872 4135422 0.28291869
12 4135423 4367221 2.868676741
12 4367222 4422793 3.193304182
12 4422794 4555267 1.339354137
12 4555268 4840910 4.303172492
12 4840911 5706811 6.356219706
12 5706812 5827202 7.107888463
12 5827203 6277812 0.916587515
12 6277813 6399962 1.452880884
12 6399963 6536695 1.297919303
12 6536696 6606591 2.539016539
12 6606592 6733113 1.402651713
12 6733114 7248954 3.366741496
12 7248955 7417596 1.270101161
12 7417597 7540419 1.573252567
12 7540420 8183566 1.942547349
12 8183567 8404375 4.844222382
12 8404376 8556056 3.51607914
12 8556057 8584077 6.586460155
12 8584078 10883799 1.802749985
12 10883800 11027624 1.81649157
12 11027625 11455843 1.097008306
12 11455844 11598732 3.732487455
12 11598733 12166583 1.43350157
12 12166584 12317052 4.051498315
12 12317053 12645770 0.539714892
12 12645771 13330045 1.040266267
12 13330046 13921048 0.686445754
12 13921049 14257510 3.028420743
12 14257511 14599549 1.968123518
12 14599550 14913393 3.315572386
12 14913394 15009532 2.544694661
12 15009533 15113205 5.144172543
12 15113206 15138268 17.72412321
12 15138269 15426870 1.539235695
12 15426871 15535145 1.638803048
12 15535146 15685420 2.363797704
12 15685421 15691391 29.71326411
12 15691392 16333189 1.108858083
13 524298 1447764 0.192181312
13 1447765 1713702 2.005902128
13 1713703 1834379 4.420489406
13 1834380 2159509 1.186288561
13 2159510 3047242 2.940022056
13 3047243 4988787 2.724054554
13 4988788 5159906 1.092155751
13 5159907 5594991 0.68130779
13 5594992 5910668 7.770796732
13 5910669 6159286 3.819381541
13 6159287 6511858 5.420206086
13 6511859 6757608 1.445562564
13 6757609 6797091 4.494488767
13 6797092 7081461 1.249269614
13 7081462 7357456 2.021542057
13 7357457 10133318 1.224138268
13 10133319 10598454 0.40048158
13 10598455 10886695 1.393751409
13 10886696 11385258 0.805740298
13 11385259 12037706 1.122020605
13 12037707 12350802 1.341298835
13 12350803 12473476 4.347434664
13 12473477 14279430 0.791163562
13 14279431 14566394 1.999304442
13 14566395 15378570 2.375769168
13 15378571 15571272 1.843363847
13 15571273 15794516 3.188290391
13 15794517 16112933 4.364000352
13 16112934 16299065 2.117990458
13 16299066 16655026 2.849693365
13 16655027 16871488 2.097263723
13 16871489 16932624 6.431843758
13 16932625 17013719 12.17118811
13 17013720 17124757 9.095609611
13 17124758 17287015 18.85057439
13 17287016 17478984 7.887210435
13 17478985 17641463 5.353585386
13 17641464 17690411 5.440091526
13 17690412 17696174 46.20746139
13 17696175 17771355 2.360237294
13 17771356 17901112 4.44520681
13 17901113 18178289 6.375545229
13 18178290 18430512 11.66349421
13 18688123 18926665 9.774725312
13 18926666 19085912 11.23001438
13 19085913 19182382 3.681905256
13 19793353 19882876 1.982239399
14 690634 894868 4.679565207
14 894869 1076431 8.486043963
14 1076432 1195049 9.226909069
14 1195050 1514160 9.651108862
14 1514161 1554829 37.75846714
14 1554830 1825648 8.081925567
14 1825649 1931915 10.08536705
14 1931916 1962086 34.8500116
14 1962087 2033100 17.83541555
14 2033101 2181048 5.091955282
14 2181049 2375841 12.53882429
14 2375842 2456419 4.680638636
14 2456420 2460565 45.42052581
14 2460566 2574766 15.1526519
14 2574767 2636605 14.1946102
14 2636606 2715703 7.6638714
14 2715704 2967906 8.541009821
14 2967907 2985380 12.25756553
14 2985381 3189866 3.995010905
14 3189867 3292800 2.080133872
14 3292801 3447685 10.39833102
14 3447686 3642991 5.47975331
14 3642992 4005398 2.953086723
14 4005399 4089258 5.083998331
14 4089259 4232227 4.481235093
14 4232228 4259895 17.97333382
14 4259896 4432569 4.333039716
14 4432570 4614929 2.925168897
14 4614930 5190308 1.291152267
14 5190309 5474145 0.723548727
14 5474146 5909051 3.770095377
14 5909052 6849438 1.175061756
14 6849439 7142093 2.013194034
14 7142094 7392271 4.2779501
14 7392272 8766527 0.671161778
14 8766528 8859737 2.925024139
14 8859738 8945810 3.167964402
14 8945811 9141719 1.173953723
14 9141720 9287166 2.257102587
14 9287167 9735748 0.731815811
14 9735749 10022194 3.998859122
14 10022195 10066890 4.241469035
14 10066891 10493800 1.783943688
14 10493801 10784421 2.450382801
14 10784422 10950686 1.067321445
14 10950687 10967118 21.62389241
14 10967119 11037320 2.52803054
14 11037321 11108353 2.498582349
14 11108354 11345666 3.754898805
14 11345667 11436263 4.411476097
14 11436264 11656441 1.815209966
14 11656442 12618267 0.833672307
14 12618268 13299468 2.610164548
14 13299469 13883110 0.914164334
14 13883111 14018215 1.313325192
14 14018216 14214121 3.635064776
14 14214122 14512749 0.594226931
15 321921 435040 79.85656736
15 435041 807428 0.613149457
15 807429 1194238 3.077205088
15 1194239 1261503 8.534593028
15 1261504 1997577 8.832736247
15 1997578 2066065 2.864932543
15 2066066 2216030 15.88030474
15 2216031 2385169 8.312421145
15 2385170 2413785 18.64181227
15 2413786 2471773 6.126376147
15 2471774 2507045 22.71851894
15 2507046 2566368 13.50679163
15 2566369 2731642 9.38293682
15 2731643 2883250 4.443361168
15 2883251 3034216 5.064943762
15 3034217 3269921 4.878840924
15 3269922 3345264 9.217932655
15 3345265 4138554 4.801760895
15 4138555 4167330 12.87250487
15 4167331 4191026 16.63833558
15 4191027 4642352 3.079566433
15 4642353 5400351 2.361747047
15 5400352 5858890 3.116602514
15 5858891 6213472 1.504131625
15 6213473 6639481 3.16742651
15 6639482 8737531 1.637452396
15 8737532 9174099 2.216544044
15 9174100 9515070 1.04181558
15 9515071 9839017 1.09657907
15 9839018 10310105 2.270645824
15 10310106 10408785 1.79780604
15 10408786 11044233 0.559048891
15 11044234 11164365 1.477161789
15 11164366 11238624 2.389704952
15 11238625 11492839 0.698059123
15 11492840 11588348 6.212144405
15 11588349 11673180 3.481547058
15 11673181 11777081 1.707790108
15 11777082 11832899 6.363973987
15 11832900 11967636 2.636261754
15 11967637 12187214 2.428756068
15 12187215 13153669 0.36753703
15 13153670 13676980 0.678758711
15 13676981 15587730 0.3724762
16 736956 2585761 1.927185816
16 2585762 2898523 5.480862125
16 2898524 3058433 3.439828654
16 3058434 3328921 5.030351439
16 3328922 4084489 2.845979846
16 4084490 4197958 1.562777499
16 4197959 5144896 1.059169661
16 5144897 5471163 1.838785105
16 5471164 5534987 5.565970481
16 5534988 6047924 0.345964709
16 6047925 6246695 1.78724009
16 6246696 6372463 2.824657306
16 6372464 6418085 3.888569111
16 6418086 7674627 1.839659796
16 7674628 8795563 0.81369766
16 8795564 9048409 3.128375375
16 9048410 9562093 1.927250021
16 9562094 10206983 0.550815798
16 10206984 10250393 8.18249021
16 10250394 10375459 5.690849631
16 10375460 10611556 1.127818651
16 10611557 10646414 7.639528946
16 10646415 10993699 0.510962178
16 10993700 11409755 3.760312794
16 11409756 11705095 0.747775784
16 11705096 11963875 1.37267795
16 11963876 12239415 1.289177252
16 12239416 12765260 0.337468075
16 12765261 12923883 1.118662489
16 12923884 13024461 3.801287558
16 13024462 13155107 6.453770494
16 13155108 13628334 2.681095119
16 13628335 14031175 0.881758808
16 14031176 14177977 6.351325595
16 14177978 14299970 3.244877165
16 14299971 14874605 4.524539055
16 14874606 14998142 1.530884674
16 14998143 15668315 5.400376321
16 15668316 16027971 9.454868541
16 16027972 16051738 9.398005638
16 16051739 16094081 15.95010273
16 16094082 16143392 4.771241711
16 16244072 16289361 3.916712299
16 16289362 16672260 4.200067381
16 16672261 16902827 0.76931521
16 16902828 16958532 53.91363432
16 16958533 17209573 1.566999414
16 17209574 17262487 7.378183468
16 17262488 17465414 17.27424345
16 17465415 17535792 19.03660803
16 17535793 17690174 11.09057921
