lg pos1 pos2 dn
1 5805079 5806185 0.01455
1 5807949 5810402 0.178058333333333
1 5836452 5839025 0.0360348333333333
1 5854274 5864978 0.0764056666666667
1 5866321 5868151 0.0580185
1 5871321 5902430 0.033724
1 5911897 5915684 5.4e-05
1 5920985 5928413 0.0857115
1 5937570 5939340 0.139498666666667
1 5966412 5977419 0.0971306666666667
1 5980980 5983171 0.0931885
1 5985827 5996095 0.00394366666666667
1 6123882 6150613 0.110527666666667
1 6159836 6170264 0.0546056666666667
1 6172911 6197405 0.0545266666666667
1 6206113 6208424 0.0206863333333333
1 6212467 6229609 0.04359
1 6232964 6234580 0.117636166666667
1 6236909 6237643 0.0153533333333333
1 6238914 6241202 0.055962
1 6242282 6244025 0.129110666666667
1 6245953 6248843 0.133515666666667
1 6250813 6252158 0.174432333333333
1 6266514 6270948 0.254159333333333
1 6272282 6281123 0.106516333333333
1 6283524 6297921 0.068601
1 6300577 6304779 0.091186
1 6315506 6357731 0.0370396666666667
1 6368016 6374543 0.102018333333333
1 6375143 6379717 0.0188516666666667
1 6399461 6404685 0.020522
1 6450466 6452113 0.513178
1 6458406 6536357 0.363141
1 6554830 6569989 0.104188333333333
1 6642138 6717755 0.0307043333333333
1 6725039 6727697 0.176724
1 6729472 6735234 0.091235
1 6748014 6770807 0.0306203333333333
1 6774853 6788674 0.559706666666667
1 6789295 6797202 0.142529666666667
1 6802071 6805344 0.098429
1 6817428 6823743 0.033104
1 6839106 6841996 0.116307666666667
1 6847350 6887280 0.0282733333333333
1 6892498 6912972 0.109583
1 6930934 6971403 0.03954
1 6983471 6991945 0.193039
1 6992838 6997265 0.0703015
1 7025597 7037380 0.0951686666666667
1 7044038 7049685 0.0544145
1 7056587 7057788 0.138381666666667
1 7058416 7060534 0.0640483333333333
1 7067099 7068103 0.167555
1 7086897 7087907 0.109789
1 7212546 7247667 0.027306
1 7408054 7428093 0.020944
1 7429585 7430761 0.161900333333333
1 7433814 7449826 0.094411
1 7480872 7489908 0.0293995
1 7509074 7523648 0.0810615
1 7524210 7529201 0.150363666666667
1 7530051 7532857 0.123512833333333
1 7534359 7547904 0.00546516666666667
1 7548475 7555673 0.1448775
1 7557008 7561871 0.154641
1 7562563 7566990 0.174029666666667
1 7568494 7571957 0.07059
1 7573483 7576174 0.080362
1 7590810 7595653 0.22465
1 7596867 7608799 0.030992
1 7609666 7612260 0.056099
1 7614233 7615946 0.0343246666666667
1 7617542 7631515 0.162418333333333
1 7633993 7648015 0.027089
1 7652097 7662516 0.119188
1 7666331 7669626 0.0618015
1 7711424 7718976 0.074642
1 7742778 7772976 0.0873703333333333
1 7779850 7794030 0.0843763333333333
1 7795716 7798893 0.135902333333333
1 7799466 7801516 0.0359753333333333
1 7804379 7814771 0.147996333333333
1 7819170 7825689 0.0365246666666667
1 7851131 7883099 0.0545826666666667
1 7884939 7889802 0.152696
1 7944004 7949594 0.041699
1 7950910 7953127 0.0693376666666667
1 7955113 7960310 0.0570145555555556
1 7960644 7963349 0.09301275
1 7963629 7966954 0.262818
1 7970667 7978934 0.140365
1 7984427 7992236 0.0650328333333333
1 7994935 8024790 0.118693
1 8030647 8032675 0.103979333333333
1 8040906 8042255 0.126743666666667
1 8050570 8076662 0.404465333333333
1 8081930 8106122 0.0671673333333333
1 8117262 8202337 0.0233373333333333
1 8360502 8362370 0.129323
1 8365243 8376303 0.0864976666666667
1 8387386 8393676 0.0562463333333333
1 8397728 8403362 0.0802993333333333
1 8407809 8413900 0.146724
1 8464004 8471992 0.2739385
1 8509579 8522810 0.0545945555555556
1 8533757 8538878 0.216834333333333
1 8558661 8571918 0.241725666666667
1 8575330 8575822 0.3738805
1 8606768 8609836 0.1497035
1 8612249 8646561 0.063373
1 8665489 8666737 0.0562373333333333
1 8668669 8674810 0.198512
1 8675614 8790734 0.109337
1 8796782 8801850 0.0225453333333333
1 8890956 8917439 0.0395213333333333
1 8924403 8928404 0.234211
1 8929439 8934034 0.0915153333333333
1 8935387 8937511 0.300880666666667
1 8950903 8953636 0.329325
1 8959411 8964674 0.254557111111111
1 8990298 9055383 0.0134956666666667
1 9059605 9062045 0.11315
1 9066263 9069851 0.280022333333333
1 9084555 9086444 0.0836173333333333
1 9090447 9091400 0.186292666666667
1 9102134 9126171 0.034355
1 9131095 9141734 0.0315786666666667
1 9143564 9145147 0.0424783333333333
1 9146859 9153860 0.0807075
1 9166576 9173856 0.0983496666666667
1 9180092 9182871 0.078601
1 9190590 9210348 0.117013666666667
1 9296870 9301292 0.00553
1 9303842 9311720 0.012963
1 9339476 9344007 0.04596225
1 9346068 9352714 0.165747333333333
1 9359890 9363928 0.0749673333333333
1 9378350 9392221 0.1016575
1 9423834 9435566 0.585141
1 9465817 9466215 0.096498
1 9489065 9491339 0.112261333333333
1 9505875 9506291 0.1472215
1 9540078 9542455 0.177655
1 9544230 9546832 0.122654222222222
1 9552408 9558069 0.0952516666666667
1 9571378 9575322 0.191606333333333
1 9577561 9581956 0.120246666666667
1 9584960 9586865 0.103487333333333
1 9587470 9590691 0.0733883333333333
1 9591849 9595660 0.0439913333333333
1 9598418 9618056 0.136201166666667
1 9654275 9676217 0.0594538333333333
1 9683507 9698264 0.0276563333333333
1 9701258 9705705 0.095656
1 9710705 9714331 0.0530535
1 9723215 9733089 0.196538833333333
1 9763394 9765359 0.852033
1 9799920 9802037 0.044194
1 9803940 9805636 0.282403
1 9807301 9816488 0.103786333333333
1 9816673 9818637 0.3666285
1 9818367 9828009 0.0484401666666667
1 9829619 9832706 0.081765
1 9833731 9835425 0.103615
1 9836133 9838597 0.0730383333333333
1 9858715 9860186 0.176258333333333
1 9866672 9916497 0.0242436666666667
1 9922417 9925373 0.0519835
1 9938430 9945439 0.0352603333333333
1 9949176 9949685 0.235639333333333
1 9950922 9954458 0.0424123333333333
1 9955544 9990054 0.019079
1 9998415 10002459 0.0651406666666667
1 10004237 10007803 0.416513
1 10009030 10010560 0.128230166666667
1 10023242 10032346 0.0459616666666667
1 10034861 10065615 0.026169
1 10068110 10069294 0.111587
1 10082472 10129799 0.0719105
1 10085122 10099776 0.0667926666666667
1 10141668 10151287 0.18194425
1 10152497 10153833 0.405117
1 10156433 10188462 0.011911625
1 10309588 10310505 0.199203
1 10325442 10326592 0.170551666666667
1 10334339 10336553 0.0972158888888889
1 10346343 10357776 0.201003666666667
1 10371470 10377252 0.07612
1 10382050 10383467 0.2004585
1 10418719 10449009 0.0285203333333333
1 10467941 10468882 0.0396226666666667
1 10482547 10483960 5.7e-05
1 10532235 10547311 0.0791163333333333
1 10550729 10557761 0.109273333333333
1 10570526 10590911 0.054279
1 10608295 10610782 0.443465
1 10616415 10619562 0.156543
1 10626884 10627360 0.1294825
1 10632108 10642894 0.135129
1 10662034 10664005 0.100488
1 10669725 10679968 0.228401
1 10757791 10764221 0.135937833333333
1 10768786 10772659 0.139434
1 10774820 10795119 0.0318085
1 10817514 10820092 0.118554
1 10821596 10839292 0.064495
1 10845514 10849861 0.0536106666666667
1 10853645 10858434 0.137145
1 10881353 10910999 0.284594166666667
1 10940398 10945182 0.078648
1 10950224 10963455 0.0322883333333333
1 10966797 10979564 0.121079833333333
1 10981250 10983032 0.275345333333333
1 10994032 10995020 0.010619
1 11000782 11031400 0.0848563333333333
1 11074344 11082049 0.109390333333333
1 11082786 11086691 0.0456772222222222
1 11088226 11089320 0.113199333333333
1 11091174 11094809 0.00756833333333333
1 11096788 11105500 0.092334
1 11163129 11180511 0.0401885
1 11198442 11224026 0.0449356666666667
1 11344900 11377049 0.094159
1 11382603 11397630 0.0581363333333333
1 11407005 11410700 0.046588
1 11411194 11412785 0.234703666666667
1 11413542 11421148 0.0592218333333333
1 11429258 11431685 0.173182333333333
1 11437194 11441747 0.0401431666666667
1 11579509 11582578 0.0252955
1 11585569 11592485 0.0635665
1 11597447 11601747 0.029665
1 11607936 11614465 0.074344
1 11619039 11627018 0.0918753333333333
1 11640870 11642747 0.070436
1 11730923 11773953 0.0519095
1 11878414 11880168 0.0424606666666667
1 11905446 11926297 0.120696166666667
1 11932289 11952652 0.0735463333333333
1 11947087 11952687 0.092366
1 11957907 11963310 0.144912
1 11984518 12024604 0.145893
1 12038391 12056617 0.271800666666667
1 12057660 12059555 0.093703
1 12060329 12102661 0.0209281666666667
1 12103464 12105300 0.157662666666667
1 12105804 12108532 0.0837313333333333
1 12109430 12123883 0.0726963333333333
1 12131921 12135012 0.0513808333333333
1 12137798 12140034 0.0112165
1 12164586 12177430 0.046352
1 12185852 12213917 0.086106
1 12229512 12238657 0.029817
1 12266909 12293259 0.0183491666666667
1 12296024 12304235 0.0449256666666667
1 12310292 12314107 0.165422
1 12317367 12322274 0.0710693333333333
1 12328410 12330059 0.0604123333333333
1 12337225 12341398 0.314734666666667
1 12344725 12345833 0.0678045
1 12361944 12367073 0.0887875
1 12372780 12375187 0.135076
1 12379163 12390950 0.186141666666667
1 12392909 12401984 0.115301333333333
1 12463776 12466145 0.135332333333333
1 12470211 12493888 0.102181
1 12515292 12518978 0.5537775
1 12522462 12525280 0.138350333333333
1 12527100 12538711 0.047227
1 12542061 12547334 0.0780923333333333
1 12863342 12992642 0.1695615
1 13131167 13136492 0.2041595
1 13139185 13152967 0.0789144444444444
1 13157633 13159736 0.0914876666666667
1 13160216 13163609 0.0619385
1 13163992 13165636 0.131180666666667
1 13168649 13169584 0.209216
1 13172044 13172976 0.2873455
1 13204979 13206656 0.186931
1 13241318 13249541 0.19152
1 13250718 13294874 0.0420463333333333
1 13316994 13352960 0.0425306666666667
1 13362884 13366744 0.169544
1 13368759 13370756 0.143487
1 13373946 13379328 0.101626333333333
1 13380654 13383857 0.060965
1 13419186 13440418 0.0730523333333333
1 13479008 13605192 0.059602
1 13608626 13619086 0.0875595
1 13626289 13631703 0.11354
1 13650351 13660833 0.158673333333333
1 13663942 13670074 0.0963966666666667
1 13679903 13723606 0.0770526666666667
1 13725256 13739469 0.0224135
1 13751016 13754770 0.0416193333333333
1 13774012 13834603 0.188929
1 13853852 13865874 0.22314
1 13867972 13874416 0.120814
1 13903005 13923358 0.0479391666666667
1 13926650 13927339 0.201969333333333
1 13928378 13929303 0.107840333333333
1 13930653 13932718 0.122881
1 13933064 13934086 0.234463
1 13943750 13956004 0.0226696666666667
1 13962476 13965574 0.190071
1 13966627 13971727 0.179454666666667
1 13971864 13974620 0.142170666666667
1 13985038 14007301 0.0375133333333333
1 14115348 14175530 0.0802471666666667
1 14181462 14190981 0.143329833333333
1 14207318 14211154 0.0743336666666667
1 14213403 14216706 0.0721633333333333
1 14261590 14279139 0.076991
1 14281680 14316590 0.0291626666666667
1 14322123 14326363 0.1566175
1 14341623 14343831 0.070661
1 14352147 14358752 0.0221353333333333
1 14404812 14405267 0.0232573333333333
1 14450640 14453223 0.273495333333333
1 14454279 14459159 0.406674
1 14461065 14463469 0.0642627777777778
1 14468095 14471454 0.0104121111111111
1 14472720 14482140 0.096658
1 14485714 14486646 0.101536333333333
1 14585614 14684838 0.0289076666666667
1 14698655 14704587 0.0892536666666667
1 14705632 14731422 0.049244
1 14736944 14767457 0.1705095
1 14774869 14796093 0.0778165
1 14805098 14807616 0.335609
1 14810368 14815632 0.106936833333333
1 14817967 14822383 0.042205
1 14826603 14868822 0.0115333333333333
1 14891787 14942346 0.0597296666666667
1 15017031 15021116 0.211741666666667
1 15122826 15142825 0.0551196666666667
1 15361610 15367788 0.180426
1 15372490 15379424 0.028728
1 15382050 15384483 0.286060666666667
1 15424209 15453953 0.129944
1 15505384 15514157 0.062708
1 15646519 15668010 0.04315
1 15672536 15680581 0.0644733333333333
1 15706210 15715084 0.0278166666666667
1 15719846 15727802 0.167961
1 15743759 15755499 0.062509
1 15767604 15774311 0.359999
1 15780868 15792802 0.0570855
1 15798118 15806559 0.0933603333333333
1 15826511 15827395 0.0860503333333333
1 15831154 15878109 0.132484166666667
1 15879237 15887904 0.0330043333333333
1 15889642 15897725 0.047427
1 15913134 15919082 0.0439683333333333
1 15921096 15952634 0.0555054444444444
1 15969470 15972202 0.5026345
1 15973538 15990322 0.0736626666666667
1 15990433 15991667 0.477900666666667
1 15998209 16046758 0.034037
1 16058124 16061240 0.0907872222222222
1 16062777 16064381 0.1119945
1 16067036 16075005 0.134502833333333
1 16078942 16083394 0.270384
1 16094778 16096616 0.165582
1 16097383 16106309 0.242479
1 16133913 16139631 0.127205666666667
1 16176222 16179190 0.0611033333333333
1 16186114 16187583 0.0992563333333333
1 16188037 16190181 0.2346955
1 16234489 16289718 0.0238813333333333
1 16310314 16315449 0.0309416666666667
1 16354945 16372843 0.0529985
1 16375170 16378490 0.187629666666667
1 16390297 16391939 0.800615
1 16395986 16427776 0.002351
1 16449768 16492104 0.076728
1 16493304 16495346 0.0539293333333333
1 16496808 16497485 0.1280625
1 16498882 16499517 0.090848
1 16501605 16502264 0.1317195
1 16509198 16509953 0.194853666666667
1 16513411 16514115 0.188011333333333
1 16515331 16515954 0.152414
1 16522193 16522861 0.0523206666666667
1 16525457 16526280 0.09858
1 16528308 16530918 0.035112
1 16536321 16540745 0.1887765
1 16542876 16548242 0.029367
1 16562955 16573908 0.196241444444444
1 16576953 16584352 0.0419063333333333
1 16595513 16598781 0.0786635
1 16606546 16623739 0.0981023333333333
1 16625851 16630830 0.169050833333333
1 16633944 16692160 0.028989
1 16700644 16706717 0.0569363333333333
1 16701544 16718918 0.0635843333333333
1 16727855 16729262 0.0601356666666667
1 16764389 16767536 0.0372033333333333
1 16769630 16772481 0.0820423333333333
1 16785915 16789550 0.0386853333333333
1 16793962 16802662 0.0792326666666667
1 16804582 16810061 0.0288793333333333
1 16812810 16814978 0.0835785
1 16814780 16818616 0.0398316666666667
1 16824225 16826612 0.0184473333333333
1 16829510 16836108 0.0797881666666667
1 16837280 16849253 0.302968333333333
1 16989648 17008533 0.169848666666667
1 17010466 17013973 0.0292603333333333
1 17017604 17044023 0.106119
1 17045793 17052316 0.0174866666666667
1 17056363 17069500 0.170109
1 17074932 17080594 0.113839
1 17095491 17096499 0.128782
1 17097009 17103753 0.0484606666666667
1 17103971 17106051 0.194142666666667
1 17134277 17138229 0.131485
1 17158618 17164412 0.08499
1 17190572 17203200 0.018052
1 17220794 17235906 0.0984106666666667
1 17244095 17279920 0.0304546666666667
1 17297365 17319204 0.096993
1 17304763 17306616 0.0797586666666667
1 17328898 17335627 0.100326
1 17339977 17353767 0.0188026666666667
1 17354759 17360193 0.0913168333333333
1 17361220 17368296 0.045765
1 17372058 17374448 0.158313
1 17421594 17432568 0.0405396666666667
1 17441564 17442599 0.144644
1 17460083 17461114 0.0896183333333333
1 17486314 17489413 0.036583
1 17961864 17997082 0.0250333333333333
1 18030988 18035561 0.165963333333333
1 18038142 18045304 0.114215
1 18046339 18053773 0.119091333333333
1 18057351 18069855 0.175782
1 18202269 18211098 0.0583526666666667
1 18222614 18246262 0.056668
1 18256028 18272665 0.164259
1 18319233 18344607 0.0299503333333333
1 18354700 18360611 0.345121
1 18366942 18373977 0.0683741666666667
1 18381599 18387921 0.121788666666667
1 18441588 18479552 0.114153666666667
1 18485274 18493729 0.005837
1 18501183 18506137 0.078747
1 18508123 18537196 0.178025333333333
1 18569315 18583747 0.0993726666666667
1 18603469 18610367 0.00492966666666667
1 18620444 18879930 0.0587173333333333
1 19052997 19058782 0.0107136666666667
1 19297008 19297526 0.3099345
1 19488019 19498872 0.146557333333333
1 19518329 19523773 0.108732
1 19560309 19576350 0.1388945
1 19581479 19591703 0.0684103333333333
1 19598761 19625911 0.124739
1 19630729 19638360 0.229870555555556
1 19641380 19732071 0.057113
1 19812109 19819985 0.070264
1 19955143 19959403 0.119696666666667
1 19964369 19967809 0.381635333333333
1 19969807 19974985 0.0593473333333333
1 19975904 19978237 0.249518
1 19979177 19981249 0.156534
1 19993992 20006809 0.192839333333333
1 20034067 20040380 0.360095
1 20042715 20044834 0.1101005
1 20052093 20057111 0.0551133333333333
1 20057321 20063416 0.0789626666666667
1 20067344 20070336 0.025888
1 20095231 20137403 0.023119
1 20139946 20147736 0.16765
1 20161038 20166961 0.0238965
1 20168495 20203699 0.035891
1 20205970 20208253 0.1282075
1 20209974 20218623 0.195920333333333
1 20223227 20244542 0.056312
1 20246525 20285914 0.0395983333333333
1 20419903 20443357 0.0448146666666667
1 20491288 20509048 0.176858333333333
1 20572457 20573443 0.0439706666666667
1 20602952 20606237 0.143511666666667
1 20619109 20637396 0.0862793333333333
1 20640584 20644716 0.052436
1 20645156 20648034 0.231217333333333
1 20650243 20664694 0.0470358333333333
1 20677350 20685753 0.198060333333333
1 20690078 20692220 0.200244
1 20696731 20717429 0.124119
1 20717715 20732805 0.131970666666667
1 20734644 20740864 0.175515666666667
1 20742013 20745030 0.081632
1 20745440 20751111 0.0529443333333333
1 20754740 20776982 0.0469646666666667
1 20793942 20794313 0.027357
1 20839285 20841300 0.0351443333333333
1 20841697 20844165 0.0745463333333333
1 20844310 20873790 0.111652
1 20879251 20887927 0.239654
1 20905366 20911739 0.198076333333333
1 20916163 20919542 0.0569116666666667
1 20921581 20927516 0.170276
1 20930601 20933953 0.0875693333333333
1 20956431 20959231 0.080124
1 20962287 20981237 0.07092
1 21005102 21016637 0.0984886666666667
1 21028485 21034777 0.1595555
1 21037368 21043291 0.121184166666667
1 21044653 21051780 0.114596666666667
1 21055709 21059805 0.0613576666666667
1 21063176 21092565 0.019804
1 21099552 21104133 0.0507633333333333
1 21107165 21109592 0.0784726666666667
1 21140858 21150515 0.0330303333333333
1 21155272 21181371 0.0631106666666667
1 21184053 21189564 0.0955446666666667
1 21388343 21434933 0.0506256666666667
1 21473205 21475291 0.142307
1 21491546 21492836 0.12765025
1 21583240 21588042 0.13841
1 21589378 21596657 0.0601766666666667
1 21600545 21614802 0.0856236666666667
1 21620622 21621984 0.104111333333333
1 21624062 21625496 0.393724
1 21630258 21663404 0.119842666666667
1 21665938 21670669 0.0363893333333333
1 21677574 21684080 0.1323815
1 21699651 21730178 0.045442
1 21760544 21783366 0.06528
1 21856731 21858543 0.118516333333333
1 21861214 21861551 0.088853
1 21867888 21896675 0.0739451666666667
1 21913742 21915030 0.3782715
1 21932962 21935790 0.172540333333333
1 21946843 21950061 0.042439
1 21953044 21958260 0.0866126666666667
1 21958545 21961593 0.118747833333333
1 21961734 21977124 0.0193743333333333
1 21995013 22014777 0.211609333333333
1 22046513 22065408 0.0464626666666667
1 22087211 22100621 0.0880903333333333
1 22111889 22114279 0.367178666666667
1 22116777 22119346 0.149416
1 22121776 22122533 0.1203915
1 22123043 22127106 0.259574866666667
1 22128101 22134259 0.182552333333333
1 22159095 22160780 0.155868
1 22161642 22164775 0.629154
1 22173389 22174626 0.21065725
1 22182579 22188123 0.392986166666667
1 22187222 22190408 0.333927333333333
1 22191538 22192485 0.0835326666666667
1 22196346 22201489 0.0959766666666667
1 22217340 22232358 0.0274411666666667
1 22265272 22268146 0.0322876666666667
1 22269225 22284819 0.375164111111111
1 22290567 22292416 0.126515666666667
1 22354399 22357117 0.3012
1 22365015 22396113 0.7656805
1 22397705 22403312 0.0250955
1 22423778 22427183 0.113392666666667
1 22442106 22445698 0.14524575
1 22455524 22456409 0.136568333333333
1 22458702 22460615 0.0527695
1 22501384 22526888 0.0566465
1 22537218 22539343 0.19158
1 22543148 22546037 0.211855
1 22618498 22686322 0.0456106666666667
1 22715912 22720301 0.088732
1 22725532 22729041 0.152196555555556
1 22757567 22764502 0.0490805
1 22767072 22796931 0.017006
1 22816729 22830124 0.0142793333333333
1 22834627 22844500 0.0681823333333333
1 22863134 22868230 0.0646652222222222
1 22868899 22870381 0.082469
1 22892865 22895068 0.0868663333333333
1 22896081 22901490 0.040611
1 22902565 22904301 0.0442145
1 22915307 22917724 0.17137975
1 22919039 22927647 0.1208605
1 22930497 22943245 0.114429333333333
1 22995591 22996655 0.0281466666666667
1 23025627 23036352 0.059193
1 23047511 23055846 0.0393973333333333
1 23070899 23102023 0.0343351666666667
1 23107606 23111765 0.0773236666666667
1 23113370 23116992 0.1712105
1 23125880 23140148 0.0651326666666667
1 23163487 23169768 0.028248
1 23177069 23181934 0.8209695
1 23187497 23194818 0.134289333333333
1 23199455 23201518 0.197772666666667
1 23203589 23205788 0.129350333333333
1 23237473 23245443 0.0284525
1 23288291 23341962 0.0830073333333333
1 23355165 23360037 0.124488666666667
1 23368644 23369552 0.110963333333333
1 23373687 23409507 0.0484976666666667
1 23417964 23421195 0.0802146666666667
1 23425202 23427642 0.170985333333333
1 23434712 23440042 0.0334073333333333
1 23443090 23447491 0.220357
1 23464529 23466398 0.098454
1 23542008 23544717 0.0447166666666667
1 23555654 23556841 0.0647316666666667
1 23562074 23566055 0.185205666666667
1 23568537 23572608 0.114659333333333
1 23619581 23639703 0.027858
