"lg" "pos1" "pos2" "ds"
1 4236565 4248993 0.312249
1 4322322 4397568 0.156367
1 4425525 4435391 0.273664
1 4470998 4481907 0.307366
1 4482490 4485218 0.332302
1 4482490 4485218 0.32353
1 4485819 4491775 0.267964
1 4485819 4491775 0.37345
1 4494513 4498339 0.264465
1 4499549 4509058 0.331855
1 4511274 4515926 0.273522
1 4543685 4582641 0.310408
1 4586161 4587852 0.174591
1 4586161 4587852 0.0788
1 4607682 4609548 0.431304
1 4617503 4623965 0.174108
1 4706529 4713986 0.073932
1 4716822 4758126 0.377933
1 4743905 4749468 0.452961
1 4743905 4749468 0.452078
1 4766643 4768983 0.529552
1 4772115 4783409 0.793292
1 4792948 4798955 6e-06
1 4807095 4815196 7.3e-05
1 4818207 4825298 0.346804
1 5065629 5116913 0.371881
1 5065629 5116913 0.368457
1 5065629 5116913 0.333652
1 5136823 5139540 0.26856
1 5186778 5192211 0.357321
1 5186778 5192211 0.363085
1 5335913 5344736 0.380707
1 5335913 5344736 0.410258
1 5357524 5359129 0.374277
1 5408524 5408916 5.3e-05
1 5465852 5488747 0.306953
1 5496803 5535584 0.367095
1 5512892 5515273 0.086101
1 5537599 5542661 0.404214
1 5537599 5542661 0.364643
1 5537599 5542661 0.364668
1 5537599 5542661 0.360978
1 5543009 5544661 0.463037
1 5544654 5547177 0.4824
1 5548344 5562595 0.277705
1 5562826 5565056 0.5707
1 5570060 5575752 0.368461
1 5570060 5575752 1.2e-05
1 5577318 5597550 0.37735
1 5674998 5692007 0.307548
1 5694625 5711351 0.075959
1 5731414 5748914 0.053268
1 5759769 5763212 0.387847
1 5766408 5786885 0.254231
1 5794328 5802345 0.343599
1 5805079 5806185 0.4113
1 5807949 5810402 0.530827
1 5836452 5839025 0.753245
1 5836452 5839025 0.617963
1 5854274 5864978 0.295853
1 5866321 5868151 0.394777
1 5866321 5868151 0.313023
1 5871321 5902430 0.299748
1 5911897 5915684 0.057936
1 5920985 5928413 0.368137
1 5937570 5939340 0.312693
1 5944178 5955498 0.079205
1 5966412 5977419 0.422137
1 5980980 5983171 0.322669
1 5985827 5996095 0.069058
1 6123882 6150613 0.272258
1 6159836 6170264 0.194925
1 6172911 6197405 0.266086
1 6206113 6208424 0.356996
1 6212467 6229609 0.255974
1 6232964 6234580 0.476703
1 6232964 6234580 0.619557
1 6236909 6237643 0.214336
1 6238914 6241202 0.338825
1 6242282 6244025 0.161764
1 6245953 6248843 0.130162
1 6250813 6252158 0.252901
1 6266514 6270948 0.211119
1 6272282 6281123 0.322593
1 6272282 6281123 0.311911
1 6283524 6297921 0.381769
1 6300577 6304779 0.328928
1 6315506 6357731 0.304897
1 6368016 6374543 0.384945
1 6368016 6374543 0.632534
1 6375143 6379717 0.359457
1 6399461 6404685 0.512587
1 6458406 6536357 0.286127
1 6554830 6569989 0.335974
1 6642138 6717755 0.374617
1 6725039 6727697 0.406942
1 6729472 6735234 0.278016
1 6748014 6770807 0.30735
1 6774853 6788674 0.11765
1 6774853 6788674 0.608394
1 6789295 6797202 0.321712
1 6802071 6805344 0.303799
1 6817428 6823743 0.171329
1 6839106 6841996 0.321454
1 6839106 6841996 0.370501
1 6847350 6887280 0.40065
1 6892498 6912972 0.286044
1 6930934 6971403 0.271686
1 6983471 6991945 0.296547
1 6983471 6991945 0.302693
1 6992838 6997265 0.316867
1 6992838 6997265 0.33043
1 6992838 6997265 0.316919
1 6992838 6997265 0.299084
1 7025597 7037380 0.47465
1 7044038 7049685 5.4e-05
1 7056587 7057788 0.440929
1 7056587 7057788 0.391948
1 7058416 7060534 0.328867
1 7067099 7068103 0.420299
1 7086897 7087907 0.500412
1 7212546 7247667 0.320679
1 7408054 7428093 0.255193
1 7429585 7430761 0.360582
1 7433814 7449826 0.462255
1 7453665 7477359 0.049881
1 7480872 7489908 0.367565
1 7509074 7523648 0.39253
1 7509074 7523648 0.457178
1 7509074 7523648 0.468927
1 7524210 7529201 0.336082
1 7530051 7532857 0.394823
1 7530051 7532857 0.362626
1 7534359 7547904 0.091748
1 7534359 7547904 0.296202
1 7534359 7547904 0.300153
1 7548475 7555673 0.349522
1 7557008 7561871 0.339615
1 7562563 7566990 0.08228
1 7562563 7566990 0.377807
1 7568494 7571957 0.287777
1 7573483 7576174 0.37702
1 7590810 7595653 0.433149
1 7596867 7608799 0.219625
1 7609666 7612260 0.333161
1 7609666 7612260 0.346483
1 7614233 7615946 2.4e-05
1 7617542 7631515 0.492571
1 7633993 7648015 0.338398
1 7633993 7648015 0.338553
1 7652097 7662516 0.202992
1 7666331 7669626 0.151606
1 7711424 7718976 0.316829
1 7742778 7772976 0.267051
1 7779850 7794030 0.292515
1 7795716 7798893 0.185854
1 7799466 7801516 0.341823
1 7804379 7814771 0.297882
1 7819170 7825689 0.342871
1 7819170 7825689 0.343352
1 7851131 7883099 0.36403
1 7884939 7889802 0.613945
1 7944004 7949594 0.325385
1 7950910 7953127 3.5e-05
1 7955113 7960310 0.312047
1 7955113 7960310 0.396075
1 7955113 7960310 0.335771
1 7960644 7963349 0.157004
1 7960644 7963349 0.161155
1 7960644 7963349 0.204618
1 7960644 7963349 0.175836
1 7963629 7966954 0.489152
1 7970667 7978934 0.278112
1 7984427 7992236 0.27214
1 7984427 7992236 0.289074
1 7994935 8024790 0.285124
1 8030647 8032675 0.369203
1 8040906 8042255 0.849273
1 8050570 8076662 0.280757
1 8050570 8076662 0.286781
1 8081930 8106122 0.291932
1 8117262 8202337 0.205274
1 8360502 8362370 0.394583
1 8360502 8362370 0.240671
1 8365243 8376303 0.34631
1 8387386 8393676 0.252929
1 8397728 8403362 0.216076
1 8397728 8403362 0.038143
1 8407809 8413900 0.452854
1 8407809 8413900 0.37028
1 8464004 8471992 0.227577
1 8509579 8522810 0.232048
1 8509579 8522810 0.257312
1 8509579 8522810 0.269549
1 8533757 8538878 0.306151
1 8558661 8571918 0.251647
1 8575330 8575822 1.300391
1 8598220 8599405 0.121075
1 8606768 8609836 0.32212
1 8606768 8609836 0.324342
1 8612249 8646561 0.31506
1 8655427 8664547 0.045454
1 8665489 8666737 0.544197
1 8668669 8674810 0.226558
1 8675614 8790734 0.291967
1 8796782 8801850 0.613439
1 8890956 8917439 5e-06
1 8890956 8917439 0.312548
1 8924403 8928404 0.191484
1 8929439 8934034 0.311931
1 8935387 8937511 0.446721
1 8950903 8953636 0.352331
1 8959411 8964674 0.312441
1 8959411 8964674 0.294209
1 8959411 8964674 0.275248
1 8990298 9055383 0.328072
1 9059605 9062045 0.155289
1 9066263 9069851 0.329926
1 9084555 9086444 0.328553
1 9090447 9091400 0.454418
1 9102134 9126171 0.304666
1 9131095 9141734 0.316125
1 9143564 9145147 0.548224
1 9146859 9153860 0.604954
1 9146859 9153860 0.575569
1 9166576 9173856 0.451318
1 9166576 9173856 0.46468
1 9180092 9182871 0.344759
1 9190590 9210348 0.190536
1 9246964 9263588 0.037498
1 9296870 9301292 0.011745
1 9296870 9301292 0.109022
1 9303842 9311720 0.197553
1 9303842 9311720 0.189299
1 9339476 9344007 0.376837
1 9339476 9344007 0.256469
1 9346068 9352714 0.045498
1 9359890 9363928 0.297142
1 9359890 9363928 0.27027
1 9378350 9392221 0.282219
1 9378350 9392221 0.266443
1 9400751 9406312 0.165197
1 9423834 9435566 0.232548
1 9423834 9435566 0.375278
1 9465817 9466215 0.479166
1 9489065 9491339 0.221769
1 9505875 9506291 0.561381
1 9508614 9534420 0.08402
1 9540078 9542455 0.666826
1 9544230 9546832 0.714473
1 9544230 9546832 0.70325
1 9544230 9546832 0.701016
1 9552408 9558069 0.334826
1 9560771 9569667 0.125011
1 9571378 9575322 0.199879
1 9571378 9575322 0.282903
1 9577561 9581956 0.288448
1 9584960 9586865 0.703486
1 9587470 9590691 0.325871
1 9591849 9595660 0.508866
1 9591849 9595660 0.500282
1 9598418 9618056 0.312012
1 9598418 9618056 0.762712
1 9654275 9676217 0.32853
1 9654275 9676217 0.331099
1 9683507 9698264 0.328358
1 9701258 9705705 0.239565
1 9710705 9714331 0.370226
1 9710705 9714331 0.403843
1 9723215 9733089 0.209664
1 9723215 9733089 0.204283
1 9749862 9760409 0.112039
1 9799920 9802037 0.000181
1 9803940 9805636 0.328934
1 9807301 9816488 0.346502
1 9816673 9818637 0.494881
1 9818367 9828009 0.304708
1 9818367 9828009 0.287039
1 9829619 9832706 0.381644
1 9833731 9835425 0.182538
1 9836133 9838597 0.386996
1 9858715 9860186 0.254519
1 9858715 9860186 0.280667
1 9866672 9916497 0.31628
1 9866672 9916497 0.31774
1 9922417 9925373 0.438347
1 9938430 9945439 0.259149
1 9949176 9949685 0.559189
1 9950922 9954458 0.278869
1 9955544 9990054 0.214143
1 9998415 10002459 0.0637
1 9998415 10002459 0.249202
1 10004237 10007803 0.459235
1 10009030 10010560 0.450249
1 10009030 10010560 0.471538
1 10023242 10032346 0.251705
1 10034861 10065615 0.401733
1 10068110 10069294 0.264411
1 10068110 10069294 0.300728
1 10069916 10078479 0.063328
1 10082472 10129799 0.330012
1 10082472 10129799 0.290633
1 10085122 10099776 0.340181
1 10141668 10151287 0.266145
1 10141668 10151287 0.284933
1 10152497 10153833 0.370439
1 10156433 10188462 0.406058
1 10156433 10188462 0.245475
1 10156433 10188462 0.250069
1 10156433 10188462 0.245471
1 10309588 10310505 0.241419
1 10314860 10320421 3.6e-05
1 10325442 10326592 0.379213
1 10334339 10336553 0.414266
1 10334339 10336553 0.427416
1 10334339 10336553 0.426717
1 10346343 10357776 0.279469
1 10371470 10377252 0.347817
1 10382050 10383467 0.380899
1 10418719 10449009 0.198709
1 10467941 10468882 0.264903
1 10482547 10483960 0.112493
1 10532235 10547311 0.355995
1 10550729 10557761 0.261947
1 10570526 10590911 0.243658
1 10608295 10610782 0.111023
1 10616415 10619562 0.60218
1 10620166 10625057 4.8e-05
1 10632108 10642894 0.554681
1 10662034 10664005 0.288499
1 10669725 10679968 1.295837
1 10757791 10764221 0.11803
1 10757791 10764221 0.27115
1 10768786 10772659 0.207491
1 10774820 10795119 0.289136
1 10774820 10795119 0.251598
1 10817514 10820092 0.049642
1 10821596 10839292 0.310781
1 10845514 10849861 0.417065
1 10845514 10849861 0.432714
1 10853645 10858434 0.360465
1 10860067 10863090 0.699114
1 10867279 10871441 0.043776
1 10881353 10910999 0.420536
1 10881353 10910999 0.429203
1 10940398 10945182 0.106422
1 10950224 10963455 0.171322
1 10966797 10979564 0.280474
1 10966797 10979564 0.299397
1 10981250 10983032 0.390728
1 10989308 10993656 0.111662
1 10994032 10995020 0.404351
1 11000782 11031400 0.210428
1 11000782 11031400 0.083178
1 11074344 11082049 0.302101
1 11082786 11086691 0.357848
1 11082786 11086691 0.400088
1 11082786 11086691 0.377436
1 11088226 11089320 0.265319
1 11091174 11094809 0.268914
1 11096788 11105500 0.336429
1 11163129 11180511 0.20582
1 11198442 11224026 0.205657
1 11344900 11377049 0.045051
1 11344900 11377049 0.299898
1 11382603 11397630 0.255837
1 11382603 11397630 0.219304
1 11407005 11410700 0.192316
1 11411194 11412785 0.031299
1 11413542 11421148 0.257009
1 11413542 11421148 0.275799
1 11429258 11431685 0.000276
1 11429258 11431685 1.094655
1 11437194 11441747 0.239769
1 11437194 11441747 0.2256
1 11579509 11582578 0.287293
1 11579509 11582578 4e-06
1 11585569 11592485 0.229622
1 11585569 11592485 0.293908
1 11597447 11601747 1.5e-05
1 11607936 11614465 0.27124
1 11619039 11627018 0.356947
1 11640870 11642747 0.308802
1 11730923 11773953 0.341969
1 11730923 11773953 0.383471
1 11878414 11880168 0.441165
1 11905446 11926297 0.302757
1 11905446 11926297 0.324383
1 11927310 11930245 0.077803
1 11932289 11952652 0.443022
1 11947087 11952687 0.263323
1 11947087 11952687 0.254191
1 11957907 11963310 0.308829
1 11984518 12024604 0.327841
1 12038391 12056617 0.347206
1 12057660 12059555 0.814913
1 12057660 12059555 5e-05
1 12060329 12102661 0.252188
1 12060329 12102661 0.26928
1 12103464 12105300 0.338228
1 12105804 12108532 0.360406
1 12109430 12123883 0.275043
1 12131921 12135012 0.2689
1 12131921 12135012 0.268312
1 12137798 12140034 0.479273
1 12142333 12144354 0.177059
1 12164586 12177430 0.226245
1 12185852 12213917 0.322485
1 12229512 12238657 0.322383
1 12266909 12293259 0.096071
1 12266909 12293259 0.392803
1 12296024 12304235 0.178573
1 12310292 12314107 0.248483
1 12317367 12322274 0.344867
1 12328410 12330059 0.459145
1 12337225 12341398 0.478515
1 12337225 12341398 0.414347
1 12337225 12341398 0.404315
1 12344725 12345833 0.468014
1 12349179 12353000 2e-06
1 12361944 12367073 0.280007
1 12361944 12367073 0.276045
1 12372780 12375187 0.04061
1 12379163 12390950 0.262264
1 12392909 12401984 0.231268
1 12392909 12401984 0.229062
1 12392909 12401984 0.226126
1 12403401 12406806 0.600937
1 12409078 12411083 0.108404
1 12463776 12466145 0.291956
1 12470211 12493888 0.322673
1 12470211 12493888 0.30769
1 12515292 12518978 0.616139
1 12515292 12518978 0.309955
1 12522462 12525280 0.330799
1 12527100 12538711 0.222204
1 12542061 12547334 0.395831
1 12734935 12836723 0.122626
1 12863342 12992642 0.139999
1 12863342 12992642 7e-06
1 13131167 13136492 0.309192
1 13139185 13152967 0.23229
1 13139185 13152967 0.405182
1 13139185 13152967 0.371919
1 13157633 13159736 0.342666
1 13160216 13163609 0.222591
1 13160216 13163609 0.243376
1 13163992 13165636 0.665552
1 13163992 13165636 0.550309
1 13163992 13165636 0.48625
1 13168649 13169584 0.121054
1 13172044 13172976 0.485212
1 13204979 13206656 0.225791
1 13228998 13231622 0.137015
1 13241318 13249541 0.281419
1 13250718 13294874 0.373419
1 13316994 13352960 0.037346
1 13316994 13352960 0.258785
1 13362884 13366744 0.483217
1 13368759 13370756 0.269387
1 13373946 13379328 0.222806
1 13373946 13379328 0.275037
1 13373946 13379328 0.28653
1 13380654 13383857 0.264017
1 13419186 13440418 0.296454
1 13419186 13440418 0.541294
1 13479008 13605192 0.274525
1 13608626 13619086 0.340046
1 13626289 13631703 0.363094
1 13626289 13631703 0.373359
1 13650351 13660833 0.335725
1 13650351 13660833 0.342382
1 13650351 13660833 0.319313
1 13650351 13660833 0.38439
1 13663942 13670074 0.266794
1 13663942 13670074 0.243673
1 13679903 13723606 0.299837
1 13725256 13739469 0.381109
1 13725256 13739469 0.365496
1 13751016 13754770 0.296206
1 13774012 13834603 0.309195
1 13774012 13834603 2e-04
1 13853852 13865874 0.289899
1 13867972 13874416 0.316704
1 13903005 13923358 0.417602
1 13903005 13923358 0.249339
1 13926650 13927339 0.216948
1 13928378 13929303 0.356017
1 13930653 13932718 0.386348
1 13930653 13932718 0.793225
1 13933064 13934086 0.000109
1 13943750 13956004 0.237935
1 13943750 13956004 0.237858
1 13962476 13965574 0.232889
1 13966627 13971727 0.320986
1 13971864 13974620 0.255113
1 13985038 14007301 0.2298
1 14115348 14175530 0.099709
1 14115348 14175530 0.303789
1 14115348 14175530 0.304017
1 14181462 14190981 0.377835
1 14181462 14190981 0.327592
1 14207318 14211154 0.345053
1 14213403 14216706 0.277694
1 14219642 14237938 0.24426
1 14261590 14279139 0.228762
1 14261590 14279139 0.179764
1 14281680 14316590 0.256369
1 14322123 14326363 0.268023
1 14322123 14326363 0.285195
1 14341623 14343831 0.338919
1 14352147 14358752 0.342834
1 14364430 14399824 0.086319
1 14404812 14405267 0.198006
1 14450640 14453223 0.325039
1 14454279 14459159 0.523675
1 14461065 14463469 0.253362
1 14461065 14463469 0.253552
1 14464975 14465613 0.065397
1 14468095 14471454 0.119373
1 14468095 14471454 0.128672
1 14468095 14471454 0.150257
1 14472720 14482140 0.327525
1 14472720 14482140 0.364683
1 14472720 14482140 0.342755
1 14472720 14482140 0.353715
1 14485714 14486646 0.317952
1 14585614 14684838 0.342878
1 14698655 14704587 0.314133
1 14698655 14704587 0.314396
1 14698655 14704587 0.316385
1 14698655 14704587 0.342676
1 14705632 14731422 0.322845
1 14736944 14767457 0.427458
1 14774869 14796093 0.266768
1 14774869 14796093 0.24714
1 14805098 14807616 0.999787
1 14810368 14815632 0.352868
1 14810368 14815632 0.348353
1 14817967 14822383 0.316076
1 14826603 14868822 0.101785
1 14826603 14868822 0.336299
1 14891787 14942346 0.384697
1 15017031 15021116 0.311286
1 15021862 15023385 0.072233
1 15122826 15142825 0.483511
1 15122826 15142825 0.452231
1 15361610 15367788 0.298172
1 15372490 15379424 0.234834
1 15382050 15384483 0.486359
1 15385521 15392799 0.130948
1 15424209 15453953 0.360473
1 15505384 15514157 0.242396
1 15646519 15668010 0.361255
1 15672536 15680581 0.141826
1 15672536 15680581 0.60182
1 15681236 15690867 0.030634
1 15706210 15715084 0.258145
1 15719846 15727802 0.598571
1 15743759 15755499 0.379248
1 15767604 15774311 0.881195
1 15780868 15792802 0.315148
1 15780868 15792802 0.369166
1 15798118 15806559 0.360655
1 15826511 15827395 0.38466
1 15831154 15878109 0.338752
1 15831154 15878109 0.318433
1 15879237 15887904 0.416723
1 15879237 15887904 0.122987
1 15889642 15897725 0.320557
1 15913134 15919082 0.322733
1 15921096 15952634 0.347391
1 15921096 15952634 0.340109
1 15921096 15952634 0.335927
1 15969470 15972202 1.423464
1 15973538 15990322 1.509802
1 15990433 15991667 0.14811
1 15998209 16046758 0.308412
1 16058124 16061240 0.379645
1 16058124 16061240 0.322655
1 16058124 16061240 0.351665
1 16062777 16064381 0.375709
1 16067036 16075005 0.309956
1 16067036 16075005 0.32499
1 16078942 16083394 0.289471
1 16094778 16096616 0.843585
1 16097383 16106309 0.157214
1 16107718 16110806 0.685136
1 16133913 16139631 0.381332
1 16176222 16179190 0.282758
1 16186114 16187583 0.358995
1 16188037 16190181 0.146405
1 16234489 16289718 0.286926
1 16310314 16315449 0.491239
1 16354945 16372843 0.287336
1 16354945 16372843 0.273925
1 16375170 16378490 0.306123
1 16395986 16427776 0.2673
1 16449768 16492104 0.362341
1 16493304 16495346 0.31871
1 16496808 16497485 0.632018
1 16498882 16499517 0.523889
1 16501605 16502264 0.236057
1 16509198 16509953 0.613232
1 16513411 16514115 0.594178
1 16515331 16515954 0.738208
1 16522193 16522861 0.120224
1 16525457 16526280 0.182645
1 16528308 16530918 0.257862
1 16536321 16540745 0.576317
1 16542876 16548242 0.387686
1 16562955 16573908 0.34503
1 16562955 16573908 0.335167
1 16562955 16573908 0.344774
1 16576953 16584352 0.329638
1 16576953 16584352 0.338382
1 16588424 16592719 0.106474
1 16588424 16592719 0.003743
1 16595513 16598781 0.467951
1 16606546 16623739 0.248795
1 16625851 16630830 0.360981
1 16625851 16630830 0.372589
1 16625851 16630830 0.567813
1 16633944 16692160 0.312938
1 16700644 16706717 0.224084
1 16701544 16718918 0.506411
1 16701544 16718918 0.094922
1 16727855 16729262 0.130325
1 16735802 16742699 0.067262
1 16764389 16767536 0.316602
1 16769630 16772481 0.236554
1 16773334 16777671 0.353847
1 16785915 16789550 0.266017
1 16793962 16802662 0.199643
1 16804582 16810061 0.27401
1 16812810 16814978 0.466883
1 16814780 16818616 0.225562
1 16814780 16818616 0.134067
1 16824225 16826612 0.22606
1 16829510 16836108 0.323887
1 16829510 16836108 0.335948
1 16837280 16849253 0.329871
1 16837280 16849253 0.447796
1 16852894 16897265 0.204567
1 16852894 16897265 0.079036
1 16949343 16985285 0.138412
1 16989648 17008533 0.443698
1 17010466 17013973 1e-05
1 17010466 17013973 0.112197
1 17017604 17044023 0.382599
1 17045793 17052316 0.321129
1 17056363 17069500 0.299118
1 17074932 17080594 0.556602
1 17095491 17096499 4e-05
1 17097009 17103753 0.346586
1 17097009 17103753 0.456775
1 17103971 17106051 0.391647
1 17134277 17138229 0.433251
1 17158618 17164412 0.435585
1 17190572 17203200 0.335365
1 17220794 17235906 0.180295
1 17244095 17279920 0.371582
1 17297365 17319204 0.382588
1 17304763 17306616 0.819892
1 17328898 17335627 0.305639
1 17339977 17353767 0.03676
1 17354759 17360193 0.344896
1 17354759 17360193 0.473499
1 17361220 17368296 0.261205
1 17361220 17368296 0.284311
1 17361220 17368296 0.268264
1 17372058 17374448 0.203127
1 17391752 17392549 0.728351
1 17421594 17432568 0.228438
1 17441564 17442599 0.666961
1 17445282 17450622 0.126469
1 17460083 17461114 0.506234
1 17486314 17489413 0.320049
1 17486314 17489413 0.342637
1 17961864 17997082 0.146009
1 18030988 18035561 0.400524
1 18038142 18045304 0.345802
1 18046339 18053773 0.528372
1 18057351 18069855 0.529992
1 18202269 18211098 0.430684
1 18202269 18211098 0.311215
1 18222614 18246262 0.726449
1 18222614 18246262 0.703316
1 18256028 18272665 0.845186
1 18319233 18344607 0.159102
1 18319233 18344607 0.33298
1 18354700 18360611 9e-05
1 18366942 18373977 0.272266
1 18366942 18373977 0.287963
1 18381599 18387921 0.30006
1 18381599 18387921 0.287003
1 18381599 18387921 0.28254
1 18392058 18423914 0.08586
1 18427135 18428284 0.03944
1 18441588 18479552 0.379029
