"lg" "pos1" "pos2" "ds"
"348" 1 9339476 9344007 0.78873375
"349" 1 9346068 9352714 0.714399666666667
"350" 1 9359890 9363928 0.766332333333333
"351" 1 9378350 9392221 1.09075616666667
"352" 1 9423834 9435566 1.64355825
"353" 1 9465817 9466215 1.06580566666667
"354" 1 9489065 9491339 0.680804
"355" 1 9505875 9506291 1.0054805
"356" 1 9540078 9542455 2.430122
"357" 1 9544230 9546832 1.21784166666667
"358" 1 9552408 9558069 1.50401266666667
"359" 1 9571378 9575322 1.03850966666667
"360" 1 9577561 9581956 0.688087333333333
"361" 1 9584960 9586865 1.21887033333333
"362" 1 9587470 9590691 0.851291666666667
"363" 1 9591849 9595660 1.41297583333333
"364" 1 9598418 9618056 0.9426765
"365" 1 9654275 9676217 0.949908
"366" 1 9683507 9698264 0.866634333333333
"367" 1 9701258 9705705 0.698083666666667
"368" 1 9710705 9714331 0.777231166666667
"369" 1 9723215 9733089 0.815727166666667
"370" 1 9763394 9765359 30.9173345
"371" 1 9799920 9802037 0.987528333333333
"372" 1 9803940 9805636 0.937096666666667
"373" 1 9807301 9816488 1.28324833333333
"374" 1 9816673 9818637 0.586409
"375" 1 9818367 9828009 0.785674333333333
"376" 1 9829619 9832706 0.858548
"377" 1 9833731 9835425 0.837790333333333
"378" 1 9836133 9838597 0.908673
"379" 1 9858715 9860186 1.1479635
"380" 1 9866672 9916497 0.809801
"381" 1 9922417 9925373 0.80303
"382" 1 9938430 9945439 0.825064333333333
"383" 1 9949176 9949685 2.76073666666667
"384" 1 9950922 9954458 0.831570666666667
"385" 1 9955544 9990054 0.628729666666667
"386" 1 9998415 10002459 0.777962666666667
"387" 1 10004237 10007803 1.140139
"388" 1 10009030 10010560 0.957044
"389" 1 10023242 10032346 0.849974666666667
"390" 1 10034861 10065615 0.769156666666667
"391" 1 10068110 10069294 0.788228833333333
"392" 1 10082472 10129799 0.781740166666667
"393" 1 10085122 10099776 0.824594333333333
"394" 1 10141668 10151287 1.273591
"395" 1 10152497 10153833 0.898265333333333
"396" 1 10156433 10188462 0.828519625
"397" 1 10309588 10310505 1.530395
"398" 1 10325442 10326592 1.084849
"399" 1 10334339 10336553 1.06692922222222
"400" 1 10346343 10357776 0.848528333333333
"401" 1 10371470 10377252 0.8174275
"402" 1 10382050 10383467 1.261102
"403" 1 10418719 10449009 0.427438
"404" 1 10467941 10468882 0.809140333333333
"405" 1 10482547 10483960 0.55987
"406" 1 10532235 10547311 0.83947
"407" 1 10550729 10557761 0.886517666666667
"408" 1 10570526 10590911 0.518118
"409" 1 10608295 10610782 2.234335
"410" 1 10616415 10619562 0.952188
"411" 1 10626884 10627360 62.068843
"412" 1 10632108 10642894 0.899811
"413" 1 10662034 10664005 0.7617885
"414" 1 10669725 10679968 1.29585
"415" 1 10757791 10764221 0.946414833333333
"416" 1 10768786 10772659 0.658832
"417" 1 10774820 10795119 0.696084166666667
"418" 1 10817514 10820092 0.642649666666667
"419" 1 10821596 10839292 0.8618075
"420" 1 10845514 10849861 1.110944
"421" 1 10853645 10858434 0.812300333333333
"422" 1 10881353 10910999 0.894351833333333
"423" 1 10940398 10945182 0.712014666666667
"424" 1 10950224 10963455 0.569206666666667
"425" 1 10966797 10979564 0.8779365
"426" 1 10981250 10983032 1.33309466666667
"427" 1 10994032 10995020 0.936344333333333
"428" 1 11000782 11031400 0.5863545
"429" 1 11074344 11082049 0.888147333333333
"430" 1 11082786 11086691 0.868551
"431" 1 11088226 11089320 1.05862166666667
"432" 1 11091174 11094809 0.707586
"433" 1 11096788 11105500 0.885652
"434" 1 11163129 11180511 0.7550675
"435" 1 11198442 11224026 0.619063666666667
"436" 1 11344900 11377049 0.739857
"437" 1 11382603 11397630 0.806106333333333
"438" 1 11407005 11410700 0.618838333333333
"439" 1 11411194 11412785 1.038896
"440" 1 11413542 11421148 0.562807
"441" 1 11429258 11431685 0.884991333333333
"442" 1 11437194 11441747 0.915202
"443" 1 11579509 11582578 0.698768666666667
"444" 1 11585569 11592485 0.658790333333333
"445" 1 11597447 11601747 0.965299333333333
"446" 1 11607936 11614465 0.869632666666667
"447" 1 11619039 11627018 0.960940666666667
"448" 1 11640870 11642747 0.798168
"449" 1 11730923 11773953 0.647338833333333
"450" 1 11878414 11880168 1.03256833333333
"451" 1 11905446 11926297 0.971404166666667
"452" 1 11932289 11952652 1.09730233333333
"453" 1 11947087 11952687 0.86834125
"454" 1 11957907 11963310 0.800955333333333
"455" 1 11984518 12024604 33.0843556666667
"456" 1 12038391 12056617 0.870852666666667
"457" 1 12057660 12059555 1.277955
"458" 1 12060329 12102661 0.760376166666667
"459" 1 12103464 12105300 0.853669333333333
"460" 1 12105804 12108532 1.10477366666667
"461" 1 12109430 12123883 0.87804
"462" 1 12131921 12135012 0.691364
"463" 1 12137798 12140034 1.0847365
"464" 1 12164586 12177430 0.759630666666667
"465" 1 12185852 12213917 0.810334
"466" 1 12229512 12238657 0.758264
"467" 1 12266909 12293259 0.7248025
"468" 1 12296024 12304235 0.721321333333333
"469" 1 12310292 12314107 0.947343
"470" 1 12317367 12322274 0.832642666666667
"471" 1 12328410 12330059 1.12636666666667
"472" 1 12337225 12341398 1.03239683333333
"473" 1 12344725 12345833 0.8978155
"474" 1 12361944 12367073 0.740982666666667
"475" 1 12372780 12375187 0.931224333333333
"476" 1 12379163 12390950 0.814212333333333
"477" 1 12392909 12401984 0.843307777777778
"478" 1 12463776 12466145 0.761008333333333
"479" 1 12470211 12493888 0.931127833333333
"480" 1 12515292 12518978 1.6355285
"481" 1 12522462 12525280 0.946479333333333
"482" 1 12527100 12538711 0.706376333333333
"483" 1 12542061 12547334 0.853318
"484" 1 12863342 12992642 6.9293375
"485" 1 13131167 13136492 0.8728645
"486" 1 13139185 13152967 0.874579444444444
"487" 1 13157633 13159736 0.819620666666667
"488" 1 13160216 13163609 0.759804333333333
"489" 1 13163992 13165636 1.06965333333333
"490" 1 13168649 13169584 2.0765845
"491" 1 13172044 13172976 1.473798
"492" 1 13204979 13206656 1.00672
"493" 1 13241318 13249541 0.7488325
"494" 1 13250718 13294874 0.796656
"495" 1 13316994 13352960 0.671426
"496" 1 13362884 13366744 0.924888666666667
"497" 1 13368759 13370756 0.660122333333333
"498" 1 13373946 13379328 0.713463888888889
"499" 1 13380654 13383857 0.963517
"500" 1 13419186 13440418 0.877069166666667
"501" 1 13479008 13605192 0.633974
"502" 1 13608626 13619086 0.662056
"503" 1 13626289 13631703 0.80308225
"504" 1 13650351 13660833 0.94802975
"505" 1 13663942 13670074 0.713160833333333
"506" 1 13679903 13723606 0.782827
"507" 1 13725256 13739469 0.8479055
"508" 1 13751016 13754770 0.678955666666667
"509" 1 13774012 13834603 21.8896371666667
"510" 1 13853852 13865874 0.732012
"511" 1 13867972 13874416 0.775025333333333
"512" 1 13903005 13923358 0.8839885
"513" 1 13926650 13927339 0.924043333333333
"514" 1 13928378 13929303 0.963656333333333
"515" 1 13930653 13932718 1.263998
"516" 1 13933064 13934086 0.872782
"517" 1 13943750 13956004 0.717712666666667
"518" 1 13962476 13965574 0.741193333333333
"519" 1 13966627 13971727 0.819397666666667
"520" 1 13971864 13974620 0.582154333333333
"521" 1 13985038 14007301 0.456837
"522" 1 14115348 14175530 0.763088
"523" 1 14181462 14190981 0.969046166666667
"524" 1 14207318 14211154 0.766078666666667
"525" 1 14213403 14216706 0.716023
"526" 1 14261590 14279139 0.976964333333333
"527" 1 14281680 14316590 0.592651666666667
"528" 1 14322123 14326363 0.9090305
"529" 1 14341623 14343831 1.072284
"530" 1 14352147 14358752 0.728395666666667
"531" 1 14404812 14405267 0.903254666666667
"532" 1 14450640 14453223 0.701353333333333
"533" 1 14454279 14459159 1.612582
"534" 1 14461065 14463469 0.824282555555556
"535" 1 14468095 14471454 0.326959
"536" 1 14472720 14482140 0.764943166666667
"537" 1 14485714 14486646 0.672389
"538" 1 14585614 14684838 0.717816
"539" 1 14698655 14704587 0.758680583333333
"540" 1 14705632 14731422 0.833371
"541" 1 14736944 14767457 0.7876695
"542" 1 14774869 14796093 0.62875675
"543" 1 14805098 14807616 1.246131
"544" 1 14810368 14815632 0.795570166666667
"545" 1 14817967 14822383 0.8855205
"546" 1 14826603 14868822 0.641059333333333
"547" 1 14891787 14942346 0.746348333333333
"548" 1 15017031 15021116 0.931363
"549" 1 15122826 15142825 1.08117633333333
"550" 1 15361610 15367788 1.01704333333333
"551" 1 15372490 15379424 0.584355
"552" 1 15382050 15384483 1.233318
"553" 1 15424209 15453953 0.932234333333333
"554" 1 15505384 15514157 1.00084633333333
"555" 1 15646519 15668010 0.898884666666667
"556" 1 15672536 15680581 1.04412666666667
"557" 1 15706210 15715084 0.842782
"558" 1 15719846 15727802 1.249301
"559" 1 15743759 15755499 0.939237
"560" 1 15767604 15774311 1.028425
"561" 1 15780868 15792802 0.901810166666667
"562" 1 15798118 15806559 0.885067
"563" 1 15826511 15827395 1.17304633333333
"564" 1 15831154 15878109 0.902823333333333
"565" 1 15879237 15887904 1.02902433333333
"566" 1 15889642 15897725 0.767538333333333
"567" 1 15913134 15919082 0.653306333333333
"568" 1 15921096 15952634 0.809633444444444
"569" 1 15969470 15972202 4.7457695
"570" 1 15973538 15990322 2.373199
"571" 1 15990433 15991667 26.619353
"572" 1 15998209 16046758 0.784927
"573" 1 16058124 16061240 0.827984
"574" 1 16062777 16064381 1.237003
"575" 1 16067036 16075005 0.820813
"576" 1 16078942 16083394 0.994847
"577" 1 16094778 16096616 1.141025
"578" 1 16097383 16106309 1.27565333333333
"579" 1 16133913 16139631 1.11069933333333
"580" 1 16176222 16179190 1.08313233333333
"581" 1 16186114 16187583 0.863904666666667
"582" 1 16188037 16190181 1.148557
"583" 1 16234489 16289718 0.835435
"584" 1 16310314 16315449 1.176875
"585" 1 16354945 16372843 0.735107
"586" 1 16375170 16378490 1.031786
"587" 1 16390297 16391939 78.012651
"588" 1 16395986 16427776 0.857880666666667
"589" 1 16449768 16492104 1.00770966666667
"590" 1 16493304 16495346 1.03488833333333
"591" 1 16496808 16497485 1.051223
"592" 1 16498882 16499517 1.41944866666667
"593" 1 16501605 16502264 0.8143245
"594" 1 16509198 16509953 1.55836366666667
"595" 1 16513411 16514115 1.473722
"596" 1 16515331 16515954 1.588858
"597" 1 16522193 16522861 1.11950033333333
"598" 1 16525457 16526280 1.003148
"599" 1 16528308 16530918 1.1760925
"600" 1 16536321 16540745 2.838911
"601" 1 16542876 16548242 0.759468
"602" 1 16562955 16573908 1.062993
"603" 1 16576953 16584352 0.749153833333333
"604" 1 16595513 16598781 1.0774835
"605" 1 16606546 16623739 0.820871333333333
"606" 1 16625851 16630830 1.40492983333333
"607" 1 16633944 16692160 0.861137666666667
"608" 1 16700644 16706717 0.768849666666667
"609" 1 16701544 16718918 1.06956166666667
"610" 1 16727855 16729262 0.873050333333333
"611" 1 16764389 16767536 0.839095666666667
"612" 1 16769630 16772481 0.826549666666667
"613" 1 16785915 16789550 0.752102333333333
"614" 1 16793962 16802662 0.842883666666667
"615" 1 16804582 16810061 1.05617366666667
"616" 1 16812810 16814978 1.2133315
"617" 1 16814780 16818616 0.845391666666667
"618" 1 16824225 16826612 0.714316
"619" 1 16829510 16836108 0.941165
"620" 1 16837280 16849253 0.976732666666667
"621" 1 16989648 17008533 1.12447166666667
"622" 1 17010466 17013973 0.997675333333333
"623" 1 17017604 17044023 0.913705666666667
"624" 1 17045793 17052316 1.11863366666667
"625" 1 17056363 17069500 1.05325366666667
"626" 1 17074932 17080594 1.3532205
"627" 1 17095491 17096499 1.155287
"628" 1 17097009 17103753 1.10612316666667
"629" 1 17103971 17106051 1.72078466666667
"630" 1 17134277 17138229 0.9036575
"631" 1 17158618 17164412 0.7909885
"632" 1 17190572 17203200 0.751454333333333
"633" 1 17220794 17235906 0.65319
"634" 1 17244095 17279920 0.787585
"635" 1 17297365 17319204 0.900909333333333
"636" 1 17304763 17306616 2.24640466666667
"637" 1 17328898 17335627 0.731957666666667
"638" 1 17339977 17353767 0.748529
"639" 1 17354759 17360193 1.01703233333333
"640" 1 17361220 17368296 1.02927633333333
"641" 1 17372058 17374448 0.8435625
"642" 1 17421594 17432568 0.777961333333333
"643" 1 17441564 17442599 1.25820033333333
"644" 1 17460083 17461114 1.783094
"645" 1 17486314 17489413 0.961567333333333
"646" 1 17961864 17997082 1.143428
"647" 1 18030988 18035561 1.60984933333333
"648" 1 18038142 18045304 1.13792033333333
"649" 1 18046339 18053773 1.32029466666667
"650" 1 18057351 18069855 1.13157333333333
"651" 1 18202269 18211098 0.849971666666667
"652" 1 18222614 18246262 1.3966475
"653" 1 18256028 18272665 1.050008
"654" 1 18319233 18344607 0.874434555555556
"655" 1 18354700 18360611 0.591774
"656" 1 18366942 18373977 0.8439645
"657" 1 18381599 18387921 0.895985833333333
"658" 1 18441588 18479552 0.831201333333333
"659" 1 18485274 18493729 0.640237
"660" 1 18501183 18506137 0.764152666666667
"661" 1 18508123 18537196 0.990225
"662" 1 18569315 18583747 0.721717
"663" 1 18603469 18610367 0.475012
"664" 1 18620444 18879930 0.680010222222222
"665" 1 19052997 19058782 0.729909666666667
"666" 1 19297008 19297526 5.919201
"667" 1 19488019 19498872 0.898134333333333
"668" 1 19518329 19523773 0.6968265
"669" 1 19560309 19576350 0.887593
"670" 1 19581479 19591703 0.818013
"671" 1 19598761 19625911 0.710483
"672" 1 19630729 19638360 1.45543344444444
"673" 1 19641380 19732071 1.129994
"674" 1 19812109 19819985 0.619858
"675" 1 19955143 19959403 0.751659
"676" 1 19964369 19967809 4.99636166666667
"677" 1 19969807 19974985 0.900897666666667
