"gene.id" "ds"
"67" "ENSGACP00000000104" NA
"68" "ENSGACP00000000105" NA
"69" "" 0
"70" "ENSGACP00000000107" 0.797865
"71" "ENSGACP00000000108" 1.449649
"72" "ENSGACP00000000109" 1.2762175
"73" "ENSGACP00000000110" 0.720997
"74" "ENSGACP00000000111" 0.7790255
"75" "ENSGACP00000000112" 1.122264
"76" "ENSGACP00000000113" 0.960947
"77" "ENSGACP00000000114" 0.713977
"78" "ENSGACP00000000115" 1.00917066666667
"79" "ENSGACP00000000117" NA
"80" "ENSGACP00000000118" 1.03746066666667
"81" "ENSGACP00000000119" 1.05344033333333
"82" "ENSGACP00000000120" NA
"83" "ENSGACP00000000122" 1.03188033333333
"84" "ENSGACP00000000125" 0.732008
"85" "ENSGACP00000000126" 0.458255333333333
"86" "ENSGACP00000000127" 0.840749333333333
"87" "ENSGACP00000000128" 1.00277033333333
"88" "ENSGACP00000000129" 2.9209555
"89" "ENSGACP00000000130" 1.2143845
"90" "ENSGACP00000000131" NA
"91" "ENSGACP00000000132" NA
"92" "ENSGACP00000000133" 0.849379666666667
"93" "ENSGACP00000000134" 1.09781833333333
"94" "ENSGACP00000000136" 1.09246633333333
"95" "ENSGACP00000000138" NA
"96" "ENSGACP00000000139" 0.8912945
"97" "ENSGACP00000000149" 1.050737
"98" "ENSGACP00000000151" 1.67775
"99" "ENSGACP00000000153" 3.20912566666667
"100" "ENSGACP00000000155" 10.3222
"101" "ENSGACP00000000156" 27.9648446666667
"102" "ENSGACP00000000158" 1.04363366666667
"103" "ENSGACP00000000159" 4.241594
"104" "ENSGACP00000000160" 60.7795423333333
"105" "ENSGACP00000000161" 94.8763276666667
"106" "ENSGACP00000000162" 5.02122666666667
"107" "ENSGACP00000000163" 59.8670136666667
"108" "ENSGACP00000000164" 10.4826756666667
"109" "ENSGACP00000000204" 1.413621
"110" "ENSGACP00000000205" NA
"111" "ENSGACP00000000211" NA
"112" "" 0
"113" "ENSGACP00000000213" 0.820352666666667
"114" "ENSGACP00000000214" 1.660756
"115" "ENSGACP00000000215" 0.690673333333333
"116" "ENSGACP00000000216" 1.295447
"117" "ENSGACP00000000217" 1.31149666666667
"118" "ENSGACP00000000218" 1.1263025
"119" "ENSGACP00000000219" 1.908744
"120" "ENSGACP00000000220" 1.221595
"121" "ENSGACP00000000221" 2.622509
"122" "ENSGACP00000000230" 1.02752966666667
"123" "ENSGACP00000000231" 1.12162933333333
"124" "ENSGACP00000000232" 1.05986
"125" "ENSGACP00000000240" 1.019176
"126" "ENSGACP00000000241" 1.01319866666667
"127" "ENSGACP00000000245" 1.8690495
"128" "ENSGACP00000000252" 1.07035466666667
"129" "ENSGACP00000000254" 1.360835
"130" "ENSGACP00000000258" NA
"131" "ENSGACP00000000262" NA
"132" "ENSGACP00000000264" 0.621024
"133" "ENSGACP00000000266" 1.159601
"134" "ENSGACP00000000267" 1.159601
"135" "ENSGACP00000000273" 1.04840333333333
"136" "ENSGACP00000000274" NA
"137" "ENSGACP00000000275" NA
"138" "ENSGACP00000000277" 1.03285433333333
"139" "ENSGACP00000000279" 0.912834333333333
"140" "ENSGACP00000000280" 1.07387566666667
"141" "ENSGACP00000000282" 1.25141333333333
"142" "ENSGACP00000000283" 1.33623066666667
"143" "ENSGACP00000000284" 0.833315333333333
"144" "ENSGACP00000000286" 0.837830666666667
"145" "ENSGACP00000000289" 1.16238
"146" "ENSGACP00000000290" NA
"147" "ENSGACP00000000291" 0.977178666666667
"148" "ENSGACP00000000292" 1.148362
"149" "ENSGACP00000000293" 1.054045
"150" "ENSGACP00000000294" 1.20449533333333
"151" "ENSGACP00000000295" 1.480287
"152" "ENSGACP00000000296" 1.14891833333333
"153" "ENSGACP00000000297" 0.957195
"154" "ENSGACP00000000298" NA
"155" "ENSGACP00000000299" NA
"156" "ENSGACP00000000300" NA
"157" "ENSGACP00000000301" 1.49735033333333
"158" "ENSGACP00000000303" 1.180112
"159" "ENSGACP00000000304" 1.161035
"160" "ENSGACP00000000307" 1.24604166666667
"161" "ENSGACP00000000309" 1.293015
"162" "ENSGACP00000000310" 1.007629
"163" "ENSGACP00000000311" 1.293566
"164" "ENSGACP00000000312" 1.840527
"165" "ENSGACP00000000313" 1.06590833333333
"166" "ENSGACP00000000314" 0.989462
"167" "ENSGACP00000000315" NA
"168" "ENSGACP00000000316" 1.13832566666667
"169" "ENSGACP00000000318" 1.409662
"170" "ENSGACP00000000319" 1.33990133333333
"171" "ENSGACP00000000320" 1.069884
"172" "ENSGACP00000000322" 1.27247066666667
"173" "ENSGACP00000000323" 1.093791
"174" "ENSGACP00000000324" 0.472645
"175" "ENSGACP00000000325" 1.11627266666667
"176" "ENSGACP00000000326" 1.3547325
"177" "ENSGACP00000000327" 1.241725
"178" "ENSGACP00000000328" 1.17132966666667
"179" "ENSGACP00000000329" 1.04922633333333
"180" "" 0
"181" "ENSGACP00000000331" 1.02853966666667
"182" "ENSGACP00000000332" 1.12775
"183" "ENSGACP00000000333" 1.55229933333333
"184" "ENSGACP00000000336" NA
"185" "ENSGACP00000000337" 1.05619366666667
"186" "ENSGACP00000000339" 1.44057966666667
"187" "ENSGACP00000000340" 0.874625
"188" "ENSGACP00000000341" 1.32036366666667
"189" "ENSGACP00000000342" 1.452168
"190" "ENSGACP00000000343" 0.841595
"191" "ENSGACP00000000346" 0.735558
"192" "ENSGACP00000000348" 1.28112666666667
"193" "ENSGACP00000000352" 1.18451366666667
"194" "ENSGACP00000000357" NA
"195" "ENSGACP00000000358" 1.05212266666667
"196" "ENSGACP00000000360" 1.03787033333333
"197" "ENSGACP00000000361" 0.99987
"198" "ENSGACP00000000362" 1.96894833333333
"199" "ENSGACP00000000363" 0.99987
"200" "ENSGACP00000000366" 0.940952
"201" "ENSGACP00000000367" NA
"202" "ENSGACP00000000368" 1.03787033333333
"203" "ENSGACP00000000369" 0.726176
"204" "ENSGACP00000000370" 1.041796
"205" "ENSGACP00000000371" 0.847799333333333
"206" "ENSGACP00000000372" 0.830474
"207" "ENSGACP00000000374" 0.603189
"208" "ENSGACP00000000375" 0.894749333333333
"209" "ENSGACP00000000376" 0.961739
"210" "ENSGACP00000000378" 1.16315233333333
"211" "ENSGACP00000000379" 0.957600333333333
"212" "ENSGACP00000000381" 0.953693333333333
"213" "ENSGACP00000000382" NA
"214" "ENSGACP00000000383" 0.878482333333333
"215" "ENSGACP00000000384" 0.101466
"216" "ENSGACP00000000385" 66.618161
"217" "ENSGACP00000000387" 1.226056
"218" "ENSGACP00000000388" 0.844921333333333
"219" "ENSGACP00000000389" 1.33774166666667
"220" "ENSGACP00000000391" 1.185274
"221" "ENSGACP00000000392" 0.951222333333333
"222" "ENSGACP00000000393" 0.871397666666667
"223" "ENSGACP00000000394" 0.860577
"224" "ENSGACP00000000395" 0.886203333333333
"225" "ENSGACP00000000397" 0.864337
"226" "ENSGACP00000000398" 0.661902
"227" "ENSGACP00000000401" 0.918640333333333
"228" "ENSGACP00000000402" 0.848191
"229" "ENSGACP00000000403" 0.918597333333333
"230" "ENSGACP00000000404" 1.31722566666667
"231" "ENSGACP00000000405" 0.992492333333333
"232" "ENSGACP00000000407" 1.03919333333333
"233" "ENSGACP00000000410" 0.660275666666667
"234" "ENSGACP00000000411" 0.860763
"235" "ENSGACP00000000412" 0.953385666666667
"236" "ENSGACP00000000414" NA
"237" "ENSGACP00000000415" 0.466024
"238" "ENSGACP00000000416" 0.471605333333333
"239" "ENSGACP00000000417" 0.904354
"240" "ENSGACP00000000420" 0.903202
"241" "ENSGACP00000000421" NA
"242" "ENSGACP00000000424" NA
"243" "ENSGACP00000000426" 0.600672666666667
"244" "ENSGACP00000000427" 0.9697955
"245" "ENSGACP00000000429" 2.22289233333333
"246" "ENSGACP00000000436" 0.762637333333333
"247" "ENSGACP00000000438" NA
"248" "ENSGACP00000000440" 0.7727
"249" "ENSGACP00000000443" 0.628242
"250" "ENSGACP00000000444" NA
"251" "ENSGACP00000000447" NA
"252" "ENSGACP00000000448" 0.609082333333333
"253" "ENSGACP00000000449" NA
"254" "ENSGACP00000000451" 1.34396866666667
"255" "ENSGACP00000000455" 0.718145333333333
"256" "ENSGACP00000000456" 1.51557833333333
"257" "ENSGACP00000000457" 1.08645566666667
"258" "ENSGACP00000000458" 1.15928433333333
"259" "ENSGACP00000000459" 1.20757
"260" "ENSGACP00000000460" 1.928636
"261" "ENSGACP00000000461" 1.541115
"262" "ENSGACP00000000462" 0.656522666666667
"263" "ENSGACP00000000463" 1.599746
"264" "ENSGACP00000000464" NA
"265" "ENSGACP00000000465" 0.695134
"266" "ENSGACP00000000466" 1.91647133333333
"267" "ENSGACP00000000467" 1.42695933333333
"268" "ENSGACP00000000468" 0.685224333333333
"269" "ENSGACP00000000469" 1.57504433333333
"270" "ENSGACP00000000471" 0.399029
"271" "ENSGACP00000000473" 0.440928
"272" "ENSGACP00000000474" 1.13530966666667
"273" "ENSGACP00000000475" 1.49340366666667
"274" "ENSGACP00000000476" 0.739197333333333
"275" "ENSGACP00000000477" 1.34596533333333
"276" "ENSGACP00000000478" 1.45164766666667
"277" "ENSGACP00000000479" NA
"278" "ENSGACP00000000481" 1.391086
"279" "ENSGACP00000000482" 1.32410066666667
"280" "ENSGACP00000000484" 1.958288
"281" "ENSGACP00000000485" 1.00423166666667
"282" "ENSGACP00000000486" 1.004044
"283" "ENSGACP00000000487" NA
"284" "ENSGACP00000000488" 1.06648933333333
"285" "ENSGACP00000000489" 1.031953
"286" "ENSGACP00000000490" 1.867888
"287" "ENSGACP00000000491" 0.785844
"288" "ENSGACP00000000494" 0.914704666666667
"289" "ENSGACP00000000497" 1.00441
"290" "ENSGACP00000000498" 1.00441
"291" "ENSGACP00000000502" 1.07168
"292" "ENSGACP00000000504" 0.979427333333333
"293" "ENSGACP00000000505" NA
"294" "ENSGACP00000000507" 0.747495666666667
"295" "ENSGACP00000000509" 0.831526
"296" "ENSGACP00000000511" 1.09937766666667
"297" "ENSGACP00000000512" 1.127183
"298" "ENSGACP00000000517" 0.828782
"299" "ENSGACP00000000520" 1.027527
"300" "ENSGACP00000000521" 0.733711666666667
"301" "ENSGACP00000000522" NA
"302" "ENSGACP00000000524" 0.580182
"303" "ENSGACP00000000527" 0.580182
"304" "ENSGACP00000000528" 0.811083
"305" "ENSGACP00000000530" 0.7365765
"306" "ENSGACP00000000532" 0.832616333333333
"307" "ENSGACP00000000533" 0.785838
"308" "ENSGACP00000000534" 0.647275666666667
"309" "ENSGACP00000000535" 0.83913
"310" "ENSGACP00000000536" 0.788657666666667
"311" "ENSGACP00000000537" 0.838568666666667
"312" "ENSGACP00000000538" 0.951457666666667
"313" "ENSGACP00000000540" 0.793448
"314" "ENSGACP00000000541" 36.314613
"315" "ENSGACP00000000542" 1.155072
"316" "ENSGACP00000000543" NA
"317" "ENSGACP00000000544" 0.979294666666667
"318" "ENSGACP00000000545" 1.010839
"319" "ENSGACP00000000546" 0.636611
"320" "ENSGACP00000000552" 3.135862
"321" "ENSGACP00000000554" NA
"322" "ENSGACP00000000555" 0.739539666666667
"323" "ENSGACP00000000556" NA
"324" "ENSGACP00000000558" 1.20676433333333
"325" "ENSGACP00000000560" 0.989542333333333
"326" "ENSGACP00000000562" 1.0215255
"327" "ENSGACP00000000565" 1.1920055
"328" "ENSGACP00000000566" 0.853158
"329" "ENSGACP00000000568" 0.9169155
"330" "ENSGACP00000000570" 0.9138935
"331" "ENSGACP00000000572" 0.918859666666667
"332" "ENSGACP00000000573" 1.183298
"333" "ENSGACP00000000574" 0.983509
"334" "ENSGACP00000000575" 0.647169
"335" "ENSGACP00000000577" 1.140871
"336" "ENSGACP00000000578" 0.692564666666667
"337" "ENSGACP00000000579" 1.133908
"338" "ENSGACP00000000580" 1.44860133333333
"339" "ENSGACP00000000581" 1.0548865
"340" "ENSGACP00000000582" 1.49394166666667
"341" "ENSGACP00000000583" 1.35337933333333
"342" "ENSGACP00000000584" 10.399367
"343" "ENSGACP00000000585" 0.783038666666667
"344" "ENSGACP00000000586" NA
"345" "ENSGACP00000000587" 1.78989533333333
"346" "ENSGACP00000000588" 7.3732695
"347" "ENSGACP00000000589" 1.39053066666667
"348" "ENSGACP00000000590" NA
"349" "ENSGACP00000000591" 0.955735333333333
"350" "ENSGACP00000000592" 0.72855
"351" "ENSGACP00000000593" 1.339668
"352" "ENSGACP00000000594" 0.94892
"353" "ENSGACP00000000595" 0.710600666666667
"354" "ENSGACP00000000596" 1.21357533333333
"355" "ENSGACP00000000597" 0.902364333333333
"356" "ENSGACP00000000598" 0.655326
"357" "ENSGACP00000000601" 0.7000975
"358" "ENSGACP00000000602" NA
"359" "ENSGACP00000000603" NA
"360" "ENSGACP00000000604" 0.8701695
"361" "ENSGACP00000000605" 0.647917
"362" "ENSGACP00000000607" 1.82587766666667
"363" "ENSGACP00000000608" 0.911147333333333
"364" "ENSGACP00000000611" 0.902572333333333
"365" "ENSGACP00000000612" 1.10666366666667
"366" "ENSGACP00000000613" 1.50687233333333
"367" "ENSGACP00000000614" 1.11343366666667
"368" "ENSGACP00000000615" NA
"369" "ENSGACP00000000616" 0.541411
"370" "ENSGACP00000000617" 0.750005666666667
"371" "ENSGACP00000000618" 0.754063666666667
"372" "ENSGACP00000000619" 0.910501
"373" "ENSGACP00000000620" 0.546468333333333
"374" "ENSGACP00000000621" 1.21668466666667
"375" "ENSGACP00000000623" 0.794415333333333
"376" "ENSGACP00000000624" 1.04540766666667
"377" "ENSGACP00000000625" 0.705133333333333
"378" "ENSGACP00000000626" 0.687772333333333
"379" "ENSGACP00000000627" 1.32777266666667
"380" "ENSGACP00000000628" 1.36518633333333
"381" "ENSGACP00000000629" 1.16267433333333
"382" "ENSGACP00000000630" 0.564405
"383" "ENSGACP00000000631" 0.958799
"384" "ENSGACP00000000632" 0.579122
"385" "ENSGACP00000000633" 0.958973666666667
"386" "ENSGACP00000000634" 0.655323
"387" "ENSGACP00000000635" 0.613203333333333
"388" "ENSGACP00000000636" 0.727326333333333
"389" "ENSGACP00000000637" NA
"390" "ENSGACP00000000638" 0.786866
"391" "ENSGACP00000000639" 0.573361
"392" "ENSGACP00000000640" 0.636084
"393" "ENSGACP00000000641" 1.123977
"394" "ENSGACP00000000642" 1.23349
"395" "ENSGACP00000000643" 0.970471333333333
"396" "ENSGACP00000000644" 0.997297
"397" "ENSGACP00000000645" 1.97654933333333
"398" "ENSGACP00000000646" 0.944216
"399" "ENSGACP00000000647" 0.631568
"400" "ENSGACP00000000648" 0.634214666666667
"401" "ENSGACP00000000649" 0.8151065
"402" "ENSGACP00000000650" 0.634214666666667
"403" "ENSGACP00000000651" NA
"404" "ENSGACP00000000653" 1.185117
"405" "ENSGACP00000000654" 0.706674666666667
"406" "ENSGACP00000000655" 1.165994
"407" "ENSGACP00000000656" 0.938563666666667
"408" "ENSGACP00000000657" 1.0793765
"409" "ENSGACP00000000658" 0.771778333333333
"410" "ENSGACP00000000659" 1.04856266666667
"411" "ENSGACP00000000660" 4.398366
"412" "ENSGACP00000000662" 1.37618366666667
"413" "ENSGACP00000000663" NA
"414" "ENSGACP00000000664" 0.799959333333333
"415" "ENSGACP00000000665" 1.21729833333333
"416" "ENSGACP00000000666" 1.27768833333333
"417" "ENSGACP00000000667" 1.25560433333333
"418" "ENSGACP00000000668" NA
"419" "ENSGACP00000000669" 0.695141
"420" "ENSGACP00000000670" NA
"421" "ENSGACP00000000671" 0.862498
"422" "ENSGACP00000000672" 0.705244
"423" "ENSGACP00000000673" NA
"424" "ENSGACP00000000674" 0.751233
"425" "ENSGACP00000000675" 1.40944066666667
"426" "ENSGACP00000000676" 1.07457666666667
"427" "ENSGACP00000000677" 0.785083
"428" "ENSGACP00000000678" 1.06884366666667
"429" "ENSGACP00000000679" 1.099338
"430" "ENSGACP00000000681" 0.85204
"431" "ENSGACP00000000682" NA
"432" "ENSGACP00000000685" 0.838977333333333
"433" "ENSGACP00000000687" 0.840041333333333
"434" "ENSGACP00000000688" 1.059978
"435" "ENSGACP00000000691" 0.979022666666667
"436" "ENSGACP00000000694" 0.655356
"437" "ENSGACP00000000696" 0.755451666666667
"438" "ENSGACP00000000697" 0.781650333333333
"439" "ENSGACP00000000698" 0.991260333333333
"440" "ENSGACP00000000699" 0.766167
"441" "ENSGACP00000000700" 0.748534666666667
"442" "ENSGACP00000000701" 0.733671333333333
"443" "ENSGACP00000000702" 0.847324333333333
"444" "ENSGACP00000000703" 144.879121666667
"445" "ENSGACP00000000706" 3.85068666666667
"446" "ENSGACP00000000709" 0.952272
"447" "ENSGACP00000000710" 0.652111333333333
"448" "ENSGACP00000000713" 0.959027
"449" "ENSGACP00000000714" 1.01003466666667
"450" "ENSGACP00000000715" NA
"451" "ENSGACP00000000716" 1.03819566666667
"452" "ENSGACP00000000717" 1.00320833333333
"453" "ENSGACP00000000718" 0.887326666666667
"454" "ENSGACP00000000719" NA
"455" "ENSGACP00000000720" 0.770867333333333
"456" "ENSGACP00000000727" NA
"457" "ENSGACP00000000728" NA
"458" "ENSGACP00000000729" 0.77083
"459" "ENSGACP00000000730" 0.725276
"460" "ENSGACP00000000735" 0.865916
"461" "ENSGACP00000000736" 0.827070333333333
"462" "ENSGACP00000000737" 0.783451666666667
"463" "ENSGACP00000000738" 0.865854333333333
"464" "ENSGACP00000000742" NA
"465" "ENSGACP00000000745" NA
"466" "ENSGACP00000000746" 0.726750666666667
"467" "ENSGACP00000000747" 0.843158666666667
"468" "ENSGACP00000000748" 0.839705333333333
"469" "ENSGACP00000000749" 1.28952833333333
"470" "ENSGACP00000000750" 0.999967
"471" "ENSGACP00000000752" 0.833192333333333
"472" "ENSGACP00000000754" 0.665738666666667
"473" "ENSGACP00000000755" 0.960986333333333
"474" "ENSGACP00000000756" 0.819546666666667
"475" "ENSGACP00000000758" 1.02029133333333
"476" "ENSGACP00000000759" 1.06388666666667
"477" "ENSGACP00000000760" 0.936167333333333
"478" "ENSGACP00000000763" 1.56398433333333
"479" "ENSGACP00000000764" NA
"480" "ENSGACP00000000765" 1.21761166666667
"481" "ENSGACP00000000766" 24.232395
"482" "ENSGACP00000000767" 0.715499
"483" "ENSGACP00000000768" 0.852246333333333
"484" "ENSGACP00000000769" 0.900972
"485" "ENSGACP00000000770" 0.703030333333333
"486" "ENSGACP00000000771" 0.7445325
"487" "ENSGACP00000000772" 0.629777333333333
"488" "ENSGACP00000000773" 0.876627
"489" "ENSGACP00000000774" 0.840418333333333
"490" "ENSGACP00000000775" 1.250703
"491" "ENSGACP00000000776" 0.731419666666667
"492" "ENSGACP00000000777" 1.254897
"493" "ENSGACP00000000778" 0.9341235
"494" "ENSGACP00000000780" 0.957253
"495" "ENSGACP00000000781" 0.348644666666667
"496" "ENSGACP00000000782" NA
"497" "ENSGACP00000000783" 1.519143
"498" "ENSGACP00000000784" 0.988374333333333
"499" "ENSGACP00000000785" 0.993162
"500" "ENSGACP00000000786" 1.51913933333333
"501" "ENSGACP00000000787" 0.894209666666667
"502" "ENSGACP00000000788" 1.32382333333333
"503" "ENSGACP00000000789" 0.755479
"504" "ENSGACP00000000790" 1.012326
"505" "ENSGACP00000000791" 0.800901333333333
"506" "ENSGACP00000000792" 1.012326
"507" "ENSGACP00000000793" 0.796569
"508" "ENSGACP00000000794" 1.012434
"509" "ENSGACP00000000795" 0.822241666666667
"510" "ENSGACP00000000796" 0.446917666666667
"511" "ENSGACP00000000797" 0.451718666666667
"512" "ENSGACP00000000798" 1.390274
"513" "ENSGACP00000000799" 0.811422333333333
"514" "ENSGACP00000000801" 1.472779
"515" "ENSGACP00000000803" 1.472779
"516" "ENSGACP00000000804" 2.43965533333333
"517" "ENSGACP00000000806" NA
"518" "ENSGACP00000000807" 1.345136
"519" "ENSGACP00000000809" 1.13023
"520" "ENSGACP00000000810" 0.720791333333333
"521" "ENSGACP00000000811" 0.841749333333333
"522" "ENSGACP00000000812" 0.654349
"523" "ENSGACP00000000813" 0.897162
"524" "" 0
"525" "" 0
"526" "ENSGACP00000000817" 1.282022
"527" "ENSGACP00000000818" 1.34900766666667
"528" "ENSGACP00000000819" 1.03387666666667
"529" "ENSGACP00000000820" 0.742676
"530" "ENSGACP00000000821" 0.633105666666667
"531" "ENSGACP00000000822" 1.240809
"532" "ENSGACP00000000823" 0.854485
"533" "ENSGACP00000000824" 2.15124033333333
"534" "ENSGACP00000000825" 0.854215
"535" "ENSGACP00000000827" 0.761773666666667
"536" "ENSGACP00000000828" 0.92907
"537" "ENSGACP00000000829" 0.712745333333333
"538" "ENSGACP00000000830" 1.207468
"539" "ENSGACP00000000833" 0.926943333333333
"540" "ENSGACP00000000834" 1.10862966666667
"541" "ENSGACP00000000835" 0.867325333333333
"542" "ENSGACP00000000836" NA
"543" "ENSGACP00000000837" 1.545595
"544" "ENSGACP00000000838" 0.867325333333333
"545" "ENSGACP00000000839" 0.914349333333333
"546" "ENSGACP00000000840" 0.971595
"547" "ENSGACP00000000841" 0.857813333333333
"548" "ENSGACP00000000842" NA
"549" "ENSGACP00000000843" 68.730661
"550" "ENSGACP00000000844" 1.96420733333333
"551" "ENSGACP00000000845" NA
"552" "ENSGACP00000000846" 0.997832333333333
"553" "ENSGACP00000000847" 0.996656
"554" "ENSGACP00000000848" 0.997832333333333
"555" "ENSGACP00000000849" 0.932874
"556" "ENSGACP00000000850" NA
"557" "ENSGACP00000000851" 0.621096666666667
"558" "ENSGACP00000000852" 1.019872
"559" "ENSGACP00000000853" 0.572817
"560" "ENSGACP00000000854" 0.7420705
"561" "ENSGACP00000000855" 0.819975666666667
"562" "ENSGACP00000000856" NA
"563" "ENSGACP00000000857" 0.796070666666667
"564" "ENSGACP00000000858" 1.026907
"565" "ENSGACP00000000859" 1.139664
"566" "ENSGACP00000000860" 0.797552333333333
"567" "ENSGACP00000000861" 0.706587
"568" "ENSGACP00000000863" 0.706587
"569" "ENSGACP00000000873" 0.682947666666667
"570" "ENSGACP00000000875" NA
"571" "ENSGACP00000000876" 0.832038
"572" "ENSGACP00000000877" 0.933038
"573" "ENSGACP00000000878" 0.817241666666667
"574" "ENSGACP00000000879" 0.905316
"575" "ENSGACP00000000882" 2.124579
"576" "ENSGACP00000000883" 0.731716
"577" "ENSGACP00000000884" 0.632247333333333
"578" "ENSGACP00000000885" 0.586455
"579" "ENSGACP00000000886" 0.657555333333333
"580" "ENSGACP00000000887" 0.963116333333333
"581" "ENSGACP00000000888" 1.06232066666667
"582" "ENSGACP00000000889" 2.07185366666667
"583" "ENSGACP00000000890" 2.07185366666667
"584" "ENSGACP00000000891" 6.87307533333333
"585" "ENSGACP00000000892" 0.663480333333333
"586" "ENSGACP00000000893" 0.665167
"587" "ENSGACP00000000894" 1.17341333333333
"588" "ENSGACP00000000895" 0.666849
"589" "ENSGACP00000000896" 0.694179
"590" "ENSGACP00000000897" NA
"591" "ENSGACP00000000898" 0.940018
"592" "ENSGACP00000000899" 1.64627166666667
"593" "ENSGACP00000000900" 1.552324
"594" "ENSGACP00000000901" 0.753156333333333
"595" "ENSGACP00000000902" 1.05348833333333
"596" "ENSGACP00000000903" 1.557105
"597" "ENSGACP00000000904" 0.74326
"598" "ENSGACP00000000905" 1.07434866666667
"599" "ENSGACP00000000906" 0.8099405
"600" "ENSGACP00000000907" 0.913824
"601" "ENSGACP00000000908" 0.7354885
"602" "ENSGACP00000000909" 0.814053
"603" "ENSGACP00000000910" 0.618489666666667
"604" "ENSGACP00000000911" 0.7376955
"605" "ENSGACP00000000912" 1.361439
"606" "ENSGACP00000000913" 0.790669333333333
"607" "ENSGACP00000000914" 0.828221333333333
"608" "ENSGACP00000000915" 0.774697333333333
"609" "ENSGACP00000000916" NA
"610" "ENSGACP00000000917" 1.0511955
"611" "ENSGACP00000000918" 0.864586333333333
"612" "ENSGACP00000000919" 0.882462
"613" "ENSGACP00000000920" NA
"614" "ENSGACP00000000921" 0.866628666666667
"615" "ENSGACP00000000922" 0.748702
"616" "ENSGACP00000000923" 1.80295266666667
"617" "ENSGACP00000000924" 1.29498766666667
"618" "ENSGACP00000000925" 1.187353
"619" "ENSGACP00000000926" 0.764768666666667
"620" "ENSGACP00000000927" 0.999002
"621" "ENSGACP00000000928" 0.904558
"622" "ENSGACP00000000929" 1.526054
"623" "ENSGACP00000000930" 0.904557333333333
"624" "ENSGACP00000000931" 0.709513
"625" "ENSGACP00000000934" 1.67568633333333
"626" "ENSGACP00000000935" 0.963275666666667
"627" "ENSGACP00000000936" 0.968349333333333
"628" "ENSGACP00000000938" 1.19913333333333
"629" "ENSGACP00000000939" 0.745123333333333
"630" "ENSGACP00000000940" 0.953964
"631" "ENSGACP00000000941" 1.45183233333333
"632" "ENSGACP00000000942" 1.034251
"633" "ENSGACP00000000943" 0.847292
"634" "ENSGACP00000000944" 1.45183233333333
"635" "ENSGACP00000000945" 0.830889
"636" "ENSGACP00000000946" 0.674487
