lg pos gen.pos
1 4927072 37.1568781517517
1 4939729 37.1984293285546
1 4939876 37.1989119091811
1 4943553 37.2109829905672
1 4943564 37.2110191020427
1 4995883 37.3827751278901
1 5008851 37.42534727459
1 5045848 37.5468032979903
1 5045960 37.5471709784676
1 5048094 37.5541766047059
1 5048140 37.5543276163305
1 5048174 37.5544392336183
1 5072955 37.6357918220952
1 5072964 37.6358213678479
1 5072972 37.6358476307391
1 5073074 37.6361824826024
1 5073084 37.6362153112165
1 5084141 37.6725139097714
1 5084405 37.6733805851823
1 5242954 38.1938749780814
1 5269698 38.2816718234964
1 5362285 38.5856221123998
1 5393006 38.6864748976224
1 5439204 38.8381365288099
1 5439431 38.8388817383488
1 5473494 38.9507058463869
1 5515503 39.0886155711489
1 5515525 39.0886877940998
1 5520732 39.1057816534356
1 5536318 39.1569483312937
1 5536326 39.1569745941849
1 5542640 39.177702581096
1 5542778 39.1781556159699
1 5543119 39.179275071709
1 5545729 39.187843339976
1 5545741 39.1878827343129
1 5545761 39.187948391541
1 5545975 39.1886509238817
1 5637980 39.4906905874474
1 5638129 39.4911797337967
1 5665043 39.5795346656505
1 5668876 39.5921178734158
1 5669061 39.5927252027757
1 5699596 39.692967375777
1 5708461 39.7220699421322
1 5708462 39.7220732249936
1 5708467 39.7220896393006
1 5708495 39.72218155942
1 5713209 39.7376569680831
1 5726814 39.7823202974979
1 5726885 39.7825533806577
1 5726953 39.7827766152332
1 5727180 39.7835218247721
1 5730050 39.7929436370044
1 5730053 39.7929534855886
1 5777204 39.9477436836951
1 5786473 39.978172526058
1 5786933 39.9796826423042
1 5786985 39.9798533510973
1 5802458 40.0306490656167
1 5841742 40.1596129930501
1 5854720 40.202217968364
1 5917309 40.4076889808407
1 5918391 40.4112410368809
1 5918513 40.4116415459723
1 5925439 40.4343786440632
1 5943950 40.4951476915309
1 5948555 40.5102652683009
1 5973499 40.5921529631868
1 5973647 40.5926388266748
1 5978651 40.6090662651453
1 5996675 40.6682365591088
1 6027197 40.7684360549118
1 6043826 40.8230267572153
1 6043832 40.8230464543837
1 6043842 40.8230792829978
1 6043865 40.8231547888101
1 6043895 40.8232532746522
1 6043911 40.8233058004347
1 6056969 40.866173404661
1 6070862 40.9117821981605
1 6072704 40.9178292288685
1 6079286 40.9394370226361
1 6079482 40.9400804634715
1 6087076 40.9650105129809
1 6093606 40.9864475979555
1 6098145 41.0013485058727
1 6122980 41.0828783688655
1 6131646 41.1113276458012
1 6131669 41.1114031516135
1 6138804 41.134826367738
1 6138820 41.1348788935205
1 6139191 41.1360968351018
1 6186569 41.2916322427472
1 6256687 41.521819918742
1 6260371 41.533913980158
1 6260374 41.5339238287422
1 6260421 41.5340781232282
1 6260432 41.5341142347037
1 6260676 41.5349152528865
1 6260988 41.5359395056448
1 6291682 41.6367036536095
1 6291698 41.636756179392
1 6291982 41.637688512031
1 6292051 41.6379150294679
1 6401813 41.8202289580514
1 6401854 41.8202905067416
1 6405077 41.8251288342675
1 6405090 41.8251483497058
1 6425044 41.8551030464017
1 6477010 41.9331137594665
1 6481517 41.9398796118273
1 6481943 41.9405191177305
1 6518522 41.9954310577143
1 6588802 42.3450062016141
1 6588817 42.3451236077262
1 6677135 42.4339811211224
1 6687719 42.4375702853734
1 6687864 42.4376194566524
1 6687951 42.4376489594198
1 6688048 42.4376818533098
1 6830123 42.4858612288734
1 6830288 42.4859171823977
1 6830403 42.4859561803086
1 6830461 42.4859758488202
1 6830490 42.485985683076
1 6832513 42.4866717071954
1 6833766 42.487096614868
1 6864027 42.4973584912285
1 6864951 42.4976718309647
1 6887923 42.5054619179994
1 6895615 42.5080703695696
1 6895654 42.508083594948
1 6962702 42.5308203943342
1 6963113 42.5309597694766
1 6984792 42.5383113843479
1 6984929 42.5383578427287
1 6985146 42.538431430091
1 6985156 42.5384348212137
1 6985197 42.5384487248167
1 6985275 42.5384751755737
1 6985318 42.5384897574012
1 6985471 42.5385416415783
1 7022489 42.5510948995379
1 7049037 42.5600976520451
1 7049469 42.5602441485452
1 7108289 42.5801907321852
1 7116896 42.5831094714811
1 7116997 42.5831437218203
1 7166384 42.6082956260639
1 7171655 42.6113834937692
1 7178096 42.615156773202
1 7178114 42.6151673179978
1 7191136 42.6227958919418
1 7191514 42.6230173326538
1 7192064 42.6233395347479
1 7200942 42.6285404623685
1 7200980 42.628562723604
1 7278152 42.6737717781586
1 7278194 42.6737963826822
1 7278200 42.6737998976141
1 7278374 42.6739018306402
1 7278385 42.6739082746821
1 7347987 42.7146826567781
1 7348044 42.7147160486314
1 7348064 42.7147277650712
1 7377942 42.7322309544661
1 7384638 42.7361536185061
1 7439807 42.7658132133959
1 7462523 42.7658132804225
1 7469176 42.7658369842962
1 7489745 42.7929015559063
1 7489746 42.7929028717006
1 7489750 42.7929081348775
1 7489752 42.792910766466
1 7489754 42.7929133980545
1 7489758 42.7929186612314
1 7489759 42.7929199770256
1 7489766 42.7929291875853
1 7511652 42.8217266602023
1 7511690 42.8217766603832
1 7511741 42.8218437658891
1 7511889 42.8220385034358
1 7511915 42.8220727140859
1 7512337 42.8226279792529
1 7528861 42.8443701631844
1 7528929 42.8444596371923
1 7528932 42.844463584575
1 7528950 42.8444872688712
1 7529070 42.8446451641794
1 7529087 42.8446675326814
1 7539042 42.8577662642861
1 7539051 42.8577781064342
1 7539559 42.8584465299054
1 7570536 42.8992058879085
1 7713054 43.0593947896073
1 7722454 43.0694064043188
1 7781230 43.132006687966
1 7822689 43.1761632341708
1 7840191 43.1948040087113
1 7840210 43.1948242449538
1 7840218 43.194832765477
1 7876660 43.2336458785958
1 7876680 43.2336671799037
1 7909857 43.2690028545084
1 7909866 43.2690124400969
1 7921576 43.2814843558705
1 7956591 43.2985712097664
1 7960796 43.2985712119311
1 7974374 43.2985712189208
1 7974393 43.2985712189306
1 7974396 43.2985712189321
1 7974668 43.2985712190722
1 7974681 43.2985712190788
1 7979189 43.2985712213995
1 7993971 43.298571229009
1 7997339 43.2985712307428
1 8018018 43.298571241388
1 8024040 43.298571244488
1 8041503 43.2985712534776
1 8057754 43.2985712618433
1 8075078 43.2985712707614
1 8076637 43.298571271564
1 8083323 43.2985712750058
1 8155016 43.3289177287647
1 8210191 43.4012757325284
1 8226627 43.4228303523718
1 8226630 43.4228342866538
1 8226818 43.4230808349947
1 8235740 43.4347813897673
1 8320120 43.5454396291435
1 8355660 43.5920477569869
1 8386311 43.6322443165404
1 8386356 43.6323033307709
1 8416878 43.6723307161968
1 8417387 43.6729982327155
1 8434808 43.6958446084938
1 8449386 43.7149625963301
1 8478552 43.7532116862761
1 8482510 43.7584023157078
1 8525089 43.8142415806331
1 8585814 43.8938780061619
1 8630954 43.9530758365179
1 8651053 43.9794342147263
1 8776102 44.1434268927987
1 8862506 44.2567394611213
1 8862549 44.2567958524971
1 8862772 44.2570883007951
1 8862775 44.2570922350771
1 8866876 44.2624703986192
1 8902961 44.3097932543657
1 8905730 44.3134245966842
1 8905909 44.313659342179
1 8931606 44.347359090665
1 8931754 44.347553181912
1 8931761 44.3475623619034
1 8960741 44.3855675263633
1 8961008 44.3859176774644
1 9032011 44.4790329532457
1 9044800 44.4958047975617
1 9050555 44.5033520619325
1 9050556 44.5033533733599
1 9050590 44.5033979618896
1 9120254 44.5947572364559
1 9120354 44.5948883791904
1 9120504 44.5950850932921
1 9137678 44.6176075465162
1 9173873 44.6650746592707
1 9176832 44.6689551727847
1 9245357 44.7588207316049
1 9257983 44.7753788132637
1 9313549 44.8482495851193
1 9355715 44.9035472305511
1 9407654 44.9087195200957
1 9407671 44.9087195201028
1 9516915 44.9087195658438
1 9535907 44.9087195737958
1 9535911 44.9087195737975
1 9536234 44.9087195739327
1 9551671 44.9087195803963
1 9640992 44.9739725448096
1 9641133 44.9741890259563
1 9699733 45.0641592046778
1 9706003 45.0737857067356
1 9748710 45.1393549289653
1 9801472 45.2203618670148
1 9906790 45.3820594656938
1 10013305 45.517724993041
1 10013343 45.5177676099022
1 10026367 45.5323739783364
1 10045055 45.5533325020846
1 10045159 45.5534491377048
1 10105635 45.6212727508362
1 10150412 45.671489992803
1 10188962 45.7147236770119
1 10189829 45.7156960143454
1 10221425 45.7511308129515
1 10221428 45.7511341774405
1 10236055 45.7675383045202
1 10236056 45.7675394260166
1 10236062 45.7675461549947
1 10239798 45.7717360653502
1 10245643 45.7782912115032
1 10245665 45.7783158844229
1 10260152 45.7945630020139
1 10260153 45.7945641235103
1 10331343 45.7974845529969
1 10502524 45.7974846433281
1 10502671 45.7974846433859
1 10526217 45.7974846526309
1 10542909 45.7974846591847
1 10543307 45.797484659341
1 10591775 45.7974846783713
1 10746038 45.7974847583442
1 10837852 45.7974848075675
1 10918430 45.7974848365975
1 10957865 45.7974848508048
1 10974480 45.7974848567908
1 10974843 45.7974848569215
1 11003465 45.7974848672333
1 11003544 45.7974848672617
1 11003545 45.7974848672621
1 11020798 45.7974848734778
1 11034008 45.797484878237
1 11090229 45.7974848984919
1 11095517 45.7974849004146
1 11112239 45.7974849067062
1 11203912 45.7974849411977
1 11203913 45.7974849411981
1 11203915 45.7974849411989
1 11203924 45.7974849412023
1 11214962 45.7974849453553
1 11238078 45.7974849540525
1 11252736 45.7974849595675
1 11262887 45.7974849633868
1 11276310 45.7974849684372
1 11372860 45.7974850020935
1 11373222 45.7974850021533
1 11410595 45.7974850083329
1 11410979 45.7974850083964
1 11410983 45.797485008397
1 11411015 45.7974850084023
1 11412050 45.7974850085734
1 11432187 45.7974850119031
1 11432226 45.7974850119095
1 11466409 45.7974850175616
1 11487379 45.7974850210289
1 11532748 45.7974850285306
1 11532827 45.7974850285437
1 11549853 45.7974850313589
1 11575698 45.7974850356323
1 11629926 45.7974850445988
1 11638157 45.7974850459597
1 11638226 45.7974850459711
1 11644263 45.7974850469693
1 11648599 45.7974850476863
1 11648646 45.7974850476941
1 11773190 45.7974850682871
1 11906940 45.7974850904024
1 11907111 45.7974850904307
1 11907113 45.797485090431
1 11907145 45.7974850904363
1 11907158 45.7974850904384
1 11935037 45.7974850950482
1 11947700 45.797485097142
1 11947732 45.7974850971473
1 12009778 45.7974851175525
1 12020497 45.7974851217529
1 12020505 45.797485121756
1 12020516 45.7974851217603
1 12023745 45.7974851230256
1 12023896 45.7974851230848
1 12047026 45.7974851321485
1 12069040 45.7974851407749
1 12080588 45.7974851453
1 12092118 45.7974851498182
1 12092320 45.7974851498973
1 12093094 45.7974851502006
1 12112560 45.7974851578286
1 12165896 45.7974851787287
1 12165915 45.7974851787362
1 12201244 45.7974851925802
1 12222127 45.7974852980372
1 12246879 45.7974853147297
1 12246886 45.7974853147338
1 12247179 45.7974853149085
1 12247190 45.797485314915
1 12247394 45.7974853150366
1 12258742 45.7974853218004
1 12258770 45.7974853218171
1 12258824 45.7974853218492
1 12258905 45.7974853218975
1 12258984 45.7974853219446
1 12259248 45.797485322102
1 12270770 45.7974853289694
1 12277338 45.7974853328841
1 12277340 45.7974853328853
1 12295851 45.7974853439184
1 12297036 45.7974853446247
1 12311842 45.7974853534495
1 12311894 45.7974853534805
1 12312033 45.7974853535634
1 12317866 45.79748535704
1 12318450 45.7974853573881
1 12318546 45.7974853574453
1 12319692 45.7974853581283
1 12321993 45.7974853594998
1 12322012 45.7974853595111
1 12322023 45.7974853595177
1 12322368 45.7974853597233
1 12368768 45.7974853873791
1 12368821 45.7974853874107
1 12383260 45.7974853960167
1 12411971 45.7974854046304
1 12411987 45.7974854046338
1 12412026 45.797485404642
1 12412071 45.7974854046515
1 12412090 45.7974854046554
1 12438891 45.7974854102892
1 12438936 45.7974854102987
1 12512150 45.7974854256887
1 12513348 45.7974854259406
1 12513412 45.797485425954
1 12516702 45.7974854266456
1 12527022 45.7974854288149
1 12527023 45.7974854288152
1 12538234 45.7974854311718
1 12586822 45.7974854413853
1 12655017 45.7974854557204
1 12789295 45.7974854839465
1 12810087 45.7974854883171
1 12847400 45.7974854961606
1 12847700 45.7974854962236
1 12851384 45.797485496998
1 12851409 45.7974854970033
1 12851520 45.7974854970266
1 12865706 45.7974855000326
1 12865722 45.7974855000453
1 12865728 45.7974855000501
1 12881498 45.7974855125909
1 12935606 45.7974855556191
1 12972729 45.7974855851404
1 12972774 45.7974855851761
1 13077714 45.8783876564323
1 13097871 45.8972840834072
1 13131727 45.9290228060178
1 13131742 45.9290368679519
1 13132282 45.9295430975776
1 13143354 45.9399226798302
1 13173750 45.9684177829869
1 13361618 46.1445369447133
1 13361619 46.1445378821756
1 13361625 46.1445435069492
1 13437266 46.1764112136359
1 13437360 46.1764476783331
1 13440110 46.1775144646867
1 13472823 46.1902045672269
1 13479361 46.1927408032924
1 13479369 46.1927439066708
1 13479376 46.192746622127
1 13479452 46.1927761042226
1 13479681 46.1928649384317
1 13479682 46.192865326354
1 13479711 46.192876576101
1 13490587 46.197095619149
1 13490721 46.1971476007386
1 13516525 46.2071575480362
1 13533530 46.2137541669247
1 13571035 46.2283031931764
1 13571055 46.2283109516226
1 13573129 46.2291155024944
1 13573144 46.229121321329
1 13573331 46.2291938628011
1 13573742 46.2293532988706
1 13573811 46.22938006551
1 13574121 46.2295003214263
1 13582953 46.2329264512718
1 13618484 46.2467097188827
1 13629437 46.2509586319486
1 13637748 46.2541826542704
1 13654062 46.2605112188423
1 13665029 46.2647655628205
1 13687626 46.2735314432687
1 13719276 46.285809184393
1 13731274 46.2904634762732
1 13769427 46.3052638761821
1 13790402 46.3134005466428
1 13813367 46.3223091825013
1 13876067 46.4816862890768
1 13876188 46.4821206892588
1 13882847 46.5060270596084
1 13903706 46.5077503306973
1 13903716 46.5077503307123
1 13904040 46.5077503312004
1 13904073 46.5077503312501
1 13904115 46.5077503313134
1 13904126 46.5077503313299
1 13904127 46.5077503313314
1 13978451 46.5113882264058
1 14004424 46.5308205733076
1 14088499 46.5937233787506
1 14088550 46.593761535671
1 14098091 46.6008998724742
1 14113933 46.6127524593767
1 14119624 46.6170103227817
1 14136255 46.6294532196871
1 14136262 46.6294584569115
1 14164584 46.6506482666737
1 14164600 46.6506602374722
1 14199034 46.676422892276
1 14200031 46.6771688226599
1 14205186 46.6810256643139
1 14250605 46.685233410254
1 14250698 46.685233410278
1 14290391 46.6852334205058
1 14315831 46.6852334270609
1 14322935 46.6852334288914
1 14324479 46.6852334292893
1 14325007 46.6852334294253
1 14328772 46.6852334303954
1 14329169 46.6852334304977
1 14474164 46.6852334678588
1 14474432 46.6852334679279
1 14474444 46.685233467931
1 14474446 46.6852334679315
1 14474547 46.6852334679575
1 14474655 46.6852334679853
1 14503922 46.6852334755266
1 14505656 46.6852334759734
1 14506333 46.6852334761479
1 14506340 46.6852334761497
1 14512112 46.6852334776369
1 14559009 46.685233489721
1 14559037 46.6852334897282
1 14597199 46.6852334995614
1 14597223 46.6852334995676
1 14687715 46.7927208994359
1 14688014 46.7930827650476
1 14688023 46.7930936573235
1 14688035 46.7931081803581
1 14688073 46.7931541699676
1 14718028 46.8294072950391
1 14718029 46.829408505292
1 14758620 46.8785338800134
1 14759398 46.8794754567553
1 14799071 46.9274898193313
1 14799128 46.9275588037455
1 14799351 46.9278286901382
1 14803200 46.9324869534799
1 14803202 46.9324893739856
1 14803542 46.9329008599654
1 14813965 46.9455153257514
1 14828200 46.9627432755225
1 14881879 47.0277084399597
1 14882089 47.0279625930648
1 14936449 47.0405347339026
1 14970505 47.0405347601599
1 14988034 47.0405347736748
1 14989659 47.0405347749277
1 14989663 47.0405347749308
1 15007927 47.0405347890124
1 15008013 47.0405347890787
1 15024538 47.0405348257586
1 15098337 47.0405349702473
1 15123420 47.0405349965472
1 15123510 47.0405349966416
1 15133110 47.040535068146
1 15133212 47.0405350692326
1 15154474 47.0405352957327
1 15154576 47.0405352968193
1 15234246 47.0405361455286
1 15260333 47.0405364234285
1 15270974 47.040536536785
1 15302579 47.0405368734671
1 15302641 47.0405368741276
1 15393831 47.0405378455573
1 15422516 47.0405381511332
1 15422546 47.0405381514528
1 15431018 47.0405382417034
1 15476743 47.0465903503851
1 15476754 47.0465958560715
1 15516147 47.066312720096
1 15552238 47.0843768771673
1 15556820 47.0866702458104
1 15608373 47.1124733958893
1 15645065 47.1308383636446
1 15704896 47.1607847929963
1 15720920 47.1688050765271
1 15774794 47.1957699264358
1 15780237 47.1984942401689
1 15780277 47.1985142608467
1 15780455 47.1986033528629
1 15780490 47.198620870956
1 15788727 47.2027436290341
1 15788846 47.2028031905506
1 15789007 47.2028837737788
1 15789014 47.2028872773974
1 15789048 47.2029042949735
1 15789049 47.2029047954905
1 15819906 47.2184755805563
1 15832270 47.2269918255609
1 15986081 47.3329358695921
1 16013485 47.3518115714771
1 16030097 47.3632538120155
1 16035669 47.3670917703757
1 16065719 47.3877900203262
1 16065734 47.3878003522314
1 16065744 47.3878072401681
1 16065784 47.3878347919151
1 16069617 47.3904749380736
1 16069630 47.3904838923913
1 16069849 47.3906347382063
1 16069857 47.3906402485557
1 16120203 47.3954928430719
1 16135155 47.3954928579447
1 16140147 47.3954928629103
1 16269236 47.3954930268944
1 16276442 47.3954930329785
1 16278869 47.3954930350276
1 16278878 47.3954930350352
1 16314635 47.3954930652249
1 16334130 47.3954930816846
1 16360812 47.3954931332578
1 16361837 47.3954931400907
1 16362141 47.3954931421172
1 16362167 47.3954931422905
1 16362226 47.3954931426838
1 16370714 47.3954931992667
1 16410203 47.3954933265443
1 16410206 47.395493326548
1 16419308 47.3954933378656
1 16422509 47.3954933418457
1 16422554 47.3954933419017
1 16451960 47.3954933784654
1 16468906 47.3954933995362
1 16468958 47.3954933996009
1 16488294 47.4347701904989
1 16519165 47.4985363645452
1 16597450 47.6602394170935
1 16597472 47.6602848596068
1 16600718 47.6669896958918
1 16648010 47.7646745750016
1 16655831 47.7808293884905
1 16655832 47.7808314540593
1 16656054 47.7812900103302
1 16673590 47.817511824592
1 16673614 47.8175613982429
1 16710493 47.893737509566
1 16778314 48.0338264503193
1 16778728 48.0346815957974
1 16778737 48.0347001859165
